PMID,factor_relevance,entity,category,source_sentence,explanation
38327121,Yes,Time for Living and Caring (TLC) is an on-line intervention that provides virtual coaching and self-administered education and resources,Healthcare,Time for Living and Caring (TLC) is an on-line intervention that provides virtual coaching and self-administered education and resources.,Digital healthcare intervention targeting ADRD caregivers.
38327121,Yes,Alzheimer's and related dementia family caregivers,AD/ADRD,this study evaluates the feasibility and usability of a technology-delivered intervention (an 'app') for Alzheimer's and related dementia family caregivers.,Target population for healthcare intervention evaluation.
37981800,No,,,,
36416227,No,dementia,AD/ADRD,"Exclusion criteria included diagnosis of dementia (n = 5,550), mild cognitive impairment (MCI; n = 5,160), impaired but not MCI (n = 1,126), other race (n = 864), and abnormal Mini Mental State Examination (MMSE < 25; n = 135).",Excluded participants with dementia diagnosis.
36416227,No,mild cognitive impairment (MCI),AD/ADRD,"Exclusion criteria included diagnosis of dementia (n = 5,500), mild cognitive impairment (MCI; n = 5,160), impaired but not MCI (n = 1,126), other race (n = 864), and abnormal Mini Mental State Examination (MMSE < 25; n = 135).",Excluded participants with MCI diagnosis.
39719081,Yes,professional and medical care,Healthcare,"We identified 5 primary topics in users' journal posts, including descriptions of specific events, professional and medical care, routine daily activities, nighttime symptoms, and bathroom/toileting issues.",Professional and medical care is a healthcare factor discussed in caregiver journals.
39719081,Yes,Alzheimer disease and AD-related dementias (ADRD),AD/ADRD,The CareVirtue Digital Journal for Family and Friend Caregivers of People Living With Alzheimer Disease and Related Dementias: Exploratory Topic Modeling and User Engagement Study,ADRD is the target condition studied in the context of caregiver support tools.
39586043,No,,,,
39727199,Yes,CareHeroes app,Healthcare,"To address these barriers, a new web and mobile-enabled app, called CareHeroes, was developed, which promotes the collection and secured sharing of clinical information between caregivers and providers.",Healthcare intervention to improve clinical communication and support for dementia care.
39727199,Yes,chatbot,Healthcare,"Usage data indicated that caregivers used many of the features in the CareHeroes app, though the chatbot was the most frequently used feature.",Healthcare tool within the app to enhance caregiver-provider interaction.
39727199,Yes,integration into clinical care,Healthcare,The primary study objective was to examine whether dementia caregivers would use CareHeroes as an adjunct to care and gather psychosocial data from those who used the app.,Healthcare delivery model involving technology in dementia care.
39727199,Yes,dementia caregiving,AD/ADRD,"Family caregivers receiving services at clinics were asked to use the app for a 12-month period to collect, track, and share clinical information with the care recipient's provider.",ADRD context involving caregiver support and clinical data sharing.
39702338,Yes,clinical trials participation,Healthcare,This study aims to analyze gender differences in sociodemographic factors associated with the willingness to participate in clinical trials and undergo specific procedures in the context of an Alzheimer's disease prevention research cohort.,Involves healthcare engagement in ADRD research.
39702338,Yes,lumbar puncture,Healthcare,Women showed a significantly lower willingness than men to participate in a clinical trial (p = 0.003) and to undergo a lumbar puncture (p < 0.001).,Medical procedure related to ADRD clinical trials.
39702338,Yes,Alzheimer's disease prevention research cohort,AD/ADRD,2544 cognitively unimpaired participants from the ALFA parent cohort (age 45-75 years) of the Barcelonaβeta Brain Research Center were contacted through a structured phone call to determine their willingness to participate in Alzheimer's disease clinical trials and undergo trial-related procedures.,Target population for ADRD prevention studies.
39550784,Yes,Tau PET,Healthcare,Tau PET is a useful modality to differentiate AD dementia from other neurodegenerative causes in the Indian setting where amyloid biomarkers are not widely available.,Diagnostic tool impacting healthcare access/quality for ADRD.
39550784,Yes,Alzheimer's disease (AD),AD/ADRD,Tau PET substantiated the diagnosis of AD among 17/19 (89.5 %) cases with clinically diagnosed AD dementia...,Primary neurodegenerative condition studied in relation to healthcare diagnostics.
39550784,Yes,neurodegenerative dementia,AD/ADRD,This cross-sectional study recruited consecutive patients of Alzheimer's disease (AD) and non-AD syndromes...,Broad category of dementias addressed in healthcare diagnostic evaluation.
39656992,Yes,tablet-based application,Healthcare,The acceptance of the application was found to be less influenced by the types and presentation of tasks and more by content relevance and social interaction.,The application is a healthcare technology tool for dementia care.
39656992,Yes,caregivers or caring relatives providing personal support,Healthcare,"The successful implementation and use of technology requires acceptance and an effective interaction between people with dementia, technology, and caregivers or caring relatives providing personal support.",Caregivers are part of the healthcare support system for dementia patients.
39767463,No,Alzheimer's disease patients,ADRD,"The present study aimed to investigate the effects of lockdown on Alzheimer's disease patients (in cognition, behavior, and autonomy) and on their caregivers (in emotions, burden, and quality of life).",Study focuses on ADRD patient outcomes during lockdown.
39767463,No,caregivers' burden,ADRD,"These effects contributed to increasing caregivers' burden and stress levels, with a significant perceived deterioration in quality of life among caregivers with higher education levels (p = 0.047).",Caregiver burden linked to ADRD patient management.
39630495,Yes,caregiving facilities,Healthcare,"We observed that sentiment scores were positively aligned with discussions about family and daily routines life (coefficient=3.53; P<.001), while topics related to illness (coefficient=-1.37; P<.001) and caregiving facilities (coefficient=-1.98; P<.001) tended to correlate with lower sentiment scores.",Caregiving facilities relate to healthcare quality/access impacting ADRD caregivers.
39630495,Yes,Alzheimer disease and related dementias (ADRD),AD/ADRD,"Alzheimer disease and related dementias (ADRD) are a growing global health challenge. ADRD place significant physical, emotional, and financial burdens on informal caregivers and negatively affects their well-being.",ADRD is the primary health condition studied in this context.
39687720,Yes,rehabilitation facilities,Healthcare,"The proportion of individuals receiving PAC declined in rehabilitation facilities, whereas the proportion of individuals receiving PAC at home with services continuously increased.",Rehabilitation facilities impact ADRD care access
39687720,Yes,Medicaid services,Healthcare,"Being Hispanic, presence of cerebrovascular disorder (CVD), use of Medicaid services, and the COVID-19 pandemic were associated with lower probabilities of utilizing rehabilitation facilities.",Medicaid services affect ADRD post-acute care access
39687720,Yes,geriatric workforce education,Healthcare,Geriatric workforce education should be prioritized to enhance the competencies of healthcare providers serving these individuals to relieve caregiver burdens in areas with provider shortage.,Workforce training improves ADRD care quality
39687720,Yes,Alzheimer's disease and related disorders (ADRD),AD/ADRD,"Among the individuals with ADRD and extremity fractures, the proportion of those who underutilized rehabilitation facilities was higher in Hispanics compared with other races.",ADRD patients face healthcare access disparities
39659188,Yes,digital technology access,Healthcare,Digital technology access and skill are key social determinants of brain health in aging populations at risk of Alzheimer's disease and other dementias.,Access to digital tools impacts remote healthcare for ADRD.
39659188,Yes,digital literacy skills,Healthcare,Cognitively unimpaired participants had higher odds of digital access (OR:3.75; 95% CI:2.45-5.73) and skill (OR:1.22; 95% CI:1.14-1.30).,Digital literacy affects engagement in ADRD research.
39659188,Yes,Alzheimer's disease and other dementias,ADRD,"Cognitive impairment, race, and neighborhood socioeconomic disadvantage are significant barriers which limit digital access and skill.",ADRD risk factors correlate with healthcare access disparities.
39623940,Yes,health coach,Healthcare,Participants set a median of 12 health coach goals and 1 nurse goals.,Health coach is a healthcare provider involved in dementia risk reduction.
39623940,Yes,nurse,Healthcare,Participants set a median of 12 health coach goals and 1 nurse goals.,Nurse is a healthcare professional supporting dementia risk reduction.
39623940,Yes,dementia risk reduction,AD/ADRD,"When given support, older adults at increased risk for dementia set a wide range of goals to reduce dementia risk.",Dementia risk reduction is the primary outcome of the study.
39620840,Yes,cerebrovascular disease risk factor modification,Healthcare,"Effective cerebrovascular disease risk factor modification starting in midlife is critical to reducing the risk of Alzheimer disease and related dementias, with the goal of preventing vascular brain injury and maintaining cognitive reserve in the presence of nonvascular age-related brain pathologies.",Healthcare intervention targeting cerebrovascular risk factors to reduce ADRD risk.
39620840,Yes,Alzheimer disease and related dementias,AD/ADRD,"Effective cerebrovascular disease risk factor modification starting in midlife is critical to reducing the risk of Alzheimer disease and related dementias, with the goal of preventing vascular brain injury and maintaining cognitive reserve in the presence of nonvascular age-related brain pathologies.",Targeted outcome of healthcare intervention for ADRD prevention.
39618111,No,Alzheimer disease (AD),AD/ADRD,Informants for 28 participants with bvFTD and 21 participants with Alzheimer disease (AD) completed the Social Behavior Questionnaire (SBQ) and the Interpersonal Reactivity Index (IRI).,AD is a type of dementia compared to bvFTD in the study.
39533950,No,Alzheimer's disease,ADRD,"Alzheimer's disease (AD) is characterized by progressive cognitive decline, including impairments in speech production and fluency.",Directly named as the primary condition studied.
39533950,No,mild cognitive impairment,ADRD,"Mild cognitive impairment (MCI), a prodrome of AD, has also been linked with changes in speech behavior but to a more subtle degree.",Identified as a precursor to Alzheimer's disease.
39440702,Yes,"culturally informed, community-engaged research (CI-CER) model",Healthcare,The Alzheimer's Disease Neuroimaging Initiative-4 (ADNI-4) Engagement Core was launched to advance Alzheimer's disease (AD) and AD-related dementia (ADRD) health equity research in underrepresented populations (URPs).,Addresses healthcare access and engagement in ADRD research.
39440702,Yes,Engagement Core team,Healthcare,"The CI-CER model includes: (1) culturally informed methodology [...] and (2) inclusive engagement methods (e.g., the Engagement Core team; Hub Sites; Community-Science Partnership Board).",Facilitates healthcare equity in ADRD clinical trials.
39440702,Yes,Alzheimer's disease (AD) and AD-related dementia (ADRD),AD/ADRD,Findings show a CI-CER model increases URP enrollment in AD/ADRD clinical research and has important implications for clinical trials to advance health equity.,Target condition for healthcare equity interventions.
39403721,No,diagnosis and treatment,Healthcare,"More prevention interventions and accessible, affordable diagnosis and treatment should be provided to older racial/ethnic minorities with these characteristics to reduce disparities.",Refers to healthcare access and affordability.
39403721,No,Alzheimer's disease and Alzheimer's disease-related dementias,AD/ADRD,"Despite higher risks of developing Alzheimer's disease and Alzheimer's disease-related dementias among racial/ethnic minority populations, some maintain good cognition until old age.",Directly mentions ADRD as the study focus.
39403721,No,cognitive impairment,AD/ADRD,"In the low-cognition class, 87% and 100% of non-Hispanic Black and Hispanic participants, respectively, developed cognitive impairment.",Cognitive impairment is a key outcome in ADRD research.
39387147,No,Socioeconomic status,Healthcare,SES was assessed using the Townsend Deprivation Index.,SES is a healthcare-related socioeconomic determinant.
39387147,No,Lifestyle index,ADRD,"A lifestyle index was created based on smoking status, alcohol consumption, physical activity, social connections, sleep duration, diet, and sedentary behavior.",Lifestyle factors are linked to dementia risk.
39387147,No,Dementia subtypes,ADRD,"The hazard ratios (HRs) and 95% confidence intervals (CIs) for when participants with low SES were compared with participants with high SES were 1.32 (1.22-1.42) for all-cause dementia, 1.25 (1.11-1.40) for Alzheimer's disease (AD), and 1.61 (1.37-1.90) for vascular dementia (VD).",Specific dementia subtypes are studied.
39375835,No,pharmacological and educational interventions,Healthcare,Understanding its correlates can help clinicians define pharmacological and educational interventions and clarify related anatomical circuits.,Refers to healthcare strategies for managing symptoms.
39375835,No,frontotemporal lobar degeneration (FTLD),AD/ADRD,Empirical research investigating hyperorality in syndromes associated with frontotemporal lobar degeneration (FTLD) is limited.,FTLD is a syndrome associated with ADRD.
39349066,Yes,electronic medical records (EMR),Healthcare,We describe a method to augment MDS-based behavioral measures with structured and unstructured data from NH electronic medical records (EMR).,EMR is a healthcare system tool used to improve ADRD behavior detection.
39349066,Yes,Minimum Data Set (MDS),Healthcare,"Pragmatic trials of behavior management interventions rely on routinely collected Minimum Data Set (MDS) data to evaluate study outcomes, despite known underreporting.",MDS is a healthcare data collection method for ADRD behavior assessment.
39349066,Yes,agitated behaviors,AD/ADRD,"A total of 77,936 MDS assessments for 19,705 long-stay residents with ADRD in 322 NHs were identified; 14.8% (SD 35.6) of residents had behaviors per month using MDS alone, 16.2% (SD 36.9) using MDS and INTERACT, and 18.6% (SD 38.9) using MDS, INTERACT, and orders.",Agitated behaviors are outcomes linked to ADRD in nursing home residents.
39307174,Yes,prescription of nonpharmacologic interventions,Healthcare,Nonpharmacologic interventions were prescribed in 323 people (36.3%) with mild cognitive impairment or dementia.,Prescription practices in memory clinics affect dementia care access.
39307174,Yes,dementia,AD/ADRD,Nonpharmacologic interventions were prescribed in 323 people (36.3%) with mild cognitive impairment or dementia.,Target condition for nonpharmacologic intervention prescription.
39307174,Yes,mild cognitive impairment,AD/ADRD,Nonpharmacologic interventions were prescribed in 323 people (36.3%) with mild cognitive impairment or dementia.,Early-stage condition linked to intervention prescription rates.
39307174,Yes,institutional characteristics of memory clinics,Healthcare,Multilevel logistic regression showed that 73% of the variance in prescription was attributed to institutional characteristics of the memory clinic.,Clinic-level factors influence dementia intervention access.
39307174,Yes,carer training/support,Healthcare,Cognitive activities and carer training/support were the most prescribed interventions.,Healthcare-delivered support impacts dementia care quality.
39276711,Yes,nurse-led staged integral art-based cognitive intervention,Healthcare,To evaluate the effects of a nurse-led staged integral art-based cognitive intervention in older adults on the Alzheimer's disease spectrum.,Nurse-led intervention is a healthcare service impacting ADRD.
39276711,Yes,Alzheimer's disease spectrum,AD/ADRD,older adults on the Alzheimer's disease spectrum,Target population for the healthcare intervention study.
39171655,No,behavioral variant frontotemporal dementia (bvFTD),ADRD,"Behavioral variant frontotemporal dementia (bvFTD) and primary psychiatric disorders (PPD), such as mood, psychotic, and autism spectrum disorders, share similar clinical characteristics of behavior and social cognition.","bvFTD is a subtype of frontotemporal dementia, a related dementia."
39171655,No,primary psychiatric disorders (PPD),ADRD,"Behavioral variant frontotemporal dementia (bvFTD) and primary psychiatric disorders (PPD), such as mood, psychotic, and autism spectrum disorders, share similar clinical characteristics of behavior and social cognition.",PPD includes conditions with overlapping features with dementia.
39171655,No,serum neurofilament light (sNfL),ADRD,"In a subsample, associations with baseline serum neurofilament light (sNfL) were examined.",sNfL is a biomarker linked to neurodegenerative progression.
38994689,Yes,healthcare access,Healthcare,Assessment of the assisted living physical environment and policies to facilitate meaningful activity,Environment and policies in healthcare settings
38994689,Yes,quality of healthcare,Healthcare,Education of staff about implementation of meaningful activity,Staff training impacts healthcare quality
38994689,Yes,Alzheimer's disease,ADRD,The purpose of this manuscript is to describe the protocol for an Alzheimer's Association-funded cluster randomized trial that focuses on engaging assisted living residents with dementia in meaningful activity,Study explicitly mentions Alzheimer's Association and dementia
38404021,Yes,physician understanding,Healthcare,Physicians need to pay more attention to eating problems and their neuropsychiatric background in the long-term support and management of DLB subjects.,Refers to healthcare providers' awareness of ADRD-related issues.
38404021,Yes,participant-physician kappa coefficient,Healthcare,"The participant-physician kappa coefficient for physician understanding of constipation, weight loss, dysphagia, weight gain, and increase in appetite was significantly lower than the corresponding participant-caregiver kappa coefficient (p-value of five symptoms < 0.01).",Measures healthcare providers' alignment with patient needs in ADRD management.
38404021,Yes,dementia with Lewy bodies (DLB),AD/ADRD,"Eating problems frequently occur in people with dementia with Lewy bodies (DLB), but few studies have investigated the clinical background of this phenomenon.",DLB is a subtype of ADRD linked to eating problems.
38404021,Yes,eating problems,AD/ADRD,"The presence of eating problems in participants with DLB was related to depression (p = 0.01, OR : 2.19, 95% CI: 1.23-3.91) and apathy (p = 0.01, OR 2.15, 95% CI: 1.20-3.87).",Symptom cluster in ADRD patients requiring healthcare attention.
39576984,Yes,income,Healthcare,"However, income, being a native English speaker, season of study participation, and occupational status were related to GPS features.",Income is a healthcare-related socioeconomic factor linked to mobility phenotypes.
39576984,Yes,occupational status,Healthcare,"However, income, being a native English speaker, season of study participation, and occupational status were related to GPS features.",Occupational status reflects healthcare access and socioeconomic context.
39576984,Yes,Alzheimer disease and related dementias (AD/ADRD),AD/ADRD,Current methods of monitoring cognition in older adults are insufficient to address the growing burden of Alzheimer disease and related dementias (AD/ADRD).,AD/ADRD is the primary health outcome studied in the context of aging.
39576972,No,Mild Cognitive Impairment (MCI),ADRD,This study assessed the predictive accuracy of ML models in identifying the onset of MCI and dementia using the Korean Longitudinal Study of Aging (KLoSA) dataset.,MCI is a precursor to dementia and central to ADRD research.
39576972,No,Dementia,ADRD,"For dementia onset prediction, the best model was XGBoost, achieving a median AUC of 0.8185 (IQR 0.8085-0.8285).",Dementia is the primary outcome in ADRD studies.
39571150,No,healthcare access,Healthcare,"Participants are randomized to MHB or the HEP, both delivered in telehealth groups over 8 weeks.",Telehealth delivery implies healthcare access methods.
39571150,No,healthcare quality,Healthcare,,Study evaluates feasibility of healthcare interventions (MHB vs HEP).
39571150,No,Alzheimer disease and Alzheimer disease-related dementias (AD/ADRD),AD/ADRD,Lifestyle behavior change and mindfulness have direct and synergistic effects on cognitive functioning and may prevent Alzheimer disease and Alzheimer disease-related dementias (AD/ADRD).,Directly references ADRD as the target condition.
39545364,Yes,healthcare access,Healthcare,the perception that patients seek care in community health centres for physical reasons and community doctors' failure to manage patients with recently identified cognitive impairment were associated with the structures of the ADKS among community doctors (P < 0.05).,Community doctors' failure to manage cognitive impairment affects healthcare access.
39545364,Yes,quality of healthcare,Healthcare,"There is heterogeneity in the level of AD knowledge among community doctors and their demographic characteristics, perceptions, and practices. Further efforts are needed to optimise the knowledge structure of dementia among community health care professionals.",Heterogeneity in dementia knowledge impacts healthcare quality.
39545364,Yes,Alzheimer's disease (AD),AD/ADRD,Community doctors were divided into four clusters according to their knowledge structure [...] the knowledge uncertainty group [...] and the general-focused group [...] associated with the knowledge structure of Alzheimer's disease (AD).,Study focuses on dementia knowledge related to Alzheimer's disease.
39497309,No,Alzheimer's disease (AD),AD/ADRD,"This study evaluates whether cognitive, social, and physical leisure activities performed over life-span predict current cognitive functioning in normal aging and Alzheimer's disease (AD) continuum.",Central focus of the study as the target condition.
39497309,No,amnestic-Mild Cognitive Impairment (a-MCI),AD/ADRD,"35 AD, 24 amnestic-Mild Cognitive Impairment (a-MCI) patients, 21 individuals with subjective cognitive complaint (SCD), and 25 controls underwent a questionnaire...",Intermediate stage in the ADRD continuum.
39497309,No,subjective cognitive complaint (SCD),AD/ADRD,"35 AD, 24 amnestic-Mild Cognitive Impairment (a-MCI) patients, 21 individuals with subjective cognitive complaint (SCD), and 25 controls underwent a questionnaire...",Early indicator of potential ADRD progression.
39497309,No,controls,AD/ADRD,"35 AD, 24 amnestic-Mild Cognitive Impairment (a-MCI) patients, 21 individuals with subjective cognitive complaint (SCD), and 25 controls underwent a questionnaire...",Healthy comparison group for ADRD stages.
39497306,No,asymptomatic Alzheimer's disease neuropathology,AD/ADRD,We studied 3107 individuals with Alzheimer's disease neuropathology (ADNP) confirmed at autopsy.,Describes the primary health condition studied.
39497306,No,Alzheimer's disease neuropathology,AD/ADRD,Asymptomatic ADNP was defined as the absence of a clinical diagnosis of mild cognitive impairment (MCI) or dementia before death (versus symptomatic: diagnosis of MCI/dementia).,Core outcome measure in the study.
39497305,No,,,,
39497303,Yes,hormone therapy (HT),Healthcare,"ever use of HT was associated with decreased odds of AD only for the BO group (OR = 0.43, 95% CI [0.23, 0.82]).",HT is a healthcare intervention linked to AD risk.
39497303,Yes,Alzheimer's disease (AD),AD/ADRD,"Women with early BO, particularly with an APOE4 allele, are at high risk of AD.",AD is the primary health outcome studied.
39440670,No,Alzheimer's disease,AD/ADRD,"Higher SCD was associated with greater cerebral amyloid accumulation, one of the earliest pathological AD changes.",Directly references Alzheimer's disease pathology.
39440670,No,amyloidosis,AD/ADRD,Higher SCD was associated with more amyloidosis (p-values <0.004).,Amyloidosis is a key biomarker in Alzheimer's disease.
39418921,Yes,CARES® Dementia 5-Step Method for Hospitals™ Online Training and Certification Program,Healthcare,"The main objective of the current study was to ascertain the efficacy of a newly developed online, video-based dementia training and certification program for hospital staff, the CARES® Dementia 5-Step Method for Hospitals™ Online Training and Certification Program.",Healthcare training program for dementia care.
39418921,Yes,dementia,AD/ADRD,"The main objective of the current study was to ascertain the efficacy of a newly developed online, video-based dementia training and certification program for hospital staff, the CARES® Dementia 5-Step Method for Hospitals™ Online Training and Certification Program.",Target condition of the healthcare intervention.
39406152,Yes,long-term care insurance,Healthcare,"To understand the home care quality of life and its influencing factors of older people with dementia who receive long-term care insurance, care issues and intrinsic care needs.",Healthcare policy affecting care access and quality.
39406152,Yes,dementia,AD/ADRD,We used descriptive statistical analyses to analyze existing care issues and care service needs.,Primary health condition studied in the context of care needs.
39392181,No,cognitive reserve,ADRD,Cognitive reserve was estimated using residual scores from Cognivue Clarity tests after accounting for brain atrophy and white matter hyperintensities (WMHs).,Cognitive reserve is a key concept in dementia research.
39392181,No,dementia onset,ADRD,These findings support integrating APOE ε4 genetic screening into personalized prevention strategies to enhance interventions aimed at preserving cognitive function and delaying dementia onset in at-risk populations.,Delaying dementia onset is a primary ADRD outcome.
39392181,No,personalized prevention strategies,ADRD,These findings support integrating APOE ε4 genetic screening into personalized prevention strategies to enhance interventions aimed at preserving cognitive function and delaying dementia onset in at-risk populations.,Strategies target ADRD risk mitigation.
39368845,No,,,,
39315862,No,Aβ positivity,ADRD,The prevalence of Aβ+ was lower in CU Koreans than in CU NHWs (adjusted odds ratio 0.60).,Aβ positivity is a biomarker for Alzheimer's disease.
39315862,No,Cognitive decline,ADRD,"Aβ+ Koreans showed a faster cognitive decline than Aβ+ NHWs in the CU (B = -0.314, p = .004) and MCI stages (B = -0.385, p < .001).",Cognitive decline is a core symptom of ADRD.
39315862,No,Mild cognitive impairment (MCI),ADRD,"Participants underwent Aβ positron emission tomography and were categorized into cognitively unimpaired (CU), mild cognitive impairment (MCI), and dementia stages.",MCI is a precursor to dementia in ADRD.
39315862,No,Dementia,ADRD,"Participants underwent Aβ positron emission tomography and were categorized into cognitively unimpaired (CU), mild cognitive impairment (MCI), and dementia stages.",Dementia is a defining outcome of ADRD.
39288899,Yes,ACP specialist program,Healthcare,Staff of intervention-assigned nursing home facilities who completed a minimum of 10 ACP conversations with residents during APPROACHES program implementation.,Program structure impacts healthcare delivery for Alzheimer's patients.
39288899,Yes,Alzheimer's patients,AD/ADRD,"Aligning Patient Preferences - a Role offering Alzheimer's patients, Caregivers, and Healthcare providers Education and Support (APPROACHES), an embedded pragmatic clinical trial to improve ACP.",Study focuses on healthcare interventions for Alzheimer's population.
39288899,Yes,Dementia considerations,AD/ADRD,"Participant responses suggested variability in experiences with the ACP specialist program and highlighted many aspects relevant to engaging in conversations with families and residents, particularly those living with dementia.",Dementia-specific challenges in healthcare communication.
39254221,No,dementia,AD/ADRD,Dementia-prevention strategies should be tailored according to educational level.,Dementia is a key outcome in ADRD research.
39166357,No,,,,
39143006,Yes,substantial financial resources,Healthcare,Proactive decision-making was facilitated by (1) prior experience witnessing the challenges of caring for a person with advanced dementia in the home; and (2) having substantial financial resources such that participants could seek major home adaptations or avoid 'lower quality' institutions.,Financial resources influence healthcare access and quality of care settings.
39143006,Yes,aging in place with dementia,AD/ADRD,Promoting options for aging in place (AIP) has broad appeal to policymakers and professionals providing services to persons living with dementia (PWD).,AIP is a care strategy for individuals with dementia.
39143006,Yes,persons living with dementia (PWD),AD/ADRD,We sought to describe factors influencing decision-making to age in place versus seek a higher level of residential care for PWD.,Directly refers to individuals with dementia.
39103236,No,,,,
38627924,No,Alzheimer's disease (AD),AD/ADRD,The Visual Short-Term Memory Binding (VSTMB) Test is a useful tool in the assessment of Alzheimer's disease (AD).,AD is the target condition for the VSTMB Test.
38459948,Yes,APOE genotype disclosure,Healthcare,"Disclosure was associated with decision making on future directives in E4 carriers (t = 3.59, P = .01) at 6 months compared to baseline, but not non-carriers.",Healthcare intervention affecting ADRD-related planning.
38459948,Yes,Future directives,AD/ADRD,"Disclosure was associated with decision making on future directives in E4 carriers (t = 3.59, P = .01) at 6 months compared to baseline, but not non-carriers.",ADRD-related outcome influenced by healthcare factors.
38124466,No,Alzheimer's disease (AD),ADRD,One of the most critical factors in Alzheimer's disease (AD) is communication between patients and caregivers.,Primary condition studied in the abstract.
39462394,Yes,"Cardiovascular Risk Factors, Aging, and Dementia (CAIDE) score",Healthcare,"Higher CAIDE score was associated with increased risk of progression to all-cause dementia in most MCI subgroups: adjusted hazard ratios (aHR) [95% CI] were 3.1 [1.43; 6.53] in the A- subgroup, 1.7 [1.20-2.27] in T + , 2.6 [1.06-6.59] in A-T-, and 1.6 [1.15-2.22] in the A + T + subgroup.","CAIDE score represents vascular risk factors, a healthcare factor linked to dementia progression."
39462394,Yes,Smoking,Healthcare,Smoking (yes/no) was associated with increased dementia aHR in the A + MCI subgroup: 1.6 [1.07-2.34].,Smoking is a modifiable healthcare factor associated with dementia risk.
39462394,Yes,Depression,Healthcare,Depression increased dementia aHR in the T + MCI subgroup: 1.5 [1.06-2.02].,"Depression, a healthcare-related condition, correlates with dementia progression."
39462394,Yes,Dementia progression,AD/ADRD,"Higher CAIDE score was associated with increased risk of progression to all-cause dementia in most MCI subgroups: adjusted hazard ratios (aHR) [95% CI] were 3.1 [1.43; 6.53] in the A- subgroup, 1.7 [1.20-2.27] in T + , 2.6 [1.06-6.59] in A-T-, and 1.6 [1.15-2.22] in the A + T + subgroup.",Dementia progression is a key outcome in Alzheimer's disease research.
39462394,Yes,Mild cognitive impairment (MCI),AD/ADRD,"The objective of the study was to examine the role of modifiable risk factors (vascular factors, depression, and smoking) in the progression to mild cognitive impairment (MCI) or dementia among 434 cognitively unimpaired (CU) and 611 individuals with MCI from the Alzheimer's Disease Neuroimaging Initiative (ADNI) database.",MCI is a precursor to dementia and relevant to ADRD progression.
39284109,No,,,,
39412840,Yes,health education intervention,Healthcare,"this study will use mixed methods to (1) develop an enhanced health education intervention, including an explanatory method for communicating information about dementia risk and personal health beliefs, and (2) conduct a pilot randomized controlled trial (n=20 per intervention arm) over 8 weeks to assess the feasibility of delivering the enhanced intervention versus basic health education alone.",Intervention delivery is a healthcare factor impacting dementia prevention.
39412840,Yes,dementia prevention,AD/ADRD,Study findings will reveal the feasibility of delivering an 8-week multidomain health education intervention for primary prevention of dementia in midlife and will provide preliminary evidence of mechanisms of change.,Primary prevention targets dementia risk reduction.
39407224,No,socioeconomic state,Healthcare,"Psychosocial states were measured by 22 items related to five dimensions, including psychiatric history, recent stressful life events, current psychiatric symptoms, social contact, and individual socioeconomic state.",Socioeconomic state is a healthcare-related factor.
39407224,No,dementia,AD/ADRD,"We identified 9,858 (1.98%) patients with newly diagnosed dementia.",Dementia is the outcome studied.
39392675,Yes,Health Education Program,Healthcare,Phase 3 (NIH stage 1B) is a feasibility randomized controlled trial of the intervention versus the Health Education Program control.,Healthcare program used as a control in the study.
39392675,Yes,Alzheimer disease and related dementias (ADRD),AD/ADRD,"Stress related to Alzheimer disease and related dementias (ADRD) is common, particularly among those who care for persons with challenging behaviors and personality or mood changes.",ADRD is the condition studied in the context of caregiver stress.
39511771,No,Alzheimer disease,AD/ADRD,We aimed to compare socioemotional self-perception in persons with mild and moderate AD to their caregivers' perspective.,Study focuses on Alzheimer disease as the primary condition.
39463255,Yes,heat-health action plans (HHAPs),Healthcare,The decrease was significantly stronger in the region where cantonal HHAPs were implemented.,HHAPs are healthcare policies aimed at reducing heat-related mortality.
39463255,Yes,Alzheimer's disease and dementia,AD/ADRD,"extreme heat [...] was associated with [...] disease-specific mortality from Alzheimer's disease and dementia (OR: 1.67, 95% CI: 1.48-1.88)",Study reports increased mortality risk from ADRD due to heat exposure.
39434195,No,suspected Pseudobulbar Affect (PBA),ADRD,"Prevalence of suspected PBA in AD was slightly less than half (44.4%) and at a similar rate in other dementias (e.g., 46.9% in CVD and 45.5% in LBD).",PBA is a symptom associated with neurodegenerative diseases including AD.
39434195,No,AD diagnosis,ADRD,"Patients with suspected PBA and AD diagnosis had better memory recall and recognition than those without suspected PBA, suggesting that impaired emotional regulation may be an early sign of AD in patients with less prominent memory decline.",AD diagnosis is the primary focus of the study's subject group.
39420515,No,,,,
39353910,No,Alzheimer's disease (AD),ADRD,"Fully adjusted multivariate model revealed a significant correlation between probable sarcopenia and elevated risk for ACD (HR = 1.54, 95% CI: 1.46-1.62, p < 0.001), AD (HR = 1.32, 95% CI: 1.21-1.43, p < 0.001), and VD (HR = 1.69, 95% CI: 1.52-1.89, p < 0.001).",AD is a specific type of dementia studied in the paper.
39353910,No,Vascular dementia (VD),ADRD,"Fully adjusted multivariate model revealed a significant correlation between probable sarcopenia and elevated risk for ACD (HR = 1.54, 95% CI: 1.46-1.62, p < 0.001), AD (HR = 1.32, 95% CI: 1.21-1.43, p < 0.001), and VD (HR = 1.69, 95% CI: 1.52-1.89, p < 0.001).",VD is a specific type of dementia studied in the paper.
