PMID,factor_relevance,entity,category,source_sentence,explanation
40346835,Yes,cognitive performances,AD/ADRD,Our results highlight that education factors have a greater effect on cognitive performances relative to language dominance in this unique cohort.,Cognitive performances are impacted by education factors.
40277074,No,,,,
40249614,No,,,,
40207435,No,,,,
40189848,No,,,,
40189829,No,education,Education_and_Literacy,"Age- and education-adjusted hazard ratios (HRs) for ADRD increased as neighborhood disadvantage increased, to 1.42 (95% confidence interval [CI] 1.06-1.91) in the most disadvantaged quintile compared to the least disadvantaged quintile, with a significant linear trend (p = 0.012).",Education is used as an adjustment variable for ADRD risk.
40189829,No,Alzheimer's disease and related dementias (ADRD),AD/ADRD,We investigated the association of neighborhood disadvantage with the incidence of Alzheimer's disease and related dementias (ADRD) in the longitudinal Black Women's Health Study (BWHS).,ADRD is the outcome variable being studied in the abstract.
40189829,No,Alzheimer's disease and related dementias (ADRD),AD/ADRD,"Age- and education-adjusted hazard ratios (HRs) for ADRD increased as neighborhood disadvantage increased, to 1.42 (95% confidence interval [CI] 1.06-1.91) in the most disadvantaged quintile compared to the least disadvantaged quintile, with a significant linear trend (p = 0.012).",ADRD is the outcome variable being studied in the abstract.
40189829,No,dementia,AD/ADRD,Cases of dementia were ascertained from Medicare claims files over 9 years of follow-up.,Dementia is the outcome variable being studied in the abstract.
40148225,Yes,low education,Education_and_Literacy,Lacking a care grade (access to social care) and low education were found to be risk factors for the occurrence of unmet needs in almost all areas.,Identifies low education as a risk factor for unmet needs.
40148225,Yes,dementia,ADRD,"People with dementia often have various unmet care needs across physical, psychological, environmental, and social domains.",Refers to the population studied (people with dementia).
40148225,Yes,dementia,ADRD,We analyzed the InDePendent trial's baseline data of N = 417 people with dementia.,Refers to the population studied (people with dementia).
40148225,Yes,dementia,ADRD,"People with dementia were on average 80.6 years old, mostly female (56%) and mildly to moderately cognitively impaired (85%).",Refers to the population studied (people with dementia).
40148225,Yes,dementia,ADRD,"Access to comprehensive care, for example, through a care grade, education and regular visits to the GP, is just as important for meeting needs in various areas as psychosocial measures aimed at reducing loneliness, living alone, and social exclusion.",Refers to the population studied (people with dementia).
40148225,Yes,dementia,ADRD,Both areas must be given equal consideration to improve the living and care situation of people with dementia sustainably.,Refers to the population studied (people with dementia).
40072379,Yes,government expenditure on education (% of GDP),Education_and_Literacy,Disability-adjusted life years of Alzheimer's disease and other dementias across 204 countries/territories and global age-sex distribution in 2021 were illustrated.,Education expenditure is a key indicator of educational investment.
40072379,Yes,Alzheimer's disease and other dementias,AD/ADRD,Disability-adjusted life years of Alzheimer's disease and other dementias across 204 countries/territories and global age-sex distribution in 2021 were illustrated.,Refers to the disease outcome being studied.
40072379,Yes,sociodemographic development,Education_and_Literacy,"Cross-country inequality analyses indicated that disability-adjusted life years of Alzheimer's disease and other dementias were skewed and higher in countries with higher sociodemographic development, and the inequality increased with time except for education expenditure-related inequality.",Sociodemographic development includes education levels.
40072379,Yes,Alzheimer's disease and other dementias,AD/ADRD,"Cross-country inequality analyses indicated that disability-adjusted life years of Alzheimer's disease and other dementias were skewed and higher in countries with higher sociodemographic development, and the inequality increased with time except for education expenditure-related inequality.",Refers to the disease outcome being studied.
40072379,Yes,education expenditure-related inequality,Education_and_Literacy,"Cross-country inequality analyses indicated that disability-adjusted life years of Alzheimer's disease and other dementias were skewed and higher in countries with higher sociodemographic development, and the inequality increased with time except for education expenditure-related inequality.",Inequality related to education spending impacts ADRD.
40072379,Yes,Alzheimer's disease and other dementias,AD/ADRD,Boosting expenditure on education may narrow this inequality.,Refers to the disease outcome being studied.
40072379,Yes,expenditure on education,Education_and_Literacy,Boosting expenditure on education may narrow this inequality.,Increased education spending may reduce ADRD inequality.
40025716,No,,,,
40019132,No,,,,
40007109,No,,,,
39916679,No,,,,
39889875,No,,,,
39824702,No,,,,
39709278,No,,,,
39571734,No,,,,
39558706,No,,,,
39494682,No,,,,
39390793,Yes,education level,Education_and_Literacy,"Race, education level, severity of the patient's AD, cognitive processing, resilience, and family functioning explained 25.8% of the variance in PTG (<i>F</i> [9, 95] = 5.025, <i>p</i> < 0.001).",Education level is a factor influencing caregiver's posttraumatic growth.
39390793,Yes,education level,Education_and_Literacy,"When controlling for race and education level, mild AD, intrusive rumination, and family satisfaction were significant predictors of PTG (<i>p</i> < 0.05).",Education level is controlled for in predicting caregiver's PTG.
39390793,Yes,Alzheimer's disease,AD/ADRD,"The present study examined the existence of posttraumatic growth (PTG) and its association with cognitive processing, resilience, and family functioning in family caregivers of patients with Alzheimer's disease (AD).",Alzheimer's disease is the condition studied in the caregivers.
39390793,Yes,Alzheimer's disease,AD/ADRD,"Family caregivers (<i>N</i> = 114) were surveyed using measures of cognitive processing, resilience, family functioning, and PTG.",Alzheimer's disease is the condition of the patients being cared for.
39390793,Yes,Alzheimer's disease,AD/ADRD,"Race, education level, severity of the patient's AD, cognitive processing, resilience, and family functioning explained 25.8% of the variance in PTG (<i>F</i> [9, 95] = 5.025, <i>p</i> < 0.001).",Severity of Alzheimer's disease is a factor studied.
39390793,Yes,Alzheimer's disease,AD/ADRD,"When controlling for race and education level, mild AD, intrusive rumination, and family satisfaction were significant predictors of PTG (<i>p</i> < 0.05).",Mild Alzheimer's disease is a factor studied.
39390793,Yes,Alzheimer's disease,AD/ADRD,These findings provide insight into factors that may influence the development of PTG in family caregivers of patients with AD.,Alzheimer's disease is the condition of the patients being cared for.
39367595,No,,,,
39244503,No,,,,
38273182,Yes,education level,Education_and_Literacy,"A likely disparity-generating mechanism may lie in endocytosis and abnormal tissue growing mechanisms, depending on inherited gene mutations and the structure of proxies as well as gene-environment interactions with other risk factors such as lifestyle, education level, and access to adequate medical services.",Education level is mentioned as a risk factor interacting with genes.
38273182,Yes,Alzheimer's disease,AD/ADRD,"In this manuscript, we leverage a modified GWAS algorithm adapted for use with multidimensional Cox models and data from the Health and Retirement Study to explore how genetic variation influences the size of the disparity in Alzheimer's disease (AD) incidence between older Black and White US adults.",Alzheimer's disease is the primary outcome studied in the abstract.
38273182,Yes,Alzheimer's disease,AD/ADRD,"We identified four loci that were associated with higher AD incidence levels in older Black adults: (1) rs11077034 (hazard ratio (HR), 4.98) from the RBFOX1 gene; (2) rs7144494 (HR, 1.68) from the HISLA gene; (3) rs7660552 (HR, 3.07) from the SLC25A4 gene; and (4) rs12599485 (HR, 3.181) from the NIP30 gene.",AD incidence levels are associated with genetic loci in Black adults.
38273182,Yes,Alzheimer's disease,AD/ADRD,"The RBFOX1, HISLA, SLC25A4, and NIP30 genes are known to be associated with AD (RBFOX1, NIP30) directly, and also influence the risk of AD risk-related morbidities such as hypertension (RBFOX1, SLC25A4), depression (SLC25A4), and certain cancers (HISLA, SLC25A4).",Genes are known to be associated with Alzheimer's disease directly.
40283750,Yes,education,Education_and_Literacy,Education significantly mediated the association between PCEs and memory intercept.,Education mediated the association between PCEs and memory intercept.
40283750,Yes,educational attainment,Education_and_Literacy,PCEs are positively related to episodic memory through the promotion of educational attainment.,"Educational attainment is promoted by PCEs, related to memory."
40283750,Yes,Alzheimer's Disease,AD/ADRD,Positive childhood experiences (PCEs) have unknown effects on late life cognition and Alzheimer's Disease biomarkers.,Mentions Alzheimer's Disease biomarkers.
40283750,Yes,episodic memory,AD/ADRD,We conducted mediation and multigroup models within the structural equation modeling framework allowing us to examine the direct association of PCEs with episodic memory level and change as well as the indirect effects of PCEs through education.,Episodic memory is a cognitive function related to ADRD.
39878947,Yes,dementia health literacy,Education_and_Literacy,This study examined the influence of caregivers' dementia health literacy on perceptions of medical care preferences and advance care planning (ACP) in people living with dementia.,Caregivers' dementia health literacy influences perceptions of medical care.
39878947,Yes,dementia knowledge scores,Education_and_Literacy,"As caregivers' dementia knowledge scores increased, they were 1.27 times more likely (p = .02) to endorse comfort care.",Dementia knowledge scores are associated with care preferences.
39878947,Yes,knowledge about severe dementia,Education_and_Literacy,"Caregivers with greater knowledge about severe dementia were less likely to need further treatment preference-related discussions (knowing a lot: odds ratio [OR] = 0.17, p < .001; knowing some things: OR = 0.37, p = .006).",Knowledge about severe dementia impacts treatment preference discussions.
39878947,Yes,dementia-specific education,Education_and_Literacy,"These findings highlight the role of dementia-specific education in ACP discussions among people living with dementia, caregivers, and healthcare clinicians.",Dementia-specific education plays a role in ACP discussions.
39878947,Yes,People living with dementia,AD/ADRD,People living with dementia experience progressive functional decline and increased dependence on caregivers.,Refers to the population affected by dementia.
39878947,Yes,dementia,AD/ADRD,This study examined the influence of caregivers' dementia health literacy on perceptions of medical care preferences and advance care planning (ACP) in people living with dementia.,Refers to the disease state being studied.
39878947,Yes,Alzheimer's Disease Centers,AD/ADRD,"This analysis used data from a cross-sectional survey, ""Care Planning for Individuals with Dementia,"" administered nationwide by Alzheimer's Disease Centers.",Institutions focused on Alzheimer's disease and related dementias.
39878947,Yes,people living with dementia,AD/ADRD,"As caregivers' dementia knowledge scores increased, they were 1.27 times more likely (p = .02) to endorse comfort care.",Refers to the population affected by dementia.
39878947,Yes,severe dementia,AD/ADRD,"Caregivers with greater knowledge about severe dementia were less likely to need further treatment preference-related discussions (knowing a lot: odds ratio [OR] = 0.17, p < .001; knowing some things: OR = 0.37, p = .006).",Refers to a specific stage or type of dementia.
39878947,Yes,people living with dementia,AD/ADRD,"These findings highlight the role of dementia-specific education in ACP discussions among people living with dementia, caregivers, and healthcare clinicians.",Refers to the population affected by dementia.
40108701,No,,,,
40074931,No,,,,
40065204,No,,,,
40045223,No,,,,
40042844,No,Alzheimer disease,ADRD,The association between PA and Alzheimer disease (AD) plasma biomarkers remains underexplored.,"Mentions Alzheimer disease, a type of ADRD."
40042844,No,cognitive impairment,ADRD,This cross-sectional study included participants with and without cognitive impairment recruited from multiple memory clinics in South Korea between May 2019 and May 2022.,"Refers to cognitive impairment, related to ADRD."
40042844,No,cognition,ADRD,"To investigate the associations among PA; plasma biomarkers, including β-amyloid 42/40 (Aβ42/40), phosphorylated-tau217 (ptau217), glial fibrillary acidic protein (GFAP), and neurofilament light chain (NfL); and cognition.",Cognition is a key aspect affected by ADRD.
40042844,No,MMSE,ADRD,Cognition was assessed using the Mini-Mental State Examination (MMSE) and Clinical Dementia Rating-Sum of Boxes (CDR-SB).,MMSE is a tool used to assess cognitive function in ADRD.
40042844,No,CDR-SB,ADRD,Cognition was assessed using the Mini-Mental State Examination (MMSE) and Clinical Dementia Rating-Sum of Boxes (CDR-SB).,CDR-SB is a tool used to assess cognitive function in ADRD.
40042844,No,cognitive decline,ADRD,These findings suggest that PA may help delay cognitive decline by modulating neurodegeneration and AD-specific tau pathologies.,Cognitive decline is a symptom of ADRD.
40042844,No,AD-specific tau pathologies,ADRD,These findings suggest that PA may help delay cognitive decline by modulating neurodegeneration and AD-specific tau pathologies.,Refers to pathologies specific to Alzheimer's disease (ADRD).
40042844,No,education years,Education_and_Literacy,"Higher PA quartiles were associated with higher MMSE scores (estimate [SE]: Q2, 0.93 [0.31]; P = .003; Q3, 0.82 [0.32]; P = .009; Q4, 0.94 [0.32]; P = .004) and lower CDR-SB scores (estimate [SE]: Q2, -0.33 [0.16]; P = .04; Q3, -0.37 [0.16]; P = .02; Q4, -0.55 [0.16]; P = .001) after adjusting for age, sex, education years, and β-amyloid uptake.",Education years is a measure of educational attainment.
40156267,Yes,education,Education_and_Literacy,"Inverse probability-weighted Cox proportional hazards models were used to evaluate effect modification by age, gender, race/ethnicity, education, marital status, income, and immigrant generation.",Education is listed as a potential effect modifier for ADRD.
40156267,Yes,ADRD,AD/ADRD,"Kaiser Permanente Northern California (KPNC) members (n = 705,061; n = 202,937 with sociodemographic surveys) who initiated statins from 2001 to 2010 were matched on age and low-density lipoprotein cholesterol (LDL-C) with non-initiators and followed through 2020 for incident ADRD.",ADRD is the outcome variable being studied in the context.
40123183,Yes,learning new skills,Education_and_Literacy,"Engagement in learning new skills can potentially foster cognitive and functional growth among low-income Latinos, a population at high risk for developing Alzheimer's disease and related dementias.",Learning skills potentially impacts cognitive growth related to ADRD.
40123183,Yes,Alzheimer's disease and related dementias,AD/ADRD,"Engagement in learning new skills can potentially foster cognitive and functional growth among low-income Latinos, a population at high risk for developing Alzheimer's disease and related dementias.",Identifies the specific disease group being studied.
40123183,Yes,learning barriers,Education_and_Literacy,"The present qualitative study identified learning barriers, learning engagement, and learning interests among low-income Latino older adults.",Barriers to learning impact educational opportunities.
40123183,Yes,learning opportunities,Education_and_Literacy,"Some of the identified barriers include lacking good health, finances, learning opportunities, technology, proficiency in English, transportation, and motivation.",Lack of opportunities is a barrier to education.
40123183,Yes,proficiency in English,Education_and_Literacy,"Some of the identified barriers include lacking good health, finances, learning opportunities, technology, proficiency in English, transportation, and motivation.",Language proficiency is related to literacy and education.
40110699,No,,,,
40110684,No,,,,
40096973,Yes,education levels,Education_and_Literacy,"Statistical analysis indicated significant differences in knowledge based on education levels (<i>p</i>≤0.05), with university-educated individuals demonstrating greater agreement across all ADKS subdomains.",Education level impacts knowledge about Alzheimer's disease.
40096973,Yes,university-educated individuals,Education_and_Literacy,"Statistical analysis indicated significant differences in knowledge based on education levels (<i>p</i>≤0.05), with university-educated individuals demonstrating greater agreement across all ADKS subdomains.",Higher education correlates with greater Alzheimer's knowledge.
40096973,Yes,Alzheimer's disease,AD/ADRD,"To investigate the knowledge of Alzheimer's disease (AD) among 228 Saudi adults with diabetes, aiming to assess cognitive awareness through a questionnaire.",The study focuses on Alzheimer's disease knowledge.
40096973,Yes,Alzheimer's disease knowledge scale,AD/ADRD,"Findings revealed a high acknowledgment of 3 subdomains of the Alzheimer's disease knowledge scale (ADKS) - risk factors, course, and diagnosis - with 75% agreement.",Measures knowledge related to Alzheimer's disease.
40096973,Yes,Alzheimer's disease,AD/ADRD,The research highlights the need for enhanced awareness of AD among Saudi diabetic individuals.,Highlights the need for awareness of Alzheimer's disease.
40086910,No,,,,
40044393,No,,,,
40042433,No,,,,
40026013,No,,,,
40015756,No,,,,
40015754,No,,,,
39961183,Yes,Low education,Education_and_Literacy,"Low education, depression, hypertension, and socioeconomic factors were commonly examined whereas hearing loss, high Low-Density Lipoprotein cholesterol, and air pollution were significantly underrepresented.",Directly mentions 'Low education' as a commonly examined risk factor.
39961183,Yes,dementia,AD/ADRD,Dementia is a progressive condition influenced by multiple modifiable risk factors.,Refers to the condition being studied in the context of risk factors.
39961183,Yes,cognitive impairment and dementia,AD/ADRD,"A comprehensive search was conducted across PubMed, Web of Science, and Science Direct (2014-2024) to explore the association of cognitive impairment and dementia with at least one of the risk factors.",Explicitly mentions the outcome variable being associated with risk factors.
39961183,Yes,dementia,AD/ADRD,"Research on the modifiable risk factors of dementia in India remains limited with contextual variations, socioeconomic disparities, and environmental reasons playing a crucial role.",Refers to the condition in the context of modifiable risk factors research.
39893793,Yes,education level,Education_and_Literacy,"Higher EL was associated with reduction in male, while a risk factor in female for Alzheimer Disease, Influenza and Pneumonia Mortality.",Education level is linked to Alzheimer Disease mortality risk.
39893793,Yes,Alzheimer Disease,AD/ADRD,"Higher EL was associated with reduction in male, while a risk factor in female for Alzheimer Disease, Influenza and Pneumonia Mortality.",Alzheimer Disease is a type of ADRD.
39888173,Yes,nursing students,Education_and_Literacy,Building the capacity of nursing students is essential for effectively improving quality of life for affected people.,Nursing students represent a specific educational group studied.
39888173,Yes,medical schools,Education_and_Literacy,"A cross-sectional study was conducted in four medical schools educating 3-year and 4-year diploma nursing students in northern, central and southern Vietnam, who were selected based on convenience.",Medical schools are institutions providing education.
39888173,Yes,diploma nursing students,Education_and_Literacy,"A cross-sectional study was conducted in four medical schools educating 3-year and 4-year diploma nursing students in northern, central and southern Vietnam, who were selected based on convenience.",Diploma nursing students are a specific educational group.
39888173,Yes,knowledge about dementia,Education_and_Literacy,A self-administered questionnaire consisted of 34 true-false questions evaluating students' knowledge about dementia (Alzheimer's Disease Knowledge Scale) and 20 items using a five-point Likert scale assessing their attitudes toward dementia (Dementia Attitudes Scale) was used.,Knowledge is a key component of education.
39888173,Yes,Alzheimer's Disease Knowledge Scale,Education_and_Literacy,A self-administered questionnaire consisted of 34 true-false questions evaluating students' knowledge about dementia (Alzheimer's Disease Knowledge Scale) and 20 items using a five-point Likert scale assessing their attitudes toward dementia (Dementia Attitudes Scale) was used.,"Scale used to measure knowledge, related to education."
39888173,Yes,4-year diploma program,Education_and_Literacy,"Engaging in a 4-year diploma program (β = 0.501), being female (β = 0.827), and achieving greater academic performance (β = 0.795) were positively associated with increased knowledge of dementia (P < 0.05).",Represents a specific level of educational attainment.
39888173,Yes,academic performance,Education_and_Literacy,"Engaging in a 4-year diploma program (β = 0.501), being female (β = 0.827), and achieving greater academic performance (β = 0.795) were positively associated with increased knowledge of dementia (P < 0.05).",Academic performance is a measure of educational success.
39888173,Yes,dementia,AD/ADRD,"Dementia is one of the most pressing health concerns among the ageing population, imposing significant health, financial and caregiving burdens on people with dementia (PWD), their families and caregivers.",General term for the disease group studied.
39888173,Yes,people with dementia (PWD),AD/ADRD,"Dementia is one of the most pressing health concerns among the ageing population, imposing significant health, financial and caregiving burdens on people with dementia (PWD), their families and caregivers.",Refers to individuals affected by dementia.
39888173,Yes,dementia,AD/ADRD,This study aimed to assess nursing students' knowledge and attitudes toward dementia and its associated factors.,The disease group being studied.
39888173,Yes,dementia,AD/ADRD,A self-administered questionnaire consisted of 34 true-false questions evaluating students' knowledge about dementia (Alzheimer's Disease Knowledge Scale) and 20 items using a five-point Likert scale assessing their attitudes toward dementia (Dementia Attitudes Scale) was used.,The disease group being studied.
39888173,Yes,dementia,AD/ADRD,Senior nursing students exhibited insufficient knowledge of dementia (mean score of 20.82 ± 2.96 out of 34) but demonstrated positive attitudes toward dementia care (mean score of 65.54 ± 8.25 out of 90).,The disease group being studied.
39888173,Yes,dementia,AD/ADRD,"Engaging in a 4-year diploma program (β = 0.501), being female (β = 0.827), and achieving greater academic performance (β = 0.795) were positively associated with increased knowledge of dementia (P < 0.05).",The disease group being studied.
39888173,Yes,dementia,AD/ADRD,Being female (β = 2.179) and possessing better knowledge of dementia (β = 2.740) also positively affected nursing students' attitudes toward dementia (P < 0.05).,The disease group being studied.
39888173,Yes,dementia knowledge,AD/ADRD,The study is the first to shed light on the gaps in dementia knowledge among senior nursing students in Vietnam.,Knowledge related to the disease group.
39888173,Yes,dementia knowledge,AD/ADRD,It also provides a comparison in dementia knowledge and attitudes between students enrolling in 3-year versus 4-year nursing diploma programs.,Knowledge related to the disease group.
39888173,Yes,dementia,AD/ADRD,"Educational strategies are needed to not only equip students with adequate knowledge and reinforced positive attitudes toward dementia, but to strengthen nursing graduates' knowledge and attititudes of dementia to better their capacity in ageing and dementia care.",The disease group being studied.
39888173,Yes,dementia,AD/ADRD,The findings highlighted the need to enhance training programs to meet the growing demand for dementia care.,The disease group being studied.
39888173,Yes,dementia care,AD/ADRD,Additional post-graduation training activities are also recommended to increase competencies of nurses in caring for PWD.,Care related to the disease group.
39746450,No,,,,
39679452,No,education,Education_and_Literacy,"Kaplan-Meier survival curves and Cox proportional hazards regressions modelled dementia incidence across NPS groups and MBI domains, adjusted for age, gender, education, race, APOE-ε4, and cognitive status.",Education is listed as a covariate in dementia risk model.
39679452,No,dementia,AD/ADRD,Mild behavioural impairment (MBI) is a syndrome that leverages later-life emergent and persistent NPS to identify a high-risk group for incident dementia.,Dementia is the outcome being studied in relation to MBI.
39679452,No,dementia,AD/ADRD,"Kaplan-Meier survival curves and Cox proportional hazards regressions modelled dementia incidence across NPS groups and MBI domains, adjusted for age, gender, education, race, APOE-ε4, and cognitive status.",Dementia incidence is the outcome being modelled.
39679452,No,dementia,AD/ADRD,"Compared with No-NPS, MBI participants had lower dementia-free survival (<i>P</i> < 0.0001) and 2.76-fold greater adjusted dementia incidence rate (95% CI: 2.27-3.35, <i>P</i> < 0.001); incidence rate in NPS-not-MBI did not differ from No-NPS (hazard ratio 0.97, 95% CI: 0.82-1.14, <i>P</i> = 0.687).",Dementia incidence rate is compared between MBI and No-NPS groups.
39679452,No,dementia,AD/ADRD,"Of those with MBI who progressed to dementia, 76.0% developed Alzheimer's disease.",Dementia is the progression outcome for MBI participants.
39679452,No,dementia,AD/ADRD,"Similarly, in the SCD subsample (<i>n</i> = 3485), persons with MBI had 1.99-fold greater dementia incidence versus No-NPS (95% CI: 1.46-2.71, <i>P</i> < 0.001) while NPS-not-MBI did not differ from No-NPS (hazard ratio 0.92, 95% CI: 0.70-1.19, <i>P</i> = 0.511).",Dementia incidence is compared between MBI and No-NPS in SCD subsample.
39667551,No,,,,
38839099,No,,,,
40053723,No,,,,
39965199,No,,,,
39910599,Yes,medical and nursing students,Education_and_Literacy,This study compared the knowledge and attitudes of medical and nursing students at a Nigerian university toward Alzheimer's Disease and Related Dementias (ADRD).,Students' knowledge and attitudes related to ADRD are assessed.
39910599,Yes,Alzheimer's Disease and Related Dementias (ADRD),AD/ADRD,This study compared the knowledge and attitudes of medical and nursing students at a Nigerian university toward Alzheimer's Disease and Related Dementias (ADRD).,The disease group being studied in relation to education.
39910599,Yes,dementia education,Education_and_Literacy,The study highlights gaps in dementia education among medical and nursing students in Ibadan.,Highlights the need for education related to ADRD.
39904782,No,mild Alzheimer's disease,ADRD,"Hypothalamic DBS was indicated in refractory headaches (n = 238, 57.8%), aggressive behavior (n = 100, 24.3%), mild Alzheimer's disease (n = 58, 14.1%), trigeminal neuralgia in multiple sclerosis (n = 5, 1.2%), Prader-Willi syndrome (n = 4, 0.97%), and atypical facial pain (n = 3, 0.73%).",Identifies a specific type of Alzheimer's disease.
39904782,No,Alzheimer's disease,ADRD,The highest was 68.5 ± 7.9 years in Alzheimer's disease patients.,Refers to the disease state being studied.
39904782,No,mild Alzheimer's disease,ADRD,The mean duration of the disease ranged from 2.2 ± 1.7 (mild Alzheimer's disease) to 19.8 ± 10.1 years (refractory headaches).,Specifies the disease and its severity.
39863327,No,,,,
39821948,Yes,education,Education_and_Literacy,"Pre-specified subgroups were defined by dementia risk factors (age, sex, education, apolipoprotein E [APOE] genotype, cognitive status, and cardiovascular risk factors).",Education is listed as a dementia risk factor subgroup.
39821948,Yes,dementia,AD/ADRD,The primary outcome was incident all-cause dementia.,Dementia is the primary outcome measured in the study.
39821948,Yes,dementia,AD/ADRD,"Four hundred eighty-six participants developed dementia during 37,782 person-years of follow-up.",Dementia incidence is reported as the study result.
39821948,Yes,dementia,AD/ADRD,"Multidomain intervention had no effect on incident dementia overall (hazard ratio = 0.98, 95% confidence interval 0.80-1.21), or in any pre-specified subgroup.",The effect of intervention on dementia is discussed.
39821948,Yes,dementia,AD/ADRD,We did not identify any subgroups of older adults in whom multidomain interventions significantly reduced incident dementia.,The study conclusion relates to dementia reduction.
39817562,No,,,,
39814524,No,,,,
39809343,No,,,,
39801125,No,,,,
39801084,No,,,,
39791378,Yes,education,Education_and_Literacy,"A composite CR score was generated by integrating education, occupational complexity, mental activity, and social support, using structural equation modeling.",Education is a key component of cognitive reserve score.
39791378,Yes,educational attainment,Education_and_Literacy,"Controlling for AD-related plasma biomarkers, higher educational attainment was associated with better performance in all four examined cognitive domains (p < 0.001) and with lower likelihoods of MCI, amnestic MCI (aMCI), and non-aMCI (p < 0.05);",Higher educational attainment linked to better cognitive performance and lower MCI likelihood.
39791378,Yes,Alzheimer's disease,AD/ADRD,"Controlling for AD-related plasma biomarkers, higher educational attainment was associated with better performance in all four examined cognitive domains (p < 0.001) and with lower likelihoods of MCI, amnestic MCI (aMCI), and non-aMCI (p < 0.05);",Alzheimer's disease biomarkers were controlled for in the analysis.
39791378,Yes,mild cognitive impairment,AD/ADRD,"Controlling for AD-related plasma biomarkers, higher educational attainment was associated with better performance in all four examined cognitive domains (p < 0.001) and with lower likelihoods of MCI, amnestic MCI (aMCI), and non-aMCI (p < 0.05);",Mild cognitive impairment likelihood is associated with educational attainment.
39791378,Yes,amnestic MCI,AD/ADRD,"Controlling for AD-related plasma biomarkers, higher educational attainment was associated with better performance in all four examined cognitive domains (p < 0.001) and with lower likelihoods of MCI, amnestic MCI (aMCI), and non-aMCI (p < 0.05);",Amnestic MCI likelihood is associated with educational attainment.
39791378,Yes,non-aMCI,AD/ADRD,"Controlling for AD-related plasma biomarkers, higher educational attainment was associated with better performance in all four examined cognitive domains (p < 0.001) and with lower likelihoods of MCI, amnestic MCI (aMCI), and non-aMCI (p < 0.05);",Non-amnestic MCI likelihood is associated with educational attainment.
39791248,Yes,online education,Education_and_Literacy,To investigate whether online education about dementia risk reduction may be a low-level means to increase knowledge and support self-management of modifiable dementia risk factors.,Investigating the impact of online education on dementia risk reduction.
39791248,Yes,e-learning course,Education_and_Literacy,"A pre-post study was conducted with Dutch community-dwelling individuals who registered for a free e-learning course called ""Keep your brain healthy"".",Describes the educational intervention used in the study.
39791248,Yes,knowledge on dementia risk reduction,Education_and_Literacy,"The survey covered user experience, knowledge on dementia risk reduction, motivation for, and engagement in, health behaviors.",Assesses the impact of education on dementia risk knowledge.
39791248,Yes,dementia risk reduction,AD/ADRD,To investigate whether online education about dementia risk reduction may be a low-level means to increase knowledge and support self-management of modifiable dementia risk factors.,Refers to the outcome related to Alzheimer's disease and related dementias.
39791248,Yes,dementia risk reduction,AD/ADRD,"Improvements over time were seen in knowledge of dementia risk reduction, Mediterranean diet adherence, social contact satisfaction, and motivation for physical activity.",Indicates the outcome related to Alzheimer's disease and related dementias.
39791248,Yes,dementia risk reduction,AD/ADRD,"This e-learning program was positively perceived, increased knowledge of dementia risk reduction, and promoted engagement in brain-healthy lifestyles.",Refers to the outcome related to Alzheimer's disease and related dementias.
39791216,Yes,education,Education_and_Literacy,"The study was conducted in the setting of the Mayo Clinic Study of Aging, including participants aged ≥ 50 years with information on demographics (i.e., age, sex, education), NPS (i.e., Neuropsychiatric Inventory Questionnaire; Beck Depression and Anxiety Inventories), at least one AD biomarker (i.e., plasma-, neuroimaging- and/or cerebrospinal fluid [CSF]-derived), and at least 2 repeated neuropsychological assessments.",Education is a demographic factor used in the study.
39791216,Yes,Alzheimer's disease,AD/ADRD,"The study was conducted in the setting of the Mayo Clinic Study of Aging, including participants aged ≥ 50 years with information on demographics (i.e., age, sex, education), NPS (i.e., Neuropsychiatric Inventory Questionnaire; Beck Depression and Anxiety Inventories), at least one AD biomarker (i.e., plasma-, neuroimaging- and/or cerebrospinal fluid [CSF]-derived), and at least 2 repeated neuropsychological assessments.",Alzheimer's disease is the specific ADRD mentioned in the study.
39791216,Yes,AD biomarker,AD/ADRD,"We trained and tested ML models using a stepwise feature addition approach to predict decline versus non-decline in global and domain-specific (i.e., memory, language, visuospatial, and attention/executive function) cognitive scores.",AD biomarker is related to Alzheimer's disease diagnosis/progression.
39713874,Yes,lower education,Education_and_Literacy,"Age, lower education, medical history of stroke, hypertension, and epilepsy influenced mild cognitive impairment (MCI) progression to dementia.",Lower education is linked to MCI progression to dementia.
39713874,Yes,lower education levels,Education_and_Literacy,"From a large community-based cohort study on the residents in Chongqing, we have identified that mild cognitive impairment (MCI) and dementia share several common risk factors, including age, female gender, rural living, lower education levels, and a medical history of stroke.",Lower education levels are a common risk factor for MCI/dementia.
39713874,Yes,education levels,Education_and_Literacy,"Several factors contribute to the progression of MCI into dementia including age, education levels, occupation, and a medical history of hypertension and epilepsy.",Education levels contribute to MCI progression into dementia.
39713874,Yes,mild cognitive impairment (MCI),AD/ADRD,"Age, lower education, medical history of stroke, hypertension, and epilepsy influenced mild cognitive impairment (MCI) progression to dementia.",MCI is a stage of cognitive decline related to ADRD.
39713874,Yes,dementia,AD/ADRD,"Age, lower education, medical history of stroke, hypertension, and epilepsy influenced mild cognitive impairment (MCI) progression to dementia.",Dementia is a type of ADRD.
