PMID,entity_name,factor_relevance,factor_class,source_sentence,explanation
37353780,alcohol consumption,Yes,['diet'],"Logistic regression showed that alcohol consumption (OR = 1.016, 95%CI 1.009-1.024, P < 0.001) is a risk factor for POD.",Alcohol consumption is related to dietary habits.
36788058,selective food intake,Yes,['diet'],and selective food intake and more outdoor exposures were associated with an increased risk of developing AD.,Selective food intake relates to dietary pattern and content.
36527582,nutrition,Yes,['diet'],"HC participants received personalized coaching from a health coach focusing on nutrition, physical activity, sleep, stress, social engagement, and cognitive activity.",Nutrition is related to dietary patterns and intake.
36904136,Mediterranean Diet,Yes,['diet'],The past decade saw a growing interest in the associations between the Mediterranean Diet (MD) and HD risk and outcomes.,Mediterranean Diet is a type of dietary pattern.
36904136,energy intake,Yes,['diet'],Statistically significant results were obtained for energy intake (kcal/day) (median (IQR): 4592 (3376) vs. 2488 (1917); p = 0.002) from cases and controls.,Energy intake is related to dietary habits and consumption.
36904136,MedDiet Score,Yes,['diet'],A significant difference between asymptomatic and symptomatic HD patients was seen in the MedDiet score (median (IQR): 31.1 (6.1) vs. 33.1 (8.1); p = 0.024),MedDiet Score measures adherence to Mediterranean Diet
37806302,vitamin D,Yes,['diet'],"Studies suggest a role of vitamin D in the progression and symptomatology of Alzheimer's disease (AD), with few in vitro studies pointing to effects on serotonergic and amyloidogenic turnover.",Vitamin D is a dietary nutrient.
37806302,vitamin D deficiency,Yes,['diet'],"Among AD patients, vitamin D deficiency was highly prevalent, defined as levels below 50 nmol/L.",Relates to nutritional status and dietary influence.
37806302,25-hydroxyvitamin D3,Yes,['diet'],"Regression analyses, adjusted for age, gender, and psychotropic medications, revealed that serum 25(OH)D3 and 5-HT levels were positively associated (p = 0.012).",Vitamin D3 is a dietary nutrient.
37742638,environmental factors,No,[],"We identified six themes, four of which corresponded with the existing models (observing and analysing nutritional problems; consequences of nutritional problems; functioning of the person with dementia; environmental factors).",Not directly related to food factor
37718799,lifestyle change,No,['Undefined'],"Support is needed for individuals who experience additional obstacles that obstruct commencing to a healthier lifestyle (e.g., negative self-image, engaging in multiple unhealthy behaviors, unrealistic perceptions about lifestyle change).",Lifestyle change is not a food-related factor.
37718799,lifestyle behaviors,Yes,['diet'],"Using a screening questionnaire, participants were purposively selected based on lifestyle behaviors that are associated with dementia risk.","Lifestyle behaviors include diet, relevant to ADRD."
37718799,unhealthy behaviors,Yes,['diet'],"Support is needed for individuals who experience additional obstacles that obstruct commencing to a healthier lifestyle (e.g., negative self-image, engaging in multiple unhealthy behaviors, unrealistic perceptions about lifestyle change).",Unhealthy behaviors relate to dietary patterns and lifestyle choices.
37694364,Dietary Sugar Intake,Yes,['diet'],Dietary Sugar Intake Associated with a Higher Risk of Dementia in Community-Dwelling Older Adults,High sugar intake linked to dementia risk
37694364,Total sugar intake,Yes,['diet'],Those in the highest quintile of total sugar intake were twice as likely to develop dementia than those in the lowest quintile,Total sugar intake is related to dietary pattern
37694364,Fructose,Yes,['diet'],the highest versus lowest quintile of fructose and sucrose in the diet had higher dementia risk,Fructose is a component of diet
37694364,Sucrose,Yes,['diet'],the highest versus lowest quintile of fructose and sucrose in the diet had higher dementia risk,Sucrose is a component of the diet
37486491,unhealthy diet,Yes,['diet'],"A great percentage of these cases can be attributed to some common modifiable risk factors such as hypertension, obesity, a lack of exercise, alcohol misuse, smoking, unhealthy diet, and a low level of education.",Describes a dietary pattern linked to ADRD risk.
37212096,oral nutritional supplementation,Yes,['diet'],"Twenty-three non-pharmacological intervention recommendations were categorized into six themes containing oral nutritional supplementation, assistance with eating and drinking, person-centered mealtime care, environmental modification, education or training, and multi-component intervention.",Related to dietary intake and nutritional support
37212096,assistance with eating and drinking,Yes,['access_to_healthy_and_nutritious_options'],"Twenty-three non-pharmacological intervention recommendations were categorized into six themes containing oral nutritional supplementation, assistance with eating and drinking, person-centered mealtime care, environmental modification, education or training, and multi-component intervention.",Assistance with eating relates to accessing nutritious food.
37212096,person-centered mealtime care,Yes,['access_to_healthy_and_nutritious_options'],"Twenty-three non-pharmacological intervention recommendations were categorized into six themes containing oral nutritional supplementation, assistance with eating and drinking, person-centered mealtime care, environmental modification, education or training, and multi-component intervention.",Improves mealtime experience and potentially nutritional intake.
37212096,food intake,Yes,['diet'],"These interventions corresponded to three direct targets including improving engagement, making up for loss ability, and increasing food intake directly.",Related to consumption pattern and nutritional intake.
37182868,alcohol consumption,Yes,['diet'],Individuals who reported no alcohol consumption had lower scores on the Preclinical Alzheimer Cognitive Composite (PACC) compared to those consuming one or two drinks/day.,Alcohol consumption is related to dietary patterns.
37182868,alcohol use disorders,No,[],Alcohol use disorders have been categorized as a 'strongly modifiable' risk factor for dementia.,"Entity is related to alcohol consumption, not food factor."
36224605,alcohol,Yes,['diet'],"Modifiable risk factors were derived from the 2020 Lancet Commission on dementia prevention (early/midlife: education, hypertension, obesity, alcohol, hearing impairment, head injuries).",Alcohol consumption is related to dietary habits.
35863541,diet,Yes,['diet'],"Suggestive to highly suggestive evidence was found for that of midlife to late-life blood pressure, homocysteine, cerebrovascular diseases, hearing impairment, respiratory illness, anemia, smoking, alcohol consumption, diet, sleep, physical activity and social engagement.",Entity 'diet' is related to food consumption pattern.
35947893,nutritional status,Yes,['diet'],"Poor nutritional status increased BPSD, especially verbal aggressiveness/emotional disinhibition, in those with MCI and early-stage AD during 2.5-year follow-up.",Nutritional status relates to dietary patterns and intake.
35947893,malnourished,Yes,['food_insecurity'],"The multivariate analysis showed that the malnourished subjects or those at risk of malnutrition (54.1%) were significantly associated with increased DBD scores (β = 0.255, P = 0.003) during follow-up.",Malnourished indicates inadequate access to necessary nutrients.
35697505,Healthy Eating Index,Yes,['diet'],and 0.85 (0.75-0.96) for the highest vs lowest tertiles of the Healthy Eating Index.,"Measures diet quality, a dietary pattern aspect."
35697505,diet quality,Yes,['diet'],"Five lifestyle factors-tobacco smoking, alcohol consumption, leisure-time physical activity (LTPA), sleep hours, and diet quality-were each scored 0 (unhealthy), 1 (intermediate), or 2 (healthy) based on the health guidelines.",Diet quality is related to the regular pattern of food consumed.
35026040,nutrition,Yes,['diet'],"The RRWG produced 11 consensus-based recommendations and implementation strategies across six topics: neurovascular risk management, physical activity, sleep, nutrition, social isolation, and cognitive stimulation.",Nutrition is related to dietary patterns and intake.
34447996,dietary changes,Yes,['diet'],"Self-management behaviors (dietary changes, physical activity, mental activities, dietary supplements) were assessed using the Risk Evaluation and Education for ALzheimer's disease health behavior measure.",Relates to changes in regular food consumption pattern.
34447996,dietary supplements,Yes,['diet'],"Self-management behaviors (dietary changes, physical activity, mental activities, dietary supplements) were assessed using the Risk Evaluation and Education for ALzheimer's disease health behavior measure.",Related to dietary changes and health behavior measure.
35418416,Mediterranean-DASH Diet Intervention for Neurodegenerative Delay-MIND diet score,Yes,['diet'],"A healthy lifestyle score was developed based on five modifiable lifestyle factors: a diet for brain health (Mediterranean-DASH Diet Intervention for Neurodegenerative Delay-MIND diet score in upper 40% of cohort distribution), late life cognitive activities (composite score in upper 40%), moderate or vigorous physical activity (≥150 min/week), no smoking, and light to moderate alcohol consumption (women 1-15 g/day; men 1-30 g/day).",Entity represents a dietary pattern for brain health.
35171516,alcohol consumption,No,['Undefined'],"Compared with non-drinkers, individuals who drank had a lower risk of AD (relative risk 0.68, 95% CI 0.53-0.87; I<sup>2</sup>  = 87.9%, P < 0.001).",Alcohol consumption is not a food factor.
35171516,wine,Yes,['diet'],"In subgroup analyses, drinking wine was found to reduce the occurrence of AD (relative risk 0.71, 95% CI 0.51-0.96).",Wine consumption is related to dietary pattern.
35171516,alcohol intake dose,No,['Undefined'],"There was an overall non-linear, but not significant, association between alcohol intake dose and AD risk.","Entity is related to alcohol, not food."
35276947,vegetarian diet,Yes,['diet'],"Vegetarians were associated with reduced risk of clinically overt dementia compared with nonvegetarians (hazard ratio = 0.671, confidence interval: 0.452−0.996, p < 0.05) after adjusting for gender, age, smoking, drinking, education level, marriage, regular exercise, and comorbidities with stepwise regression.",The entity 'vegetarian diet' is related to dietary pattern.
35276947,vegetarians,Yes,['diet'],"Vegetarians were associated with reduced risk of clinically overt dementia compared with nonvegetarians (hazard ratio = 0.671, confidence interval: 0.452−0.996, p < 0.05) after adjusting for gender, age, smoking, drinking, education level, marriage, regular exercise, and comorbidities with stepwise regression.",Describes dietary pattern associated with dementia risk.
35276947,nonvegetarians,Yes,['diet'],"Vegetarians were associated with reduced risk of clinically overt dementia compared with nonvegetarians (hazard ratio = 0.671, confidence interval: 0.452−0.996, p < 0.05) after adjusting for gender, age, smoking, drinking, education level, marriage, regular exercise, and comorbidities with stepwise regression.",Describes dietary pattern related to dementia risk.
35042501,tea-drinking habits,Yes,['diet'],"On the other hand, tea-drinking habits (OR = 0.64, 95%CI: 0.45-0.92), current smoking (OR = 0.46, 95%CI: 0.24-0.90) were independent negative related to high SCD-Q9 score.",Tea-drinking habits relate to dietary pattern and intake.
34547718,lifestyle behaviors,No,['Undefined'],Having more favorable lifestyle behaviors predicted less advanced brain age and less AD-like brain aging.,"Lifestyle behaviors is too broad, not specific to Food."
34547718,lifestyle,No,[],"Targeting early lifestyle modification may promote dementia risk reduction, especially among lower reserve individuals.",Lifestyle is too broad and not specific to Food factor
34560903,omega-3 supplementation,Yes,['diet'],We identified factors associated with participation and adherence in a 3-year RCT of multidomain lifestyle intervention and/or omega-3 supplementation for prevention of cognitive decline and explored reasons for (non-) participation.,omega-3 supplementation is related to dietary pattern
32970519,fruit and vegetable intake,Yes,['diet'],"Pearson's correlation revealed significant relationships between fruit and vegetable intake and education, gender, and physical activity.",Measures consumption pattern of fruits and vegetables.
32970519,colorful fruits and vegetables,Yes,['diet'],"those with higher education were more likely to consume colorful fruits and vegetables, potentially decreasing their risk of Alzheimer's disease.","Entity represents food consumed by individuals, related to diet."
34281550,sugar,Yes,['diet'],"Greater body fat, especially the trunk fat mass, and never eat sugar or foods/drinks containing sugar were adversely associated with longevity, while education attainment showed the opposite.",The entity 'sugar' is related to dietary intake.
34281550,foods/drinks containing sugar,Yes,['diet'],"Greater body fat, especially the trunk fat mass, and never eat sugar or foods/drinks containing sugar were adversely associated with longevity, while education attainment showed the opposite.",Entity relates to dietary pattern and sugar intake.
33585904,high-quality diet,Yes,['diet'],"Adherence to a healthy lifestyle-characterized by abstaining from smoking, being physically and cognitively active, having a high-quality diet, and limiting alcohol use-is associated with slower cognitive decline in older adults, but whether this relationship extends to persons with a genetic predisposition (e.g., carriers of the ε4 allele of the apolipoprotein E gene (APOE*E4)) remains uncertain.",Describes a dietary pattern associated with cognitive decline.
33585904,healthy lifestyle factors,No,['Undefined'],"In analyses stratified by APOE*E4 status, adherence to a healthy lifestyle (e.g., 4-5 factors vs. 0-1 factors) was associated with a slower rate of cognitive decline in both APOE*E4 carriers (β = 0.029, 95% CI: 0.013, 0.045) and noncarriers (β = 0.013, 95% CI: 0.005, 0.022).",Entity not related to Food factor
34103175,food security,Yes,['food_insecurity'],"Furthermore, lower food security in early and late life is associated with a higher risk of ADRD diagnosis.",Lower food security implies food insecurity condition.
34061824,dietary pattern,Yes,['diet'],"Healthy lifestyle profile was classified into 3 groups by a composite measure including smoking, alcohol consumption, dietary pattern, physical activity, and body weight.",Describes a pattern of food consumption.
33744328,brain-healthy behavior changes,No,['Undefined'],More than half (54%) also believed that they lacked the necessary knowledge to make brain-healthy behavior changes.,Not directly related to food factor
33227157,Dietary Approaches to Stop Hypertension DASH,Yes,['diet'],"This pilot study's purpose was to examine the feasibility and acceptability of a novel intervention, Mindfulness in Motion (MIM) and Dietary Approaches to Stop Hypertension DASH (MIM DASH), to improve diet, mindfulness, stress, and systolic blood pressure (BP) in older African Americans with mild cognitive impairment (MCI) and hypertension.",DASH is a dietary intervention to improve health.
33227157,DASH component,Yes,['diet'],"The DASH component used a critical thinking approach of problem solving, goal setting, reflection, and self-efficacy.",DASH is a dietary approach to stop hypertension.
33227157,DASH pamphlet,Yes,['access_to_healthy_and_nutritious_options'],The true control group received a DASH pamphlet at the end.,DASH pamphlet implies access to healthy dietary information.
33227157,diet,Yes,['diet'],"There were no changes in diet, mindfulness, or stress.",The entity 'diet' is related to food consumption pattern.
34951365,dietary prebiotic intake,Yes,['diet'],This study aimed to investigate the association between dietary prebiotic intake and risk for Alzheimer's disease (AD).,Relates to regular pattern of prebiotic consumption.
34951365,fructan,Yes,['diet'],Each additional gram of fructan intake was associated with 24% lower risk for AD ((95% CI)=0.60-0.97; P =0.03).,Fructan intake is related to dietary pattern.
34744081,dietary patterns,Yes,['diet'],"Six lifestyle factors including physical activity, cognitive activity, social engagements, dietary patterns, mindfulness, and cognitive reserve were combined to derive the RI (possible range of scores: 1-378).",Refers to regular pattern of food consumption.
34334393,MIND diet,Yes,['diet'],"A higher MIND diet score was associated with better global cognitive functioning proximate to death (β= 0.119, SE = 0.040, p = 0.003), and neither the strength nor the significance of association changed substantially when AD pathology and other brain pathologies were included in the model.",MIND diet is related to dietary pattern.
34151793,alcohol consumption,No,[],The present study showed significant associations between drinking frequency and CSF AD biomarkers in cognitively intact older adults.,Entity is not a food factor
34151793,drinking frequency,No,[],The present study showed significant associations between drinking frequency and CSF AD biomarkers in cognitively intact older adults.,Entity is not related to Food factor
33814442,Gut microbiota,No,['Undefined'],Gut microbiota can influence human brain function and behavior.,Gut microbiota is not a food factor
33814442,Bifidobacterium,Yes,['diet'],"Bifidobacterium, Sphingomonas, Lactobacillus, and Blautia were enriched, while Odoribacter, Anaerobacterium, and Papillibacter were reduced.",Related to gut microbiota influenced by diet.
33814442,Sphingomonas,No,['Undefined'],Correlation analysis showed that Sphingomonas correlated negatively with MMSE;,"Sphingomonas is a gut microbiota, not a food factor"
33814442,Anaerobacterium,No,['Undefined'],Anaerobacterium and Papillibacter correlated positively with MMSE and negatively with CDR.,"Entity is a gut microbiota, not a food factor."
32813409,dietary education programs,No,[],The objective of this review is to identify and map the evidence on the types of dietary education programs that have been implemented and evaluated in any setting for adults with neurological diseases.,"Entity is not a food factor, but a program."
32813409,dietary recommendations,Yes,['diet'],Dietary recommendations for most of these diseases follow national dietary guidelines.,Relates to regular pattern of food consumption.
32813409,healthy diet,Yes,['diet'],"Dietary education programs are recommended by the World Health Organization to promote adherence to a healthy diet, but it is not clear which dietary education programs have been conducted for adults with neurological diseases or the characteristics of such programs.",Promotes adherence to a healthy dietary pattern
33244011,diet,Yes,['diet'],"self-reported personal information such as age, education, income level, sleep, diet, physical exercise, etc. is called to play a key role not only in the early identification of MCI but also in the design of personalized interventions and the promotion of patients empowerment.",Entity 'diet' is related to the regular pattern of food consumption.
32690803,vitamin C,Yes,['diet'],"Nine with Level B weaker evidence (obesity in midlife, weight loss in late life, physical exercise, smoking, sleep, cerebrovascular disease, frailty, atrial fibrillation and vitamin C).",Vitamin C is related to dietary intake.
33067294,Mediterranean diet,Yes,['diet'],"All participants receive a dementia risk assessment (online questionnaire, physical examination and blood sample) and subsequently an online tailor-made lifestyle advice regarding protective (Mediterranean diet, low/moderate alcohol consumption and high cognitive activity) and risk factors (physical inactivity, smoking, loneliness, cardiovascular diseases (CVD), hypertension, high cholesterol, diabetes, obesity, renal dysfunction and depression) for dementia.",Mediterranean diet is a dietary pattern.
32574818,omega-3 supplementation,Yes,['diet'],The Multidomain Alzheimer Preventive Trial was designed to assess the effect of omega-3 supplementation and multidomain intervention on cognitive decline of subjects with subjective memory complaint.,Omega-3 supplementation is related to dietary intake.
32530831,oral intake,Yes,['diet'],Oral intake is an important interventional target for addressing these nutritional consequences.,Relates to the consumption of food and drink.
32530831,oral supplementation,Yes,['diet'],"Collectively, we found moderate evidence to suggest the efficacy of oral supplementation,",Oral supplementation is related to dietary intake.
32530831,mealtime interventions,No,[],This review aimed to determine the efficacy of mealtime interventions to improve oral intake and nutritional outcomes in persons with dementia.,Not directly related to food factor
32969833,diet,Yes,['diet'],"The arms included (1) BBL-GP, a web-based intervention augmented with an in-person diet and physical activity consultation;",Entity 'diet' is related to dietary pattern and content.
32902651,alcohol consumption,No,['Undefined'],To examine the risk of future dementia associated with overall alcohol consumption and alcohol-induced loss of consciousness in a population of current drinkers.,Alcohol consumption is not a food factor.
32902651,alcohol-induced loss of consciousness,No,[],"The association between loss of consciousness and dementia was observed in men (HR, 2.86; 95% CI, 1.77-4.63) and women (HR, 2.09; 95% CI, 1.34-3.25) during the first 10 years of follow-up (HR, 2.72; 95% CI, 1.78-4.15)",Not related to Food factor
32554763,Mediterranean-DASH Diet Intervention for Neurodegenerative Delay diet,Yes,['diet'],"Using data from the Chicago Health and Aging Project (CHAP; n = 1,845) and the Rush Memory and Aging Project (MAP; n = 920), we defined a healthy lifestyle score on the basis of nonsmoking, ≥150 min/wk moderate/vigorous-intensity physical activity, light to moderate alcohol consumption, high-quality Mediterranean-DASH Diet Intervention for Neurodegenerative Delay diet (upper 40%), and engagement in late-life cognitive activities (upper 40%), giving an overall score ranging from 0 to 5.",Entity represents a specific dietary pattern.
32324741,Mediterranean-style diet,Yes,['diet'],"In secondary outcomes, higher MIND diet scores associated with slower decline in executive function.",Mediterranean-style diet is related to dietary pattern.
32324741,MIND diet scores,Yes,['diet'],"In secondary outcomes, higher MIND diet scores associated with slower decline in executive function.",MIND diet scores relate to dietary pattern and cognitive decline.
31996451,Dietary flavonols,Yes,['diet'],"In Cox proportional hazards models, dietary intakes of flavonols were inversely associated with incident Alzheimer dementia in models adjusted for age, sex, education, <i>APOE</i> ɛ4, and participation in cognitive and physical activities.",Entity relates to dietary intake and Alzheimer's disease risk.
31996451,Total flavonol,Yes,['diet'],"Hazard ratios (HRs) for the fifth vs first quintiles of intake were as follows: for total flavonol, 0.52 (95% confidence interval [CI], 0.33-0.84);",Total flavonol intake is related to dietary pattern.
31996451,Kaempferol,Yes,['diet'],"Hazard ratios (HRs) for the fifth vs first quintiles of intake were as follows: for kaempferol, 0.49 (95% CI, 0.31-0.77);",Kaempferol is a dietary flavonol associated with reduced Alzheimer dementia risk.
31996451,Myricetin,Yes,['diet'],"Hazard ratios (HRs) for the fifth vs first quintiles of intake were as follows: for myricetin, 0.62 (95% CI, 0.4-0.97);",Myricetin intake is related to dietary pattern.
31996451,Isorhamnetin,Yes,['diet'],"Hazard ratios (HRs) for the fifth vs first quintiles of intake were as follows: and for isorhamnetin, 0.62 (95% CI, 0.39-0.98).",Isorhamnetin intake is associated with reduced Alzheimer dementia risk.
31996451,Quercetin,Yes,['diet'],"Quercetin was not associated with Alzheimer dementia (HR, 0.69; 95% CI, 0.43-1.09).",Quercetin is a dietary flavonol associated with Alzheimer dementia.
32273551,Vitamin D,Yes,['diet'],"In a previous analysis on medication records of 776 AD patients, we had shown that use of Vitamin D was associated with delayed time to psychosis in AD patients and Vitamin D was used more by AD-P than AD + P patients.",Vitamin D is a dietary supplement related to AD.
32230811,alcohol consumption,Yes,['diet'],Epidemiological studies have reported a reduction in the prevalence of Alzheimer's disease in individuals who drink low amounts of alcohol;,Alcohol consumption is related to dietary patterns.
32230811,alcohol,No,['Undefined'],Alcohol consumption exists extensively and it acts as one of the environmental factors that promotes these neurodegenerative diseases.,Alcohol is not a food factor.
32230811,ethanol,Yes,['diet'],low or moderate concentrations of ethanol protect against β-amyloid (Aβ) toxicity in hippocampal neurons;,ethanol is a dietary component
32257964,diet,Yes,['diet'],"On the other hand, gut microbiome is highly sensitive to negative external lifestyle aspects, such as diet, sleep deprivation, circadian rhythm disturbance, chronic noise, and sedentary behavior, which are also considered as important risk factors for the development of sporadic Alzheimer's disease.",Entity 'diet' is related to food consumption pattern.
32257964,gut microbiome,No,[],"Moreover, significant quantitative and qualitative changes of gut microbiome have been reported in patients with Alzheimer's disease.","Not a food factor, related to microbiome"
31786126,alcohol consumption,Yes,['diet'],"MR found robust evidence of a causal association between alcohol consumption and an earlier AAOS, but not alcohol intake and LOAD risk.",Alcohol consumption is related to dietary habits and intake.
31786126,alcohol dependence,Yes,['diet'],Alcohol dependence was associated with a delayed AAOS.,Alcohol dependence is related to alcohol consumption pattern
31941117,wine consumption,Yes,['diet'],"With this review, we aimed to critically summarize the main relevant studies to clarify the relationship between wine drinking and AD, as well as how frequency and/or amount of drinking may influence the effects.",Wine consumption is related to dietary pattern.
31941117,wine drinking,Yes,['diet'],"With this review, we aimed to critically summarize the main relevant studies to clarify the relationship between wine drinking and AD, as well as how frequency and/or amount of drinking may influence the effects.",Refers to consumption pattern of alcohol
31941117,alcohol drinking,Yes,['diet'],"Overall, based on the interpretation of various studies, no definitive results highlight if light to moderate alcohol drinking is detrimental to cognition and dementia, or if alcohol intake could reduce risk of developing AD.",Alcohol consumption is part of an individual's diet pattern.
33009542,DASH diet,Yes,['diet'],"Diet quality was assessed via adherence to the DASH diet, and physical activity was assessed in minutes.",DASH diet is a measure of diet quality.
33009542,diet quality,Yes,['diet'],"Comparing persons aged 58-64 years with High vs Lower IM, High IM persons had less improvement in diet quality F(1,48)=4.538; p=0.038).",Diet quality is related to the regular pattern of food consumed.
32623398,luteoline,No,[],"Here, we aim to investigate the effects of palmitoylethanolamide (PEA) combined with luteoline (PEA-LUT), an endocannabinoid with anti-inflammatory and neuroprotective effects, on behavior, cognition, and cortical activity in a sample of FTD patients.","Luteoline is a supplement, not a food factor."
32623398,palmitoylethanolamide,No,[],"Here, we aim to investigate the effects of palmitoylethanolamide (PEA) combined with luteoline (PEA-LUT), an endocannabinoid with anti-inflammatory and neuroprotective effects, on behavior, cognition, and cortical activity in a sample of FTD patients.","Not a food factor, a pharmacological treatment"
32039843,alcohol consumption,Yes,['diet'],We determined whether late-life alcohol consumption was associated with Alzheimer's disease pathology among older adults.,Alcohol consumption is related to dietary patterns.
31804354,heavy drinking,Yes,['diet'],"It showed that older age, illiterate compared with high level of education (adjusted odds ratio, AOR = 3.32, 95% CI: 1.53-7.21), heavy drinking (AOR = 1.51 (1.00-2.24), having a medical history of diabetes (AOR = 1.41, 95% CI: 1.02-2.33), and stroke (AOR = 1.21, 95% CI: 1.01-1.23) were associated with dementia in NHs, and middle socioeconomic status might be a protective factor for dementia (AOR = 0.33, 95% CI: 0.21-0.51).",Heavy drinking is related to dietary pattern.
31804354,heavy drinking,No,[],"More population-based strategies in NHs, including conducting cognitive screening accompanied with routine physical examination among elderly population, carrying out related primary prevention policies and public health services, and paying attention to some modifiable associated risk factors such as heavy smoking and drinking are needed.","Entity is related to alcohol consumption, not a food factor."
31422081,D-glutamate,Yes,['diet'],"ADAS-cog behavior scores were negatively correlated with D-glutamate (r = -0.177, p = 0.034) and L-glutamate (r = -0.250, p = 0.003), but positively correlated with D-alanine (r = 0.236, p = 0.005) and D-/Total- alanine ratio (r = 0.252, p = 0.002).",D-glutamate is related to dietary intake and cognitive decline.
31422081,D-serine,No,['Undefined'],"ADAS-cog total scores were positively correlated with d-serine (r = 0.186, p = 0.026) and D-/Total- serine ratio (r = 0.191, p = 0.022).","D-serine is not a food factor, it's an amino acid."
31422081,D-alanine,No,['Undefined'],"ADAS-cog behavior scores were negatively correlated with D-glutamate (r = -0.177, p = 0.034) and L-glutamate (r = -0.250, p = 0.003), but positively correlated with D-alanine (r = 0.236, p = 0.005) and D-/Total- alanine ratio (r = 0.252, p = 0.002).","D-alanine is not a food factor, it's an amino acid."
30316533,nutritional state,Yes,['diet'],"Nutritional state and BMI served as the two major outcome measures, and factors for analysis included diagnosis, dementia severity and clinical data.",Relates to the nutritional status and dietary aspects.
30316533,Mini-Nutritional Assessment,No,[],"Clinical data (comorbidities, Mini-Mental State Examination [MMSE] scores, neuropsychiatric inventory [NPI] scores, eating behavior questionnaire), nutritional state (Mini-Nutritional Assessment [MNA] or MNA short form [MNA-SF]) and body mass index (BMI) were recorded.","Assessment tool, not a food factor"
30316533,body mass index,No,[],"Nutritional state and BMI served as the two major outcome measures, and factors for analysis included diagnosis, dementia severity and clinical data.","Not a food factor, related to health metric"
30316533,eating behavior questionnaire,Yes,['diet'],"Clinical data (comorbidities, Mini-Mental State Examination [MMSE] scores, neuropsychiatric inventory [NPI] scores, eating behavior questionnaire), nutritional state (Mini-Nutritional Assessment [MNA] or MNA short form [MNA-SF]) and body mass index (BMI) were recorded.","Assesses eating behavior, related to dietary pattern."
31545384,nutritional intervention,Yes,['diet'],"Clinical research concerning the role and impact of nutritional intervention in early-stage ADRD, specifically on cognition and key symptoms such as behavior, is less straightforward.",Relates to dietary pattern or nutritional intake.
31545384,nutritional interventions,Yes,['diet'],"Thus, an integrative review was conducted to examine the literature pertaining to nutritional interventions for persons with ADRD and to make recommendations for priority areas for future research and practice.",Relates to dietary patterns and nutritional intake.
31545384,nutritional supplementation,Yes,['diet'],"Despite the small amount of evidence, the six studies identified in the current review suggest a broad benefit may be conferred through educational approaches and nutritional supplementation.",Nutritional supplementation affects dietary intake and health outcomes.
31483196,nutritional,Yes,['diet'],"Each participant undergoes an extensive assessment including several demographic, medical, social, environmental, clinical, nutritional, neuropsychological determinants and lifestyle activities.",Relates to dietary patterns and nutritional assessment.
31483196,lifestyle,No,[],"The ALBION study offers an opportunity to explore preclinical dementia and identify new and tailored markers, particularly relating to lifestyle.",Lifestyle is not a food-related factor.
31461580,eating behavior,Yes,['diet'],"Frontotemporal dementia (FTD) is associated with complex changes in eating behavior and metabolism, which potentially affect disease pathogenesis and survival.",Eating behavior relates to dietary patterns and food intake.
31461580,abnormal eating behavior,Yes,['diet'],Changes in body composition correlated to abnormal eating behavior and behavioral change (P < 0.01) and functional decline (P < 0.01).,Abnormal eating behavior relates to dietary patterns.
31326523,MIND foods,Yes,['diet'],"Test feasibility, treatment modifier, mechanism, and cognitive function effects of a multicomponent intervention consisting of foods high in polyphenols (i.e., MIND foods) to target neurobiological health, and speed of processing training to enhance cognitive reserve.",MIND foods are related to dietary intervention.
31326523,MIND food,Yes,['diet'],"All participants receive a study-issued iPad to access the custom study application that enables participants, depending on randomization, to select either control or MIND food, and to play online cognitive games, either speed of processing or control games.",MIND food is related to dietary intervention.
31434232,nutritional status,Yes,['diet'],"Among patients with MCI or early-stage AD, those at risk of/with malnutrition showed higher DBD scores than those well-nourished (12.7 ± 9.0 vs. 9.5 ± 7.3; <i>p</i> < 0.001).",Nutritional status relates to dietary patterns and intake.
31434232,malnutrition,Yes,['food_insecurity'],"Our results suggest that malnutrition is common among older adults with mild cognitive decline, and possibility that nutritional problems are associated with individual BPSD.",Malnutrition indicates limited access to adequate nutrition.
31434232,Mini Nutritional Assessment Short-Form,No,[],"Nutritional status and BPSD were assessed using the Mini Nutritional Assessment Short-Form (MNA-SF) and the Dementia Behavior Disturbance Scale (DBD), respectively.","Tool for assessing nutritional status, not a food factor."
31083522,dietary quality,Yes,['diet'],"We showed that in SCD subjects, dietary quality was related to clinically relevant outcomes.",Relates to regular pattern of food consumption.
31083522,Dutch Healthy Diet Food Frequency Questionnaire,Yes,['diet'],"The Dutch Healthy Diet Food Frequency Questionnaire (DHD-FFQ) was used to assess adherence to Dutch guidelines on vegetable, fruit, fibers, fish, saturated fat, trans fatty acids, salt and alcohol intake (item score 0-10, higher score indicating better adherence).",Assesses adherence to dietary guidelines and intake.
31083522,low-Fat-low-Salt,Yes,['diet'],"Individuals with lower adherence on ""low-Fat-low-Salt"" had more depressive symptoms (β -0.18 (-2.27--0.16)).",Describes a dietary pattern related to health outcomes.
31083522,high-Veggy,Yes,['diet'],"Higher adherence to ""high-Veggy"" was associated with higher MMSE scores (β 0.30 (0.21-0.64)).",High-Veggy diet pattern is related to cognitive score.
28361578,Eating well,Yes,['diet'],"Data analysis revealed six themes: Staying active, Eating well, Living with cognitive changes, Living rural, Connecting with neighbors and community, and Relying on children.",Eating well implies a healthy dietary pattern.
