PMID,factor_relevance,entity,category,source_sentence,explanation
38754136,Yes,SVI Q4,Neighborhood,"Medicare fee-for-service beneficiaries residing in SVI Q4 (i.e., the most vulnerable areas) reported significantly higher total Medicare costs and were least likely to be treated in hospitals that provided telehealth post-discharge services or have ACO affiliation.",Specific level of social vulnerability linked to ADRD.
38754136,Yes,ADRD,AD/ADRD,"Meanwhile, the proportion of the population with ADRD was the highest in SVI Q4 compared with other SVI levels.",Alzheimer's disease and related dementias.
38754136,Yes,SVI Q4,Neighborhood,"The GLM regression results showed that hospital telehealth post-discharge infrastructure, patient ACO affiliation, SVI Q4, and ADRD were significantly associated with higher Medicare payments.",Most vulnerable areas associated with higher Medicare payments.
38754136,Yes,ADRD,AD/ADRD,"The GLM regression results showed that hospital telehealth post-discharge infrastructure, patient ACO affiliation, SVI Q4, and ADRD were significantly associated with higher Medicare payments.",Alzheimer's disease and related dementias.
38443298,No,,,,
38311959,No,,,,
39083787,No,Alzheimer disease,ADRD,"Developing adverse lifestyle behaviors increases the risk of a variety of chronic age-related diseases, including cardiovascular disease, obesity, and Alzheimer disease.",Identifies Alzheimer disease as a chronic age-related disease.
39024352,No,,,,
39013656,No,,,,
38981112,No,,,,
38971870,No,,,,
38968479,No,,,,
38961406,No,,,,
39177169,No,,,,
38976268,No,,,,
38855890,No,,,,
38837661,No,,,,
38797480,No,,,,
38781628,No,,,,
38772526,No,,,,
38710339,No,,,,
38663452,No,,,,
38648023,No,,,,
38642387,No,,,,
38592608,No,,,,
38553838,No,,,,
38360583,No,,,,
38355788,No,,,,
38336168,No,,,,
37941389,No,,,,
37876144,No,,,,
35077270,Yes,rural,Neighborhood,Rural and urban older adults (<i>N</i> = 295) from the Epidemiology and Development of Alzheimer's Disease (EDAD) study in Costa Rica were assessed.,Rural location is a neighborhood characteristic studied.
35077270,Yes,urban,Neighborhood,Rural and urban older adults (<i>N</i> = 295) from the Epidemiology and Development of Alzheimer's Disease (EDAD) study in Costa Rica were assessed.,Urban location is a neighborhood characteristic studied.
35077270,Yes,Spatial Reasoning,ADRD,The rural sample showed a disadvantage in the Spatial Reasoning and Cognitive Flexibility abilities.,Spatial Reasoning is a cognitive ability related to ADRD.
35077270,Yes,Cognitive Flexibility,ADRD,The rural sample showed a disadvantage in the Spatial Reasoning and Cognitive Flexibility abilities.,Cognitive Flexibility is a cognitive ability related to ADRD.
38922667,No,,,,
38810211,No,,,,
38776513,No,,,,
38902797,No,,,,
38872204,No,,,,
38728564,No,,,,
38708587,No,,,,
38690777,No,,,,
38629297,No,,,,
38623965,No,,,,
38558544,No,,,,
38330399,No,,,,
38328972,No,,,,
38271742,No,,,,
38263745,No,,,,
38134428,No,,,,
38127408,Yes,rural,Neighborhood,"Consequently, the disproportionately high risk and prevalence of Alzheimer's disease and related dementias (ADRD) among rural and minoritized older residents will likely increase.",Rural setting associated with higher ADRD risk.
38127408,Yes,rural,Neighborhood,"An adaptation of Schoenberg's Faith Moves Mountains model, previously successful in detection and management of other chronic illnesses in rural settings, guided this community-based participatory research.",Rural settings are the focus of the study.
38127408,Yes,rural,Neighborhood,"Local faith community members were trained as research assistants to recruit, administer surveys, conduct brief memory assessments, teach brain health strategies, and follow-up with residents.",Rural community context for intervention.
38127408,Yes,rural,Neighborhood,"Outreaches were offered virtually during the pandemic, then in-person monthly at rotating church sites, and repeated ∼1 year later.",Rural community outreach setting.
38127408,Yes,rural,Neighborhood,"This rural sample was racially and ethnically diverse (74.5% non-White), with 28% reporting eight or less years of formal education.",Rural population characteristics studied.
38127408,Yes,years lived rural,Neighborhood,"Findings included that referrals and years lived rural were significant and positive predictors of new ADRD treatments [(<i>b</i> = 3.74, <i>χ</i><sup>2</sup>(1, <i>n</i> = 235) = 13.01, <i>p</i> < 0.001); (<i>b</i> = 0.02, <i>χ</i><sup>2</sup>(1, <i>n</i> = 235 = 3.93, <i>p</i> = 0.048)], respectively, regardless of participant characteristics.",Duration in rural area predicts ADRD treatment.
38127408,Yes,Alzheimer's disease and related dementias (ADRD),ADRD,"Consequently, the disproportionately high risk and prevalence of Alzheimer's disease and related dementias (ADRD) among rural and minoritized older residents will likely increase.",The disease outcome being studied.
38127408,Yes,ADRD,ADRD,"To address this threat, we tested the hypotheses that (1) a faith-based, resident-led approach would increase basic ADRD knowledge and diagnosis, and (2) older age, female gender, lower educational levels, and more years lived rural would predict number of referrals, new dementia diagnoses, and treatment.",The disease outcome being studied.
38127408,Yes,ADRD treatments,ADRD,"Findings included that referrals and years lived rural were significant and positive predictors of new ADRD treatments [(<i>b</i> = 3.74, <i>χ</i><sup>2</sup>(1, <i>n</i> = 235) = 13.01, <i>p</i> < 0.001); (<i>b</i> = 0.02, <i>χ</i><sup>2</sup>(1, <i>n</i> = 235 = 3.93, <i>p</i> = 0.048)], respectively, regardless of participant characteristics.",The disease outcome being studied.
38044212,No,,,,
37973486,No,,,,
37594689,No,,,,
36756758,No,,,,
38825836,No,,,,
38787369,No,,,,
38334197,No,,,,
38812709,No,,,,
37867324,No,,,,
38741111,No,,,,
38722219,No,,,,
38719786,Yes,living location/postcode lottery,Neighborhood,"Other barriers included workforce training and knowledge, financial costs, culture and language, lack of single-point-of-contact person, age, and living location/postcode lottery.",Living location impacts access to care and resources.
38719786,Yes,geographical location,Neighborhood,"There was general consensus among people living dementia and care providers of unawareness as a key barrier in different European countries, with varied priorities in Ireland depending on geographical location.",Geographical location influences dementia care priorities.
38636196,No,,,,
38599469,No,,,,
38598986,No,,,,
38597292,No,,,,
38597160,No,,,,
38038280,No,,,,
37991327,No,,,,
37930366,Yes,living alone,Neighborhood,"Compared to living with others, living alone was associated with worsened physical activity, diet, and subjective memory/thinking, adjusted for sex and age.",Living situation is a neighborhood-related social context factor.
37930366,Yes,dementia,ADRD,"These results suggest that the COVID-19 pandemic exacerbated several risk factors for dementia in older adults, particularly in those living alone.",Dementia is the outcome variable being studied.
37128648,No,,,,
38685011,No,,,,
38654300,No,,,,
38570794,No,,,,
38755756,No,,,,
38751023,No,,,,
38629481,No,,,,
38618991,No,,,,
38561684,No,,,,
38515359,No,,,,
38400524,Yes,Neighborhood disadvantage,Neighborhood,Individuals in socioeconomically disadvantaged neighborhoods exhibit increased risk for impaired cognitive function.,Describes a neighborhood characteristic linked to cognitive function.
38400524,Yes,Area Deprivation Index (ADI),Neighborhood,"The relationships between neighborhood disadvantage measured by Area Deprivation Index (ADI) percentiles categorized into tertiles, cognition evaluated by the last Mini-Mental State Examination (MMSE) scores before death, and 10 dementia-associated proteinopathies and cerebrovascular disease were assessed using regression analyses.",Specific index measuring neighborhood disadvantage.
38400524,Yes,impaired cognitive function,ADRD,Individuals in socioeconomically disadvantaged neighborhoods exhibit increased risk for impaired cognitive function.,"Refers to cognitive decline, a key aspect of ADRD."
38400524,Yes,MMSE score,ADRD,Higher ADI was significantly associated with lower MMSE score.,Cognitive assessment score used to measure ADRD progression.
38400524,Yes,dementia-associated neuropathologic change,ADRD,ADI was not associated with an increase in dementia-associated neuropathologic change.,Refers to the biological changes associated with dementia.
38243756,No,,,,
38145955,No,,,,
38031663,No,,,,
37995949,No,,,,
37982671,No,,,,
37743611,No,,,,
37571992,No,,,,
36774647,No,,,,
38515012,No,,,,
38511785,No,,,,
38377704,No,,,,
38157526,Yes,socioeconomic status,Neighborhood,"However, the impact of AD on spoken discourse and the associated neuroanatomical correlates have mainly been studied in populations with higher levels of education, although preliminary evidence seems to indicate that socioeconomic status (SES) and level of education have an impact on spoken discourse.",SES is a BSSR factor related to economic stability.
38157526,Yes,socioeconomic status,Neighborhood,"Nine women with AD and 10 matched (age, SES, and education) women without brain injury (WWBI) underwent a neuropsychological assessment, which included two spoken discourse tasks, and structural magnetic resonance imaging.",SES is a BSSR factor related to economic stability.
38157526,Yes,education,Neighborhood,"However, the impact of AD on spoken discourse and the associated neuroanatomical correlates have mainly been studied in populations with higher levels of education, although preliminary evidence seems to indicate that socioeconomic status (SES) and level of education have an impact on spoken discourse.",Education level is a BSSR factor related to education/literacy.
38157526,Yes,education,Neighborhood,"Nine women with AD and 10 matched (age, SES, and education) women without brain injury (WWBI) underwent a neuropsychological assessment, which included two spoken discourse tasks, and structural magnetic resonance imaging.",Education level is a BSSR factor related to education/literacy.
38157526,Yes,socioeconomic status,Neighborhood,This research provides evidence on the importance of pursuing further studies including people with various SES and education levels.,SES is a BSSR factor related to economic stability.
38157526,Yes,education,Neighborhood,This research provides evidence on the importance of pursuing further studies including people with various SES and education levels.,Education level is a BSSR factor related to education/literacy.
38157526,Yes,socioeconomic status,Neighborhood,"Spoken discourse has been shown to be affected in Alzheimer disease, but most studies have been conducted on individuals with middle-to-high SES and high educational levels.",SES is a BSSR factor related to economic stability.
38157526,Yes,education,Neighborhood,"Spoken discourse has been shown to be affected in Alzheimer disease, but most studies have been conducted on individuals with middle-to-high SES and high educational levels.",Education level is a BSSR factor related to education/literacy.
38157526,Yes,socioeconomic status,Neighborhood,"The study reports on microstructural measures of spoken discourse in groups of women in the early stage of AD and healthy women, with low-to-middle SES and lower levels of education.",SES is a BSSR factor related to economic stability.
38157526,Yes,education,Neighborhood,"The study reports on microstructural measures of spoken discourse in groups of women in the early stage of AD and healthy women, with low-to-middle SES and lower levels of education.",Education level is a BSSR factor related to education/literacy.
38157526,Yes,socioeconomic status,Neighborhood,This study highlights the importance of taking into consideration the SES and education level in spoken discourse analysis and in investigating the neural correlates of AD.,SES is a BSSR factor related to economic stability.
38157526,Yes,education,Neighborhood,This study highlights the importance of taking into consideration the SES and education level in spoken discourse analysis and in investigating the neural correlates of AD.,Education level is a BSSR factor related to education/literacy.
38157526,Yes,Alzheimer's disease,ADRD,Early impairments in spoken discourse abilities have been identified in Alzheimer's disease (AD).,This is the disease being studied.
38157526,Yes,Alzheimer's disease,ADRD,"However, the impact of AD on spoken discourse and the associated neuroanatomical correlates have mainly been studied in populations with higher levels of education, although preliminary evidence seems to indicate that socioeconomic status (SES) and level of education have an impact on spoken discourse.",This is the disease being studied.
38157526,Yes,Alzheimer's disease,ADRD,"Nine women with AD and 10 matched (age, SES, and education) women without brain injury (WWBI) underwent a neuropsychological assessment, which included two spoken discourse tasks, and structural magnetic resonance imaging.",This is the disease being studied.
38157526,Yes,Alzheimer's disease,ADRD,"The AD group produced a lower diversity of verbal time moods and fewer words and sentences than WWBI but a greater diversity of pronouns, prepositions, and lexical richness.",This is the disease being studied.
38157526,Yes,Alzheimer's disease,ADRD,"At the neural level, the AD group presented a lower GM density bilaterally in the hippocampus, the inferior temporal gyrus, and the anterior cingulate gyrus.",This is the disease being studied.
38157526,Yes,Alzheimer's disease,ADRD,"Number of words and sentences produced were associated with GM density in the left parahippocampal gyrus, whereas the diversity of verbal moods was associated with the basal ganglia and the anterior cingulate gyrus bilaterally.",This is the disease being studied.
38157526,Yes,Alzheimer's disease,ADRD,This research provides evidence on the importance of pursuing further studies including people with various SES and education levels.,This is the disease being studied.
38157526,Yes,Alzheimer disease,ADRD,"Spoken discourse has been shown to be affected in Alzheimer disease, but most studies have been conducted on individuals with middle-to-high SES and high educational levels.",This is the disease being studied.
38157526,Yes,Alzheimer's disease,ADRD,"The study reports on microstructural measures of spoken discourse in groups of women in the early stage of AD and healthy women, with low-to-middle SES and lower levels of education.",This is the disease being studied.
38157526,Yes,Alzheimer's disease,ADRD,This study highlights the importance of taking into consideration the SES and education level in spoken discourse analysis and in investigating the neural correlates of AD.,This is the disease being studied.
38497928,No,,,,
38491809,No,,,,
38450912,No,,,,
38315471,No,,,,
38301285,No,,,,
38145312,No,,,,
38112907,No,dementia worry,ADRD,The body of knowledge regarding dementia worry - people's sense of threat about developing dementia - is still limited.,Describes a psychological state related to dementia risk.
38112907,No,dementia,ADRD,"Additional studies are essential to better understand levels of dementia worry and its correlates, especially in cross-cultural contexts.",Refers to the general condition of dementia.
38112907,No,dementia worry,ADRD,"Therefore, the aim of the current study was to evaluate the psychometric properties of the Hebrew version of the Modified Dementia Worry Scale (the H-MDWS).",Focuses on the psychological aspect of dementia risk.
38112907,No,Alzheimer's disease,ADRD,"In addition to the H-MDWS, participants were asked to report their fear of Alzheimer's disease (using a dichotomous single item), stigma, health anxiety, and demographic characteristics.",Specific type of dementia mentioned in the study.
38112907,No,Alzheimer's disease,ADRD,"In addition, we found significant correlations between fear of developing Alzheimer's disease, stigma, and health anxiety, on the one hand, and the H-MDWS on the other.",Specific type of dementia mentioned in the study.
38112907,No,dementia worry,ADRD,"The validation of the tool not only allows expanding the body of knowledge related to dementia worry, but will also allow professionals and caregivers to identify people who are at risk of reporting dementia worry and develop interventions accordingly.",Psychological state related to dementia risk.
38095938,No,,,,
38053483,No,,,,
38032370,No,,,,
38029367,No,,,,
37973488,No,,,,
37962543,No,,,,
37878413,No,,,,
37839080,No,,,,
37335551,No,,,,
37288778,No,,,,
37173809,No,,,,
38487186,Yes,socioeconomic deprivation,Neighborhood,"Therefore, this study aimed to describe healthcare use according to socioeconomic deprivation among ADRD subjects and the possible potentiating role of deprivation by age.",Deprivation index measured at municipality level reflects neighborhood context.
38487186,Yes,French deprivation index (Fdep),Neighborhood,"Deprivation was assessed through French deprivation index (Fdep), measured at the municipality level, and categorized into quintiles.",Index measured at municipality level reflects neighborhood socioeconomic status.
38487186,Yes,municipality level,Neighborhood,"Deprivation was assessed through French deprivation index (Fdep), measured at the municipality level, and categorized into quintiles.",Geographic location where deprivation is measured.
38487186,Yes,ADRD subjects,ADRD,"Therefore, this study aimed to describe healthcare use according to socioeconomic deprivation among ADRD subjects and the possible potentiating role of deprivation by age.",Refers to the population affected by Alzheimer's Disease and Related Diseases.
38487186,Yes,ADRD identification,ADRD,We described a large extent of their healthcare use during the year following their ADRD identification.,Refers to the diagnosis or identification of ADRD.
37984520,No,,,,
38383339,Yes,nursing home residents,Neighborhood,Maximizing quality of life (QoL) is a major goal of care for people with dementia in nursing homes (NHs).,Nursing homes represent a specific residential environment/neighborhood.
38383339,Yes,dementia,ADRD,Maximizing quality of life (QoL) is a major goal of care for people with dementia in nursing homes (NHs).,Dementia is a type of Alzheimer's disease and related dementias.
38383339,Yes,urban/rural location,Neighborhood,"We will stratify facilities by urban/rural location, for-profit/not-for-profit ownership, and size (above/below median number of beds among urban versus rural facilities in each province).",Urban/rural location is a geographic neighborhood characteristic.
38383339,Yes,dementia,ADRD,"This large-scale, robust, quantitative study will address a major knowledge gap by assessing QoL and multiple intersecting social determinants of QoL among NH residents with dementia.",Dementia is a type of Alzheimer's disease and related dementias.
38373905,No,,,,
38757415,No,,,,
38752838,No,,,,
38087143,No,,,,
38078431,No,,,,
38070229,No,,,,
38049965,No,,,,
38008852,No,,,,
38008386,No,,,,
37965965,No,,,,
37870702,No,,,,
37792627,Yes,societal factors,Neighborhood,"However, the extent to which societal factors can reduce the harmful impact of APOE-ε4 and enhance the beneficial impact of APOE-ε2 on brain health has not yet been examined systematically.",Societal factors are related to the social-environmental neighborhood context.
37792627,Yes,social determinants of health (SDH),Neighborhood,"To fill this gap, we conducted a systematic review searching for studies in MEDLINE, Embase, PsycINFO, and Scopus until June 2023, that included: (a) 1 of 5 social determinants of health (SDH) identified by Healthy People 2030, (b) APOE-ε2 or APOE-ε4 allele carriers, (c) cognitive or brain-biomarker outcomes, and (d) studies with an analysis of how APOE-ε2 and/ or APOE-ε4 carriers differ on outcomes when exposed to SDH.",SDH encompass neighborhood and community context factors.
37792627,Yes,finishing high school,Neighborhood,"A similar pattern of results emerged in each of the 5 Healthy People 2030 SDH categories, where finishing high school, having resources to satisfy basic needs, less air pollution, less negative external stimuli that can generate stress (eg, negative age stereotypes), and exposure to multiple favorable SDH were associated with better cognitive and brain health among APOE-ε4 and APOE-ε2 carriers.",Education level is linked to neighborhood socioeconomic characteristics.
37792627,Yes,having resources to satisfy basic needs,Neighborhood,"A similar pattern of results emerged in each of the 5 Healthy People 2030 SDH categories, where finishing high school, having resources to satisfy basic needs, less air pollution, less negative external stimuli that can generate stress (eg, negative age stereotypes), and exposure to multiple favorable SDH were associated with better cognitive and brain health among APOE-ε4 and APOE-ε2 carriers.",Resources relate to economic stability within the neighborhood.
37792627,Yes,less air pollution,Neighborhood,"A similar pattern of results emerged in each of the 5 Healthy People 2030 SDH categories, where finishing high school, having resources to satisfy basic needs, less air pollution, less negative external stimuli that can generate stress (eg, negative age stereotypes), and exposure to multiple favorable SDH were associated with better cognitive and brain health among APOE-ε4 and APOE-ε2 carriers.",Air pollution is a physical environmental neighborhood factor.
37792627,Yes,less negative external stimuli that can generate stress,Neighborhood,"A similar pattern of results emerged in each of the 5 Healthy People 2030 SDH categories, where finishing high school, having resources to satisfy basic needs, less air pollution, less negative external stimuli that can generate stress (eg, negative age stereotypes), and exposure to multiple favorable SDH were associated with better cognitive and brain health among APOE-ε4 and APOE-ε2 carriers.",Stressors are part of the social-environmental neighborhood context.
37792627,Yes,cognitive outcomes,ADRD,Societal factors can reduce the harmful impact of APOE-ε4 and enhance the beneficial impact of APOE-ε2 on cognitive outcomes.,Cognitive outcomes are related to Alzheimer's disease and related dementias.
37792627,Yes,dementia,ADRD,This suggests that plans to reduce dementia should include community-level policies promoting favorable SDH.,Dementia is a type of Alzheimer's disease and related dementias.
37656632,No,,,,
37526237,No,,,,
37381712,No,,,,
36576695,No,,,,
38291418,No,,,,
38334629,No,,,,
38263387,No,,,,
38165329,No,,,,
38226518,No,,,,
38206663,No,,,,
37705286,No,,,,
39781626,No,,,,
39592896,No,,,,
39559883,No,,,,
39559870,No,,,,
39365322,No,,,,
39350389,No,,,,
39302374,No,,,,
39269851,No,,,,
39240640,No,,,,
39213061,No,,,,
39213058,No,,,,
39150831,No,,,,
39121122,Yes,county-level sociodemographics,Neighborhood,To assess whether the geographic variation of ADRD in Central Appalachia is explained by county-level sociodemographics or access to care.,County-level factors influence ADRD prevalence geographically.
39121122,Yes,access to care,Neighborhood,To assess whether the geographic variation of ADRD in Central Appalachia is explained by county-level sociodemographics or access to care.,Access to care is a neighborhood-level factor.
39121122,Yes,county-level,Neighborhood,"Models were then adjusted for county-level: 1) FFS demographics (age, gender, and Medicaid eligibility), comorbidities; 2) population sociodemographics (race/ethnicity, education, aging population distribution, and renter-occupied housing); and 3) diagnostic access (PCP visits, neurology visits, and imaging scans).",County-level factors are used to adjust ADRD prevalence.
39121122,Yes,renter-occupied housing,Neighborhood,"Models were then adjusted for county-level: 1) FFS demographics (age, gender, and Medicaid eligibility), comorbidities; 2) population sociodemographics (race/ethnicity, education, aging population distribution, and renter-occupied housing); and 3) diagnostic access (PCP visits, neurology visits, and imaging scans).",Housing characteristics are neighborhood-level factors.
39121122,Yes,Alzheimer's disease and related dementias (ADRD),ADRD,Alzheimer's disease and related dementias (ADRD) prevalence varies geographically in the United States.,The primary outcome of interest in the study.
39121122,Yes,ADRD prevalence,ADRD,"Centers for Medicare and Medicaid Services Public Use Files from 2015- 2018 were used to estimate county-level ADRD prevalence among all fee-for-service (FFS) beneficiaries with≥1 inpatient, skilled nursing facility, home health agency, hospital outpatient or Carrier claim with a valid ADRD ICD-9/10 code over three-years in Central Appalachia (Kentucky, North Carolina, Ohio, Tennessee, Virginia, and West Virginia).",The specific measure of ADRD studied.
39121122,Yes,ADRD,ADRD,"Centers for Medicare and Medicaid Services Public Use Files from 2015- 2018 were used to estimate county-level ADRD prevalence among all fee-for-service (FFS) beneficiaries with≥1 inpatient, skilled nursing facility, home health agency, hospital outpatient or Carrier claim with a valid ADRD ICD-9/10 code over three-years in Central Appalachia (Kentucky, North Carolina, Ohio, Tennessee, Virginia, and West Virginia).",The disease outcome being investigated.
39121122,Yes,ADRD prevalence,ADRD,"Across the 591 counties in the Central Appalachian region, the average prevalence of ADRD from 2015- 2018 was 11.8%.",The overall prevalence of ADRD in the region.
39093072,No,,,,
39044522,No,,,,
39044521,No,,,,
39044520,No,,,,
39031372,No,,,,
39031363,No,,,,
39031355,No,,,,
38995792,Yes,rural residence,Neighborhood,"Female sex, depression, having no spouse, increased lifetime alcohol consumption, low income, rural residence, and low family support were associated with increased odds of cognitive impairment.",Rural residence is a geographic location factor.
38995792,Yes,cognitive impairment,ADRD,"Female sex, depression, having no spouse, increased lifetime alcohol consumption, low income, rural residence, and low family support were associated with increased odds of cognitive impairment.",Cognitive impairment is a type of ADRD.
38995788,Yes,social determinants of health,Neighborhood,"In the model examining SDOH, AHRs were 1.46 (95% CI, 1.43-1.49) for Black Veterans and 1.34 (95% CI, 1.29-1.40) for Hispanic Veterans.",SDOH is a BSSR factor related to neighborhood context.
38995788,Yes,dementia,ADRD,"During follow up (mean 11.1 years), 13% of Veterans developed dementia.",Dementia is the outcome variable related to ADRD.
38995788,Yes,dementia risk,ADRD,SDOH and CVD and risk factors accounted for the greatest amount of variance in racial/ethnic disparities in dementia risk.,Dementia risk is the outcome variable related to ADRD.
38995786,No,,,,
38909419,No,,,,
38768581,No,,,,
38759017,No,,,,
38759007,No,,,,
38759006,No,,,,
38759004,No,,,,
38759001,No,,,,
38706295,No,,,,
38706281,No,,,,
38706280,No,,,,
38706272,No,,,,
38669533,No,,,,
38669530,No,,,,
38669528,No,,,,
38661827,No,,,,
38607756,No,,,,
38583419,No,,,,
38517787,No,,,,
38489173,No,,,,
38427481,No,,,,
38393909,No,,,,
38374734,No,,,,
38346414,No,,,,
38306035,No,,,,
38277289,No,,,,
38250773,No,,,,
38170460,No,,,,
38160351,No,,,,
38147792,No,,,,
38143352,No,,,,
38142687,No,,,,
38064912,No,,,,
38010725,No,,,,
37916306,No,,,,
37902027,No,,,,
37732415,No,,,,
37552541,No,,,,
37229702,No,,,,
36842068,No,,,,
36786288,No,,,,
36062842,No,,,,
38129775,No,,,,
38114278,No,,,,
38111051,No,,,,
37942822,No,,,,
38111602,No,,,,
38087383,No,,,,
38055651,No,,,,
38269563,No,,,,
38042163,No,,,,
38041514,No,,,,
38038609,No,,,,
37984835,Yes,socioenvironmental factors,Neighborhood,Accounting for socioenvironmental factors reduces ethnic/race group differences in clinical and experimental pain.,Factors related to social and physical environment.
37984835,Yes,socioenvironmental factors,Neighborhood,The purpose of the study was to determine if socioenvironmental factors reduce or account for previously observed ethnic/race group differences and explore if a combined effect of socioenvironmental risk and chronic pain severity on temporal lobe cortices is evident.,Factors related to social and physical environment.
37984835,Yes,socioenvironmental factors,Neighborhood,"Measures included demographics, health history, pain questionnaires, cognitive screening, body mass index, individual- and community-level socioenvironmental factors (education, income, household size, marital and insurance status, and area deprivation index), and brain imaging.",Factors related to social and physical environment.
37984835,Yes,socioenvironmental risk index,Neighborhood,We computed a summative socioenvironmental risk index.,Index combining multiple socioenvironmental factors.
37984835,Yes,socioenvironmental factors,Neighborhood,"Regression analyses showed that with the inclusion of socioenvironmental factors, the model was significant (p < .001), and sociodemographic (ethnic/race) group differences were not significant (p = .118).",Factors related to social and physical environment.
37984835,Yes,socioenvironmental risk,Neighborhood,"Additionally, findings revealed an additive stress load pattern indicating thinner temporal lobe cortices with greater socioenvironmental risk and chronic pain severity (p = .048).",Risk associated with social and physical environment.
37984835,Yes,socioenvironmental risk factors,Neighborhood,"Further, combined socioenvironmental risk factors and higher chronic pain severity were associated with thinner bilateral temporal lobes.",Risk associated with social and physical environment.
37984835,Yes,Alzheimer's disease,ADRD,"In the current study sample, we previously reported that in individuals with knee pain, ethnic/race group differences were observed in bilateral temporal lobe thickness, areas of the brain associated with risk for Alzheimer's disease, and related dementias.",Specific type of dementia.
37984835,Yes,related dementias,ADRD,"In the current study sample, we previously reported that in individuals with knee pain, ethnic/race group differences were observed in bilateral temporal lobe thickness, areas of the brain associated with risk for Alzheimer's disease, and related dementias.",General category of dementia.
37972862,No,,,,
37858616,No,,,,
37671461,No,,,,
37586417,No,,,,
37544835,No,,,,
37541932,No,,,,
37534741,Yes,housing,Neighborhood,"To develop a natural language processing (NLP) algorithm that identifies social determinants of health (SDoH), including housing, transportation, food, and medication insecurities, social isolation, abuse, neglect, or exploitation, and financial difficulties for patients with Alzheimer's disease and related dementias (ADRD) from unstructured electronic health records (EHRs).",Housing insecurity is a neighborhood-level social determinant of health.
37534741,Yes,transportation,Neighborhood,"To develop a natural language processing (NLP) algorithm that identifies social determinants of health (SDoH), including housing, transportation, food, and medication insecurities, social isolation, abuse, neglect, or exploitation, and financial difficulties for patients with Alzheimer's disease and related dementias (ADRD) from unstructured electronic health records (EHRs).",Transportation access is a neighborhood-level social determinant of health.
37534741,Yes,food,Neighborhood,"To develop a natural language processing (NLP) algorithm that identifies social determinants of health (SDoH), including housing, transportation, food, and medication insecurities, social isolation, abuse, neglect, or exploitation, and financial difficulties for patients with Alzheimer's disease and related dementias (ADRD) from unstructured electronic health records (EHRs).",Food access/security is a neighborhood-level social determinant of health.
37534741,Yes,social isolation,Neighborhood,"To develop a natural language processing (NLP) algorithm that identifies social determinants of health (SDoH), including housing, transportation, food, and medication insecurities, social isolation, abuse, neglect, or exploitation, and financial difficulties for patients with Alzheimer's disease and related dementias (ADRD) from unstructured electronic health records (EHRs).",Social isolation relates to the social environment of a neighborhood.
37534741,Yes,Alzheimer's disease and related dementias (ADRD),ADRD,"To develop a natural language processing (NLP) algorithm that identifies social determinants of health (SDoH), including housing, transportation, food, and medication insecurities, social isolation, abuse, neglect, or exploitation, and financial difficulties for patients with Alzheimer's disease and related dementias (ADRD) from unstructured electronic health records (EHRs).",The target health outcome being studied in the paper.
37311202,No,,,,
37303116,No,,,,
37212603,No,,,,
36263744,No,,,,
35815546,Yes,neighbourhood disadvantage,Neighborhood,"Social class was operationalised as levels of education, occupational class, income level, neighbourhood disadvantage and wealth.",Operationalized indicator of social class related to neighborhood.
35815546,Yes,dementia,ADRD,"We sought to summarise the results of prospective, longitudinal studies on this topic.",The outcome of interest in the study.
35815546,Yes,dementia,ADRD,"We conducted a systematic review and meta-analysis of prospective, longitudinal studies measuring the association between indicators of social class and the risk of all-cause/Alzheimer's dementia.",The outcome of interest in the study.
35815546,Yes,dementia,ADRD,"Inclusion criteria for this systematic review and meta-analysis were: (a) longitudinal prospective study, (b) aged ⩾60 years at baseline, (c) issued from the general population, (d) no dementia at baseline and (e) mention of social class as exposure.",The outcome of interest in the study.
35815546,Yes,dementia,ADRD,"Exclusion criteria were: (a) study of rare dementia types (e.g. frontotemporal dementia), (b) abstract-only papers and (c) articles without full text available.",The outcome of interest in the study.
35815546,Yes,dementia,ADRD,"We calculated the overall pooled relative risk of dementia for different social class indicators, both crude and adjusted for sex, age and the year of the cohort start.",The outcome of interest in the study.
35815546,Yes,dementia,ADRD,Education (relative risk (RR)=2.48; confidence interval (CI) 1.71-3.59) and occupational class (RR=2.09; CI 1.18-3.69) but not income (RR=1.28; CI 0.81-2.04) were significantly associated with the risk of dementia in the adjusted model.,The outcome of interest in the study.
35815546,Yes,dementia,ADRD,"We conclude that there is a significant association between belonging to a social class and the risk of dementia, with education and occupation being the most relevant indicators of social class regarding this risk.",The outcome of interest in the study.
35815546,Yes,dementia,ADRD,Studying the relationship between belonging to a disadvantaged social class and dementia risk might be a fruitful path to diminishing the incidence of dementia over time.,The outcome of interest in the study.
35184665,No,,,,
38030988,No,,,,
37996822,No,,,,
40237023,No,,,,
37976095,No,,,,
37987326,No,,,,
37919783,No,,,,
37997058,No,,,,
37917057,No,,,,
37849450,No,,,,
37754748,No,,,,
37695629,No,,,,
37603931,No,,,,
37594028,No,,,,
37505214,No,,,,
37486408,No,,,,
37390354,No,,,,
37246509,No,,,,
37171018,No,,,,
36541134,No,,,,
37471695,No,,,,
37021413,No,,,,
37220880,No,,,,
39625262,No,,,,
37994850,Yes,neighborhood,Neighborhood,SDoH measures were created using baseline data at the individual and neighborhood level.,Neighborhood level data was used as a social determinant.
