PMID,entity_name,factor_relevance,factor_class,source_sentence,explanation
38127408,years lived rural,Yes,['geographic_location'],Findings included that referrals and years lived rural were significant and positive predictors of new ADRD treatments,Describes a geographic characteristic of the population studied
38127408,faith communities,Yes,['socioenvironmental_neighborhood'],"Local faith community members were trained as research assistants to recruit, administer surveys, conduct brief memory assessments, teach brain health strategies, and follow-up with residents.",Faith communities influence social support and health outcomes.
38719786,living location,Yes,['geographic_location'],"Other barriers included workforce training and knowledge, financial costs, culture and language, lack of single-point-of-contact person, age, and living location/postcode lottery.",Refers to geographic location affecting dementia care.
38719786,geographical location,Yes,['geographic_location'],"There was general consensus among people living dementia and care providers of unawareness as a key barrier in different European countries, with varied priorities in Ireland depending on geographical location.",Refers to varying priorities based on location.
38597292,racial discrimination,Yes,['socioenvironmental_neighborhood'],Our findings indicate that exposure to various forms of racial discrimination during a person's 40s and early 50s predicts an 11-year increase in both serum p-tau181 and NfL.,Racial discrimination is a social determinant of health equity.
38038280,socioeconomic position,Yes,['socioenvironmental_neighborhood'],Low socioeconomic position (SEP) has been linked to an increased risk of dementia.,Socioeconomic position affects neighborhood conditions and health.
37930366,living alone,Yes,['socioenvironmental_neighborhood'],"Compared to living with others, living alone was associated with worsened physical activity, diet, and subjective memory/thinking, adjusted for sex and age.",Reflects social condition affecting health outcomes
38400524,Neighborhood disadvantage,Yes,['socioenvironmental_neighborhood'],Neighborhood disadvantage appears to be associated with decreased cognitive reserve.,Neighborhood disadvantage is a socioenvironmental factor.
38400524,Area Deprivation Index (ADI),Yes,['socioenvironmental_neighborhood'],"The relationships between neighborhood disadvantage measured by Area Deprivation Index (ADI) percentiles categorized into tertiles, cognition evaluated by the last Mini-Mental State Examination (MMSE) scores before death, and 10 dementia-associated proteinopathies and cerebrovascular disease were assessed using regression analyses.",Measures neighborhood socioeconomic disadvantage and deprivation.
38145955,skilled nursing facility,Yes,['geographic_location'],"Overall, patients with ADRD have a lower probability of being discharged to a preferred SNF (52.0% vs. 54.4%, p < 0.001).",Refers to a specific healthcare location
38145955,geographic proximity,Yes,['geographic_location'],"The differential effect of preferredness based on ADRD status increases when considering (a) the cumulative effect of multiple SNFs in close geographic proximity, (b) the magnitude of the strength of hospital-SNF relationship, and (c) comparing patients with more versus less advanced ADRD.",Refers to physical area or distance between SNFs
38145955,preferred SNF,Yes,['geographic_location'],"Overall, patients with ADRD have a lower probability of being discharged to a preferred SNF (52.0% vs. 54.4%, p < 0.001).",Refers to a specific type of facility related to location
37995949,county-level measures,Yes,['geographic_location'],"This observational, population-based study assessed 50 county-level measures and estimates related to ADRD in 3,155 counties in the U.S. using data from 2010 to 2021.",Refers to geographic areas used for analysis.
37995949,county's level of disadvantage,Yes,['socioenvironmental_neighborhood'],Stratified ranking was also performed based on a county's level of disadvantage.,Reflects social and environmental conditions influencing health equity.
38157526,Socioeconomic status,Yes,['socioenvironmental_neighborhood'],The purpose of this study was to analyze microstructural variables in spoken discourse in people with AD with low-to-middle SES and low level of education and to study their association with gray matter (GM) density.,SES is a social determinant of health equity
38157526,level of education,Yes,['socioenvironmental_neighborhood'],The purpose of this study was to analyze microstructural variables in spoken discourse in people with AD with low-to-middle SES and low level of education and to study their association with gray matter (GM) density.,SES is a socioenvironmental factor influencing health outcomes.
38157526,SES,Yes,['socioenvironmental_neighborhood'],"Nine women with AD and 10 matched (age, SES, and education) women without brain injury (WWBI) underwent a neuropsychological assessment, which included two spoken discourse tasks, and structural magnetic resonance imaging.",SES is a social determinant of health equity
38157526,education,Yes,['socioenvironmental_neighborhood'],"Nine women with AD and 10 matched (age, SES, and education) women without brain injury (WWBI) underwent a neuropsychological assessment, which included two spoken discourse tasks, and structural magnetic resonance imaging.",SES is related to socioenvironmental neighborhood conditions
38145312,Attica,Yes,['geographic_location'],"The regression model revealed that older adults with more severe depressive symptoms were more likely female, cognitively impaired, less educated, were treated with psychotropic medication and lived in Attica versus Thessaly.",Attica is a geographic region mentioned in the study.
38145312,Thessaly,Yes,['geographic_location'],"The regression model revealed that older adults with more severe depressive symptoms were more likely female, cognitively impaired, less educated, were treated with psychotropic medication and lived in Attica versus Thessaly.",Thessaly is a geographic region in Greece.
37878413,difficulty coordinating transportation,Yes,['problems_related_to_physical_environment'],"Insufficient information about AD clinical trials is the primary barrier to participation among Asian and Native Hawaiian patients, followed by difficulty coordinating transportation and, in the case of Asians, the time required for clinical trials.",Transportation issue is a physical environment barrier.
37335551,social disparities,Yes,['socioenvironmental_neighborhood'],This study aims to fill major gaps in research on the natural history of and social disparities in aging-related cognitive decline over the life span.,Relates to social conditions influencing health equity
37335551,social inequalities,Yes,['socioenvironmental_neighborhood'],We further found improvement in cognitive function across 20<sup>th</sup> century birth cohorts but widening social inequalities in more recent cohorts.,Social inequalities relate to socioenvironmental neighborhood conditions.
38487186,deprivation index,Yes,['socioenvironmental_neighborhood'],"Deprivation was assessed through French deprivation index (Fdep), measured at the municipality level, and categorized into quintiles.",Measures socioeconomic deprivation at municipality level.
38487186,deprivation,Yes,['socioenvironmental_neighborhood'],"The healthcare use of subjects with ADRD in France differed according to the deprivation index, suggesting potential health renunciation as in other diseases.",Deprivation index reflects socioeconomic neighborhood conditions.
38487186,social inequalities,Yes,['socioenvironmental_neighborhood'],"These social inequalities may be driven by financial barriers and lower education levels, which contribute to health literacy (especially for preventive care).",Relates to social conditions influencing health outcomes.
38383339,nursing homes,Yes,['geographic_location'],Maximizing quality of life (QoL) is a major goal of care for people with dementia in nursing homes (NHs).,Nursing homes are specific locations where care is provided.
38383339,urban/rural location,Yes,['geographic_location'],"We will stratify facilities by urban/rural location, for-profit/not-for-profit ownership, and size (above/below median number of beds among urban versus rural facilities in each province).",Urban/rural location is a geographic characteristic.
37792627,air pollution,Yes,['physical_environment'],"A similar pattern of results emerged in each of the 5 Healthy People 2030 SDH categories, where finishing high school, having resources to satisfy basic needs, less air pollution, less negative external stimuli that can generate stress (eg, negative age stereotypes), and exposure to multiple favorable SDH were associated with better cognitive and brain health among APOE-ε4 and APOE-ε2 carriers.",Air pollution is a physical environmental factor.
37792627,negative external stimuli,Yes,['socioenvironmental_neighborhood'],"A similar pattern of results emerged in each of the 5 Healthy People 2030 SDH categories, where finishing high school, having resources to satisfy basic needs, less air pollution, less negative external stimuli that can generate stress (eg, negative age stereotypes), and exposure to multiple favorable SDH were associated with better cognitive and brain health among APOE-ε4 and APOE-ε2 carriers.",Impacts cognitive health through stress generation
37705286,rural area,Yes,['geographic_location'],The purpose of this study was to investigate dementia risk among older Afro-Caribbeans living in a rural area.,Describes the physical location of the study participants.
37705286,rural,Yes,['geographic_location'],The use of language-neutral cognitive assessments is recommended among rural older immigrants.,Describes the geographic location of the population studied.
39121122,geographic variation,Yes,['geographic_location'],Alzheimer's disease and related dementias (ADRD) prevalence varies geographically in the United States.,Describes geographic differences in ADRD prevalence.
39121122,Appalachian counties,Yes,['geographic_location'],"ADRD prevalence was modestly higher for Appalachian counties both overall (PR: 1.03; 95% CI: 1.02, 1.04) and after adjustment (PR: 1.02; 95% CI: 1.00, 1.03) compared to non-Appalachian counties.",Appalachian counties refer to a geographic region.
39121122,rural and urban counties,Yes,['geographic_location'],This difference was similar among rural and urban counties (p = 0.326) but varied by state (p = 0.004).,Refers to geographic areas within the region.
39121122,county-level sociodemographics,Yes,['socioenvironmental_neighborhood'],To assess whether the geographic variation of ADRD in Central Appalachia is explained by county-level sociodemographics or access to care.,Relates to social conditions influencing health equity
38995792,rural residence,Yes,['geographic_location'],"Female sex, depression, having no spouse, increased lifetime alcohol consumption, low income, rural residence, and low family support were associated with increased odds of cognitive impairment.",Rural residence is a geographic location factor.
38995792,lack of a ventilated kitchen,Yes,"['physical_environment', 'problems_related_to_physical_environment']","Physical inactivity, lack of a ventilated kitchen, and history of central nervous system infections and chronic headache were associated with increased odds of dementia.",Ventilation relates to physical environment and its deficiency is a problem.
38995788,Social determinants of health,Yes,['socioenvironmental_neighborhood'],"In the model examining SDOH, AHRs were 1.46 (95% CI, 1.43-1.49) for Black Veterans and 1.34 (95% CI, 1.29-1.40) for Hispanic Veterans.",SDOH includes neighborhood factors influencing health outcomes.
38759006,nativity,No,['Undefined'],"Nativity differences in baseline cognition may be due, in part, to accumulated stressors related to immigration and acculturation experienced by foreign-born Latinos which may hasten meeting criteria for dementia later in life.",Nativity is not a neighborhood factor
38607756,public transport,Yes,['problems_related_to_physical_environment'],"Lower income, non-usage of public transport, depressive symptoms, cognitive, mobility, and hearing impairment were negatively associated with social activity.",Lack of public transport hinders social activity.
38517787,state Medicaid payment policy,No,[],We used State Medicaid payment policy and Medicare enrollment data and a Markov model to predict differential wait times for duals and non-duals from 2023 to 2050.,Not related to Neighborhood factor
38517787,Medicaid payment policy,No,['Undefined'],"The effects of Medicaid payment policy would increase average wait times for duals to 89 months with 20 states having wait times of 99 months or more, which would effectively deprive duals of access.",Not related to Neighborhood factor
37732415,socioeconomic status,Yes,['socioenvironmental_neighborhood'],"In this review, we summarize current evidence for early-life effects on small vessel disease, stroke and dementia focusing on prenatal nutrition, and cognitive ability, education, and socioeconomic status in childhood.",Relates to social conditions influencing health equity
37732415,education,Yes,['socioenvironmental_neighborhood'],"Although early-life factors, particularly education, are major risk factors for Alzheimer disease, they are less established in small vessel disease or vascular cognitive impairment.",Education is a socioenvironmental factor influencing health outcomes.
37984835,area deprivation index,Yes,['socioenvironmental_neighborhood'],"Measures included demographics, health history, pain questionnaires, cognitive screening, body mass index, individual- and community-level socioenvironmental factors (education, income, household size, marital and insurance status, and area deprivation index), and brain imaging.",Measures community-level socioenvironmental disadvantage.
37984835,socioenvironmental risk index,Yes,['socioenvironmental_neighborhood'],We computed a summative socioenvironmental risk index.,Measures socioenvironmental factors collectively
37972862,social isolation,Yes,['socioenvironmental_neighborhood'],"Characteristics associated with an increased likelihood of physical inactivity were older age, female sex, obesity, lower education, dementia diagnosis, screening positive for depression and increased social isolation (p < 0.001).",Social isolation affects community and neighborhood interactions.
37972862,social connections,Yes,['socioenvironmental_neighborhood'],"We focused on 8 SDOH domains: education, depression, alcohol use, stress, financial resource strain, social connections, food insecurity, and transportation needs.",Social connections relate to community and neighborhood social factors.
37972862,transportation needs,Yes,['socioenvironmental_neighborhood'],"We focused on 8 SDOH domains: education, depression, alcohol use, stress, financial resource strain, social connections, food insecurity, and transportation needs.",Transportation needs relate to social determinants and neighborhood conditions.
37534741,housing,Yes,['socioenvironmental_neighborhood'],"To develop a natural language processing (NLP) algorithm that identifies social determinants of health (SDoH), including housing, transportation, food, and medication insecurities, social isolation, abuse, neglect, or exploitation, and financial difficulties for patients with Alzheimer's disease and related dementias (ADRD) from unstructured electronic health records (EHRs).",Housing is a social determinant related to neighborhood conditions.
37534741,transportation,Yes,['socioenvironmental_neighborhood'],"To develop a natural language processing (NLP) algorithm that identifies social determinants of health (SDoH), including housing, transportation, food, and medication insecurities, social isolation, abuse, neglect, or exploitation, and financial difficulties for patients with Alzheimer's disease and related dementias (ADRD) from unstructured electronic health records (EHRs).",Transportation is a social determinant affecting health equity.
37534741,food,No,['Undefined'],"To develop a natural language processing (NLP) algorithm that identifies social determinants of health (SDoH), including housing, transportation, food, and medication insecurities, social isolation, abuse, neglect, or exploitation, and financial difficulties for patients with Alzheimer's disease and related dementias (ADRD) from unstructured electronic health records (EHRs).",Entity not related to Neighborhood factor
37534741,social isolation,No,['Undefined'],"To develop a natural language processing (NLP) algorithm that identifies social determinants of health (SDoH), including housing, transportation, food, and medication insecurities, social isolation, abuse, neglect, or exploitation, and financial difficulties for patients with Alzheimer's disease and related dementias (ADRD) from unstructured electronic health records (EHRs).",Entity not related to Neighborhood factor
37534741,financial difficulties,No,['Undefined'],"To develop a natural language processing (NLP) algorithm that identifies social determinants of health (SDoH), including housing, transportation, food, and medication insecurities, social isolation, abuse, neglect, or exploitation, and financial difficulties for patients with Alzheimer's disease and related dementias (ADRD) from unstructured electronic health records (EHRs).",Entity not related to Neighborhood factor
35815546,neighbourhood disadvantage,Yes,['socioenvironmental_neighborhood'],"Social class was operationalised as levels of education, occupational class, income level, neighbourhood disadvantage and wealth.",Neighborhood disadvantage is a socioenvironmental factor influencing health.
37994850,neighborhood and built environment,Yes,['physical_environment'],Higher scores on neighborhood and built environment were associated with lower ADRD risk.,Built environment affects health and ADRD risk.
37994850,SDoH,Yes,['socioenvironmental_neighborhood'],Trained participants obtained a greater degree of protection from ADRD when they had higher scores for SDoH domains associated with health care and education access.,SDoH relates to social determinants affecting health equity
37415444,community-based services and facilities,Yes,['socioenvironmental_neighborhood'],"The research revealed that education and knowledge about the disease, community-based services and facilities, support groups and resources, spiritual and cultural values, and access to transportation are all critical components for community adaptation.",Impacts access to resources for ADRD caregivers.
37415444,access to transportation,Yes,['problems_related_to_physical_environment'],"The research revealed that education and knowledge about the disease, community-based services and facilities, support groups and resources, spiritual and cultural values, and access to transportation are all critical components for community adaptation.",Lack of transportation affects access to services and resources.
35931916,transportation,Yes,['problems_related_to_physical_environment'],Our findings suggest that access to transportation may be a key factor motivating enrollment in an exercise and memory study in a predominantly AA sample.,Lack of transportation is a physical environment issue.
35931916,availability of transportation,Yes,['socioenvironmental_neighborhood'],"To determine whether transportation influenced the enrollment of African Americans (AA)s in biomedical studies, multiple logistic regression analysis was performed to identify significant factors that drive enrollment.",Impacts access to healthcare and research participation
37488506,Community Health Workers,No,[],Use of Community Health Workers (CHWs) especially in hard-to-reach communities can be an important link for older persons to the health facilities where they can receive adequate evaluations and interventions for cognitive challenges.,Not related to neighborhood factor
37488506,communities,Yes,['geographic_location'],Use of Community Health Workers (CHWs) especially in hard-to-reach communities can be an important link for older persons to the health facilities where they can receive adequate evaluations and interventions for cognitive challenges.,Refers to a geographic area where people live.
37488506,Wakiso district,Yes,['geographic_location'],"The aim of the study was to assess the feasibility of screening for cognitive impairment among older persons and referral by CHWs in Wakiso district, Uganda.",Wakiso district is a geographic area where the study took place.
37603383,material deprivation,Yes,['socioenvironmental_neighborhood'],"Our risk score, termed the UK Biobank Dementia Risk Score (UKBDRS), consisted of age, education, parental history of dementia, material deprivation, a history of diabetes, stroke, depression, hypertension, high cholesterol, household occupancy, and sex.",Material deprivation is a socioenvironmental neighborhood factor.
37603383,household occupancy,Yes,['socioenvironmental_neighborhood'],"Our risk score, termed the UK Biobank Dementia Risk Score (UKBDRS), consisted of age, education, parental history of dementia, material deprivation, a history of diabetes, stroke, depression, hypertension, high cholesterol, household occupancy, and sex.",Reflects social and environmental neighborhood conditions.
36976729,migration selection factors,No,['Undefined'],"Evaluating whether migration selection factors (e.g., education) associated with risk of Alzheimer disease and related dementia (ADRD) explain this paradoxical finding presents statistical challenges.","Not a neighborhood factor, related to individual characteristics"
36976729,migration selection,No,['Undefined'],Attempting to equalize groups on migration selection and ADRD risk factors did not explain paradoxical findings for Mexican ancestry groups in our study.,Not related to neighborhood factors
36738268,Living arrangements,No,['Undefined'],Living with family and longer duration of school education were significantly associated with regular attendance.,Not directly related to Neighborhood factors
36738268,Living alone,No,[],Approximately half of patients living alone did not regularly attend appointments.,"Entity is related to individual living arrangement, not neighborhood factor."
36738268,Kyoto City,Yes,['geographic_location'],"Patients in Kyoto City had significantly better cognitive function than patients in satellite cities, and there were a significantly higher proportion of patients with MCI or AD at first visit in Kyoto City.",Kyoto City is a specific geographic location.
36637034,urban/rural differences,Yes,['geographic_location'],"The estimated dementia prevalence for adults ages 60+ in India is 7.4%, with significant age and education gradients, sex and urban/rural differences, and cross-state variation.",Urban/rural differences relate to geographic location factors.
36637034,cross-state variation,Yes,['geographic_location'],Significant cross-state variation exists in dementia prevalence.,Refers to geographic differences in dementia prevalence.
36637034,rural areas,Yes,['geographic_location'],Dementia is more prevalent among females than males and in rural than urban areas.,Refers to geographic location with dementia prevalence
36178374,criminal behavior,Yes,['socioenvironmental_neighborhood'],Criminal behavior was more common in men than in women.,Criminal behavior relates to social environment conditions.
36178374,criminal behavior,Yes,['socioenvironmental_neighborhood'],Criminal behavior was associated with decreased mortality in the AD group.,Criminal behavior relates to social environment and neighborhood conditions.
35852376,rural areas,Yes,['geographic_location'],Minnesota rural areas showed 17.6% lower age-adjusted rate (AAR) of dementia mortality than urban areas.,Refers to a geographic region with dementia mortality rates.
35852376,rural ZIP codes,Yes,['geographic_location'],"AARs of ED visits for dementia were 12.4% higher in rural ZIP codes, whereas AARs of hospitalization were 24.7% lower.",Refers to a specific geographic area with dementia-related outcomes.
35852376,rural-urban differences,Yes,"['geographic_location', 'socioenvironmental_neighborhood']","After controlling for neighborhood-level risk factors, such as income, education, health behaviors, and provider access, the odds ratios of having dementia diagnosis are 12% lower if an ED visit patient lives in rural as opposed to an urban area (OR = 0.88, P<.0001).",Describes geographic and social differences between areas.
37141452,area deprivation index,Yes,['socioenvironmental_neighborhood'],More deprived counties had 34% higher AD mortality compared with less deprived counties.,Reflects social determinants and neighborhood disadvantage.
37141452,rurality,Yes,['geographic_location'],AD mortality was 20% lower in nonmetro counties than in metro counties.,Rurality is related to geographic location and area characteristics.
37141452,Indian Health Service region,Yes,['geographic_location'],"associations of the percentage of AI/ANs, density of primary care physicians and neurologists, area deprivation index, rurality, and Indian Health Service region with AD mortality",Region is a geographic area linked to health outcomes
36893045,geographical differences,Yes,['geographic_location'],"Using data from the Behavioral Risk Factor Surveillance System (BRFSS), CDC assessed racial and ethnic, select demographic, and geographical differences in SCD prevalence, and prevalence of health care professional conversations among those reporting SCD.",Refers to regional variations in SCD prevalence.
36901204,everyday environmental sounds,Yes,['physical_environment'],The study aims to research the influence of acoustics on CB in people with dementia (PwD).,Relates to environmental sounds affecting dementia patients.
36901204,acoustics,Yes,['physical_environment'],The study aims to research the influence of acoustics on CB in people with dementia (PwD).,Acoustics affects dementia patients' behavior and well-being.
37718813,socioenvironmental factors,Yes,['socioenvironmental_neighborhood'],"To examine potential associations between acculturation in context and brain health in older Latinos. Using three previously established composites of acculturation-in-context, (acculturation-related: nativity status, language preference, acculturation scores; contextually-related socioenvironmental: perceived discrimination, loneliness/social isolation, social network size;",Relates to social and environmental conditions influencing health.
37718813,socioenvironmental composite,Yes,['socioenvironmental_neighborhood'],Higher scores on the socioenvironmental composite were associated with lower FA in two clusters of left-hemisphere connections.,Relates to social and environmental conditions affecting health.
37418207,neighborhood SES,Yes,['socioenvironmental_neighborhood'],"Besides the individual level of SES, neighborhood SES can also affect cognitive function as an environmental factor.",Neighborhood SES affects cognitive function as an environmental factor.
37393506,surrounding community,Yes,['socioenvironmental_neighborhood'],All three workshops highlighted the importance of a surrounding community invested in the village;,Community influence on social environment and inclusivity
37393506,village setting,Yes,['geographic_location'],"This study aimed to generate strategies and ideas on how homes for people living with dementia in a village setting within a suburban community, could be designed and function without external boundaries.",Describes a physical location within a community.
37393506,dementia awareness training,No,['Undefined'],"education and dementia awareness training for staff, families, services, and the community;",Not related to Neighborhood factor
37393506,inclusive culture,No,['Undefined'],"An appropriate mission, vision, and values of the organization providing care were deemed essential to facilitate an inclusive culture that promotes dignity of risk and meaningful activities.",Not related to Neighborhood factor
37182880,rural-dwelling,No,[],Few community-based studies have examined occurrence and progression of subjective cognitive decline (SCD).,Entity not related to Neighborhood factor in the sentence.
37182880,rural Chinese older adults,Yes,['geographic_location'],To investigate prevalence and progression of SCD among rural-dwelling Chinese elderly people.,Refers to a specific geographic population subgroup.
37182880,high social support,Yes,['socioenvironmental_neighborhood'],the multivariable-adjusted OR of incident AD was 0.34 (0.13-0.86) for high social support,Social support is a socioenvironmental neighborhood factor influencing ADRD.
36628782,social isolation,Yes,['socioenvironmental_neighborhood'],A self-supervised algorithm to detect signs of social isolation in the elderly from daily activity sequences,Social isolation relates to socioenvironmental neighborhood conditions
36628782,social interactions,No,[],and fewer social interactions,Not related to Neighborhood factor
36527894,neighborhood trust,Yes,['socioenvironmental_neighborhood'],"Social (interactions with friends, civic participation, social participation, neighborhood trust, social network), cultural (education, cultural participation) and economic (annual income) capital, QoL, SwL, well-being, and personal characteristics were assessed.",Neighborhood trust reflects social conditions within a community.
36153747,incarceration,No,['Undefined'],"The association between prior incarceration and cognitive impairment in middle age was largely explained by differences in educational attainment and premorbid cognitive functioning, supporting the cognitive reserve hypothesis.",Incarceration is not a neighborhood factor.
36153747,reentry planning,No,[],Greater prevalence of cognitive impairment and dementia among the FI could create challenges and should be considered in reentry planning.,Not related to Neighborhood factor
34647272,African American Neighborhoods,Yes,"['geographic_location', 'socioenvironmental_neighborhood']",Testing an Alzheimer's Disease Educational Approach in Two African American Neighborhoods in Florida,Refers to specific community with social and environmental context
34647272,Neighborhoods,Yes,['geographic_location'],"African American participants were recruited through community partners and local resources in two comparable neighborhoods in Duval County, Florida",Refers to specific areas where participants reside
34871420,racial disparities,Yes,['socioenvironmental_neighborhood'],Reducing chronic stress exposure may reduce racial disparities in ADRD risk.,Racial disparities relate to social determinants and health equity.
34871420,Black older adults,No,['Undefined'],"Racially patterned stress exposure may contribute to higher rates of Alzheimer's disease and related dementias (ADRD) among Black older adults compared with Whites, but less is known about the role of stress appraisal.","Entity refers to a demographic group, not a neighborhood factor."
36368762,neighbourhood factors,Yes,"['socioenvironmental_neighborhood', 'physical_environment']","Presence of inequalities in neighbourhood factors (eg, social context, physical and built environments) may affect risk of cognitive decline and be key for intervening on AD/ADRD disparities at the population level.",Neighbourhood factors include social and physical environments.
36368762,neighbourhood change,Yes,['socioenvironmental_neighborhood'],Our main objective is to identify patterns of neighbourhood change related to prevalence of-and disparities in-cognitive decline and dementia.,Neighbourhood change affects social context and environment.
36368762,neighbourhood social and built environment variables,Yes,"['socioenvironmental_neighborhood', 'physical_environment']","Within the MESA parent study, the MESA Neighborhoods and Aging cohort study will characterise dynamic, longitudinal neighbourhood social and built environment variables relevant to cognition for residential addresses of MESA participants.",Describes social and built environment variables.
35750476,Homelessness,Yes,['socioenvironmental_neighborhood'],"There is a complex relationship suggesting homelessness as a risk for and consequence of ADRD but also co-occurrence with psychiatric disorders, substance abuse, and traumatic injuries.",Homelessness relates to social conditions and neighborhood environment.
35659469,racial residential segregation,Yes,['socioenvironmental_neighborhood'],"Given the historical impact of SRD-including discriminatory housing policies resulting in racial residential segregation that has been shown to limit access to education, employment, and healthcare-Black and Latinx populations with ADRD are directly or indirectly negatively affected by SRD in terms of access, quality and cost for healthcare.",Linked to social inequities and discriminatory policies
35659469,discriminatory housing policies,Yes,['socioenvironmental_neighborhood'],"Given the historical impact of SRD-including discriminatory housing policies resulting in racial residential segregation that has been shown to limit access to education, employment, and healthcare-Black and Latinx populations with ADRD are directly or indirectly negatively affected by SRD in terms of access, quality and cost for healthcare.",Impacts access to resources and healthcare for minorities.
35930281,Rural residence,Yes,['geographic_location'],Rural residence.,Refers to a physical area or location of residence.
35930281,Rural areas,Yes,['geographic_location'],"However, new patients in rural areas were less likely to receive neuropsychological testing (odds ratio [OR], 0.83; 95% CI, 0.70-0.98) or visit a psychologist (OR, 0.72; 95% CI, 0.60-0.85) compared with patients in urban areas.",Rural areas refer to a geographic location or residence.
35930281,Urban areas,Yes,['geographic_location'],"However, new patients in rural areas were less likely to receive neuropsychological testing (odds ratio [OR], 0.83; 95% CI, 0.70-0.98) or visit a psychologist (OR, 0.72; 95% CI, 0.60-0.85) compared with patients in urban areas.",Urban areas refer to a geographic location or residence.
35642568,dementia-friendly communities,Yes,['socioenvironmental_neighborhood'],"This study explored the relation between public knowledge of dementia, attitudes towards people with dementia, experience with dementia and openness towards dementia-friendly communities.",Relates to social conditions influencing community inclusiveness.
35642568,dementia-friendly communities,Yes,['socioenvironmental_neighborhood'],Knowledge and attitudes towards people with dementia (not exposure) were significant independent predictors of openness towards dementia-friendly communities.,Relates to social conditions influencing community inclusiveness.
35026040,social isolation,No,['Undefined'],"RESULTS: The RRWG produced 11 consensus-based recommendations and implementation strategies across six topics: neurovascular risk management, physical activity, sleep, nutrition, social isolation, and cognitive stimulation.",Entity not related to Neighborhood factor
35026040,policies,Yes,['socioenvironmental_neighborhood'],"To ensure there is routine care for brain health, proper incentives and policies must be instituted and more education for consumers should be provided.",Policies influence social determinants and health equity.
34919705,SSDoH,Yes,['socioenvironmental_neighborhood'],Growing evidence suggests that SSDoH can help to explain heterogeneity in outcomes in Alzheimer's disease and Alzheimer's disease and related dementias (AD/ADRD) research and clinical practice.,SSDoH relates to social determinants affecting health outcomes.
34919705,environmental conditions,Yes,['socioenvironmental_neighborhood'],"Structural and social determinants of health (SSDoH) are environmental conditions in which individuals are born, live, learn, work, play, worship, and age that affect health, functioning, and quality-of-life outcomes across the life course.",Describes social and environmental factors affecting health outcomes.
34919705,Alzheimer's Disease Research Centers,No,[],"However, a major nexus of AD/ADRD research, the national network of Alzheimer's Disease Research Centers (ADRCs), collects few SSDoH data.","Entity is a research network, not a neighborhood factor."
35585559,early to midlife social indicator,No,['Undefined'],"Higher early to midlife social indicator was only directly associated with better cognitive function (direct β = 0.364 (0.322; 0.405), with no indirect pathway through ADRD biomarkers (total β = 0.392 (0.351; 0.429)).",Not related to Neighborhood factor
35585559,latelife lifestyle indicator,No,['Undefined'],"In addition to a direct effect on cognition (direct β = 0.076 (0.033; 0.118)), the association between latelife lifestyle indicator and cognition was also mostly mediated by an indirect effect through lower neurodegeneration (indirect β = 0.066 (0.042; 0.090) and direct β =  - 0.116 (- 0.153; - 0.079)), but not through AD pathology nor SVD.",Not related to Neighborhood factors
35538522,deprived areas,Yes,['socioenvironmental_neighborhood'],"Findings suggest that people living with dementia who have better cognition, have more years of education, or live in more deprived areas are less likely to have a diagnosis.",Deprived areas relate to social and environmental conditions.
35495069,dementia-friendly communities,Yes,['socioenvironmental_neighborhood'],"Providing training in Alzheimer's Disease and related dementias (ADRD), including the value of dementia-friendly communities.",Relates to social conditions influencing health equity.
35495069,underserved areas,Yes,"['geographic_location', 'socioenvironmental_neighborhood']","The program is also transforming primary care delivery in underserved areas (eg, Community Health Centers, Family Medicine clinic, and the GRACE Team Care™ model).",Describes a geographic area with social determinants.
35495069,rural areas,Yes,['geographic_location'],"Outreach included rural areas, neighbor islands, and Pacific Islands.",Refers to a physical area or location
35495069,neighbor islands,Yes,['geographic_location'],"Outreach included rural areas, neighbor islands, and Pacific Islands.",Refers to a geographic area or region.
35495069,Pacific Islands,Yes,['geographic_location'],"Outreach included rural areas, neighbor islands, and Pacific Islands.",Pacific Islands is a geographic area where outreach occurred.
35389894,social and structural determinants of health (SSDOH),Yes,['socioenvironmental_neighborhood'],These factors address the interplay of cognition with lived experiences and social and structural determinants of health (SSDOH).,SSDOH relates to social and environmental conditions.
35389894,lived experiences,Yes,['socioenvironmental_neighborhood'],These factors address the interplay of cognition with lived experiences and social and structural determinants of health (SSDOH).,Relates to social conditions influencing health and cognition.
35231846,cognitively stimulating environments,Yes,['socioenvironmental_neighborhood'],Cognitively stimulating environments are thought to be protective of cognitive decline and onset of Alzheimer's disease and related dementias (ADRD) through the development of cognitive reserve (CR).,Impacts cognitive health and ADRD risk
35231846,personal social networks,No,['Undefined'],"Rather, most studies use education as proxies for CR and little is known about the association between older adults' personal social networks and CR.",Not related to Neighborhood factors
35231846,expansive social networks,Yes,['socioenvironmental_neighborhood'],These results suggest that expansive social networks in later life may constitute cognitively stimulating environments which can be leveraged to build CR and reduce the burden of ADRD.,Social networks relate to community social conditions.
35103521,Social determinants of health,Yes,['socioenvironmental_neighborhood'],"Social determinants of health (SDOH) may be associated with subjective cognitive decline (SCD), which is a precursor for Alzheimer's disease.",Relates to social conditions influencing health outcomes.
35103521,SDOH index,No,['Undefined'],"Path analyses (stratified by gender and race) were used to determine the relationship between a SDOH index, depression, and SCD.",SDOH index is not a neighborhood factor
34250570,sociocentricism,Yes,['socioenvironmental_neighborhood'],Results showed sociocentricism as a forefront factor.,Relates to social conditions influencing health and well-being.
