PMID,factor_relevance,entity,category,source_sentence,explanation
37594028,No,Alzheimer's disease and related dementias (ADRD),ADRD,The objectives of this study were to (a) evaluate the responsibilities of caregivers related to their relative's participation in ADRD clinical trials...,Specifies the focus on ADRD clinical trials.
37594028,No,Alzheimer's disease and related dementias (ADRD),ADRD,ADRD clinical trial study information pages should consistently include caregiver responsibilities to help caregivers better prepare for trial responsibilities.,Reiterates the context of ADRD trials.
37505214,No,,,,
37486408,No,Alzheimer's disease,AD/ADRD,The spread pattern of progressive degeneration seen in Alzheimer's disease (AD) to small-scale medial temporal lobe subregions is critical for early diagnosis.,Directly refers to the disease under study.
37486408,No,amnestic mild cognitive impairment,AD/ADRD,"MRI data of patients diagnosed with 20 Alzheimer's disease dementia (ADD), 30 amnestic mild cognitive impairment (aMCI), and 30 subjective cognitive impairment (SCI) without demographic differences were used.",A pre-dementia stage of Alzheimer's disease.
37486408,No,subjective cognitive impairment,AD/ADRD,"MRI data of patients diagnosed with 20 Alzheimer's disease dementia (ADD), 30 amnestic mild cognitive impairment (aMCI), and 30 subjective cognitive impairment (SCI) without demographic differences were used.",An early indicator of Alzheimer's disease progression.
37390354,No,early-onset Alzheimer's disease (EOAD),AD/ADRD,"On September 25 and 26, 2021, the Alzheimer's Association hosted the first meeting focused on people with early-onset Alzheimer's disease (EOAD)-sometimes referred to as younger onset Alzheimer's disease (AD).",Primary focus of the study on ADRD subtype.
37390354,No,Alzheimer's disease (AD),AD/ADRD,"Though a diagnosis of AD can be devastating at any age, those with a younger onset-defined as symptoms developing prior to 65 years of age-face unique challenges.",General reference to Alzheimer's disease in context.
37246509,Yes,malnutrition,Food,Worse nutritional status is associated with more severe NPS.,Malnutrition is a food factor linked to dementia symptoms.
37246509,Yes,neuropsychiatric symptoms (NPS),AD/ADRD,Worse nutritional status is associated with more severe NPS.,NPS are behavioral outcomes in dementia patients.
37246509,Yes,modified Mini-Nutritional Assessment (mMNA),Food,"We used a modified Mini-Nutritional Assessment (mMNA) and the Neuropsychiatric Inventory (NPI) to evaluate nutritional status and NPS, respectively.","mMNA measures nutritional status, a food factor."
37246509,Yes,dementia,AD/ADRD,Dietary or behavioral interventions to prevent malnutrition may be beneficial for persons with dementia.,Dementia is the primary health outcome studied.
37171018,No,,,,
36541134,No,Alzheimer's disease and related dementia,AD/ADRD,"Our results can provide valuable insights on ACP for older adults with or at risk of Alzheimer's disease and related dementia and other cognitive impairments, caregivers, families, and healthcare providers.",Target condition of the study.
37471695,No,abnormal eating behavior,Food,Patients with right-lateralized atrophy were characterized by higher severity of abnormal eating behavior and hallucinations compared to those with left-lateralized atrophy.,"Symptom, not a documented Food factor impact on ADRD."
37471695,No,behavioral variant frontotemporal dementia,AD/ADRD,The goal of this study was to assess the frequency of frontotemporal asymmetry... and to investigate their clinical correlates.,"Study focuses on structural correlates, not Food factors."
37021413,No,,,,
37220880,No,Alzheimer's disease and related dementias (ADRD),ADRD,The number of people living with Alzheimer's disease and related dementias (ADRD) is growing proportional to our aging population.,Study focuses on ADRD population as the target group.
37220880,No,dementia,ADRD,Our study contributes empirical support for the use of music therapy to improve psychosocial well-being in this population. Results also highlight the importance of considering patient characteristics in intervention design and offer practical implications for music selection and implementation within interventions for persons with ADRD.,Dementia is the primary health condition studied.
39625262,No,dementia,ADRD,"Individuals with depression have an increased dementia risk, which might be due to modifiable risk factors for dementia.",Directly refers to dementia as an outcome.
39625262,No,Alzheimer's disease,ADRD,"Dementia was determined by physician diagnosis, self-reported Alzheimer's disease or the shortened version of the Informant Questionnaire on Cognitive Decline in the Elderly (average score ≥3.38).",Explicitly mentions Alzheimer's disease as a diagnostic criterion.
37994850,No,Alzheimer's disease and related dementias,AD/ADRD,We examined whether social determinants of health (SDoH) are associated with Alzheimer's disease and related dementias (ADRD) risk and the effects of cognitive training over a 20-year follow-up period.,Directly refers to the study's focus on ADRD.
37994850,No,ADRD,AD/ADRD,Incident ADRD was defined using administrative claims data (1999-2019).,Specifies the outcome measure for the study.
37939720,No,,,,
37890053,No,,,,
37824581,No,,,,
37483069,No,Alzheimer's disease knowledge (ADK),AD/ADRD,Improving the level of Alzheimer's disease knowledge (ADK) in nursing staff is the key to providing quality dementia care and improving the patients' quality of life.,Central focus of the study on dementia care outcomes.
37483069,No,Education,Education_and_Literacy,"Age, education, experience in AD care and training in ADK were the main factors influencing the classification of the nursing staff's ADK level.",Education level impacts ADK among nursing staff.
37357229,Yes,dietary habits,Food,"On comparing dietary habits in AD cases against controls, the results were as follows: individuals with generally fatty diet 26.58% vs 11.25%, with mixed diet 36.70% vs 78.75%, with generally vegetarian diet 34.17% vs 10.00%, data not available 2.53% among AD cases.",Compares dietary patterns between AD cases and controls.
37357229,Yes,fatty diet,Food,individuals with generally fatty diet 26.58% vs 11.25%... among AD cases.,High-fat diet associated with higher AD prevalence.
37357229,Yes,vegetarian diet,Food,individuals with generally vegetarian diet 34.17% vs 10.00%... among AD cases.,Vegetarian diet linked to lower AD prevalence.
37357229,Yes,Alzheimer's disease (AD),AD/ADRD,"Family history, dietary habits, genetics, and socioeconomic status are strongly associated with the development of Alzheimer disease.",Primary focus of the study on ADRD.
37317613,No,,,,
37235711,No,Alzheimer disease and related dementias,ADRD,Decision making for nursing home (NH) residents with Alzheimer disease and related dementias often involves input from multiple family members and NH staff to address goals of care at the end of life.,Directly refers to the condition under study.
37235711,No,Alzheimer disease and related dementias,ADRD,These findings suggest training and education is needed for NH staff to facilitate better communication with families and to support proxies in end-of-life decision making to address goals of care for NH residents with Alzheimer disease and related dementias.,Reiterates the focus on ADRD in care contexts.
36920727,No,,,,
36868847,No,Alzheimer's disease,AD/ADRD,"The mean conversion rate of SCD to any CD was 19.8%, including all-cause dementia (7.3%) and Alzheimer's disease (4.9%).",Mentions Alzheimer's disease as an outcome in cognitive deterioration.
35142047,No,CSF amyloid beta (Aβ42),AD/ADRD,"Lower CSF Aβ42, and higher t-tau/Aβ42 and p-tau/Aβ42 ratios were associated with BDI-II and BAI total scores, clinical depression (BDI-II ≥ 13), and clinical anxiety (BAI ≥ 10), as well as NPI-Q-assessed anxiety, apathy, and nighttime behavior.",Biomarker linked to Alzheimer's disease pathology.
35142047,No,Neuropsychiatric symptoms (NPS),AD/ADRD,We examined the association between cerebrospinal fluid (CSF)-derived biomarkers of Alzheimer's disease and neuropsychiatric symptoms (NPS) in older non-demented adults.,Symptoms associated with Alzheimer's disease progression.
37743478,No,Alzheimer's disease and related dementias (ADRD),AD/ADRD,Limited access to specialized palliative care exposes persons with late-stage Alzheimer's disease and related dementias (ADRD) to burdensome treatment and unnecessary hospitalization and their caregivers to avoidable strain and financial burden.,Study focuses on ADRD as the primary health condition.
37743478,No,late-stage ADRD,AD/ADRD,"The study will use 1:1 randomization of patient-caregiver dyads, and sites will enroll N = 424 dyads of hospitalized patients with late-stage ADRD with their family caregivers.",Specifies the stage of ADRD targeted in the study.
37709333,No,dementia,ADRD,"To adapt the content and functionalities of Brain Health PRO, a web-based multidomain program designed to increase dementia literacy, to the context and needs of users, providers and community organisations across Québec, Canada.",Study focuses on dementia literacy program design.
37709333,No,cognitive decline,ADRD,3 informal caregivers of older adults living with cognitive decline and 3 members of the Federation of Quebec Alzheimer Societies.,Mentions population with cognitive decline.
37681845,Yes,MIND dietary model,Food,Older Black adults perceived an adapted MIND dietary model as the most acceptable with the incorporation of salient cultural characteristics and strategies within both the design and delivery phases.,MIND diet is a food-based intervention linked to ADRD risk reduction.
37681845,Yes,brain-healthy soul food diet,Food,This is a non-interventional mixed methods study designed to inform the development of an adapted brain-healthy soul food diet intervention.,Culturally tailored diet aimed at reducing ADRD risk.
37681845,Yes,Alzheimer's disease,AD/ADRD,The objective of this study is to identify and understand knowledge and attitudes that influence dietary practices among older Black adults using a community-engaged approach.,Primary focus of the study's dietary intervention.
37709678,No,,,,
37704283,No,Alzheimer's disease,AD/ADRD,"Alzheimer's disease (AD) is a terminal, neurodegenerative disease, and consequently is difficult to communicate about as it is stigmatized, and discussions are rife with misconceptions.",Study focus on Alzheimer's disease as the primary health condition.
37704283,No,dementia,AD/ADRD,"Results revealed 30 topics clustered into five distinct themes: promotion, education, action, 'You aren't alone', and dementia.",Dementia mentioned as a thematic category in the study.
37655494,No,Alzheimer's disease,AD/ADRD,Alzheimer disease (AD) is more prevalent in African American (AA) and Hispanic White (HIW) compared to Non-Hispanic White (NHW) individuals.,Study focus on AD prevalence across ethnic groups.
37655494,No,Neuropsychiatric symptoms,AD/ADRD,"Self-declared AA, HIW, and NHW individuals were ascertained as part of ongoing AD genetics studies.",NPS evaluated as outcomes in AD participants.
37602758,No,Alzheimer's disease,AD/ADRD,Subjective cognitive complaints (SCC) in cognitively intact older adults have been investigated as a clinically important symptom that may portend the onset of a neurodegenerative disorder such as Alzheimer's disease.,Mentions Alzheimer's disease as a potential outcome of SCC.
37602758,No,dementia,AD/ADRD,Longitudinal studies are needed to further evaluate the clinical significance of these associations with risk of conversion to mild cognitive impairment and dementia.,References dementia as a potential progression from SCC.
37506413,No,,,,
37451311,No,,,,
37423786,No,,,,
37415444,No,Alzheimer's Disease and related dementia (ADRD),ADRD,"The study utilized focus group interviews with community nurse leaders, stakeholders, and family caregivers of patients with ADRD.",ADRD is the primary focus of the study.
37415444,No,caregivers of patients with ADRD,ADRD,The findings suggest that a culturally tailored care partner activation program that incorporates these components can enhance the quality of life for Filipino American caregivers and their loved ones with ADRD.,Caregivers are central to the care program.
37380020,No,,,,
37326483,No,,,,
36630223,No,dementia,ADRD,The purpose of this quality improvement project was to design and implement an education and referral protocol for care coordination staff to use when working with hospitalized patients with dementia and their families.,Central focus of the study on dementia care.
36630223,No,Alzheimer's Association,ADRD,The care coordination department collaborated with the Northern California Chapter of the Alzheimer's Association to improve the delivery of referrals and follow-up with patients and families who were interested in additional information and support related to dementia.,Organization directly linked to dementia support.
37663829,No,,,,
37585365,No,dementia staging,ADRD,Later stage of dementia was negatively associated with divorce/separation with an adjusted odds ratio (AOR) = 0.68 (95%CI = 0.50 to 0.93).,Dementia staging is a core aspect of ADRD progression.
37585365,No,neuropsychiatric behavioral symptoms,ADRD,A higher overall NPI score was positively associated with divorce/separation AOR = 1.08 (95% CI = 1.03 to 1.12).,Neuropsychiatric symptoms are hallmark features of ADRD.
37550708,No,,,,
37552453,No,,,,
37441885,No,,,,
37386110,No,,,,
37385161,No,,,,
37321832,No,,,,
37264166,No,Alzheimer's disease (AD),AD/ADRD,"Consecutive outpatients with DLB were matched with outpatients with AD according to sex, cognitive scores and dementia stage, and with cognitively healthy controls according to age and sex to investigate associations of cerebrospinal fluid amyloid-β (Aβ<sub>42</sub>,Aβ<sub>40</sub>,Aβ<sub>38</sub>), tau, phospho-tau Thr<sub>181</sub>, ubiquitin, α-synuclein and neurofilament light with caregiver burden, functionality, reverse digit span, a clock drawing test, Mini-Mental State Examination (MMSE) and Severe MMSE, adjusted for sex, age, education, dementia duration and APOE-ε4 alleles.",Study explicitly mentions Alzheimer's disease as a primary focus.
37264166,No,Dementia with Lewy bodies (DLB),AD/ADRD,"To explore associations of cerebrospinal fluid biomarkers of neurodegeneration and amyloidosis with caregiver burden, cognition and functionality in dementia with Lewy bodies (DLB) paired with late-onset Alzheimer's disease (AD) and healthy older people.",DLB is a subtype of dementia related to ADRD and is central to the study.
37157190,No,behavioral variant frontotemporal dementia (bvFTD),ADRD,Early diagnosis of behavioral variant frontotemporal dementia (bvFTD) is challenging due to symptomatic overlap with primary psychiatric disorders (PPD).,"bvFTD is a subtype of frontotemporal dementia, a related dementia."
37157190,No,Alzheimer Center Amsterdam,ADRD,"The total sample (N = 51) included 18 patients with bvFTD, 11 patients with PPD (mood, autism spectrum and psychotic disorders) and 22 controls from the Alzheimer Center Amsterdam of the Amsterdam UMC.",A research center focused on Alzheimer's and related dementias.
37150216,No,,,,
37148523,No,,,,
36872165,No,Alzheimer's disease,ADRD,"To explore criminal behavior of individuals with Alzheimer's disease (AD), frontotemporal dementia (FTD), or Lewy body dementias (LBD) after the diagnosis.",Mentioned as a neurocognitive disorder type.
36872165,No,frontotemporal dementia,ADRD,"To explore criminal behavior of individuals with Alzheimer's disease (AD), frontotemporal dementia (FTD), or Lewy body dementias (LBD) after the diagnosis.",Mentioned as a neurocognitive disorder type.
36872165,No,Lewy body dementias,ADRD,"To explore criminal behavior of individuals with Alzheimer's disease (AD), frontotemporal dementia (FTD), or Lewy body dementias (LBD) after the diagnosis.",Mentioned as a neurocognitive disorder type.
36840665,No,cognitive impairment,AD/ADRD,Survival analyses assessed the hazard ratio for 12 NPS models and progression to cognitive impairment.,Outcome measure for ADRD progression
36840665,No,neuropsychiatric symptoms (NPS),AD/ADRD,"Neuropsychiatric symptoms (NPS) are a risk factor for dementia; however, their prevalence and severity among ethnoracial groups are poorly understood.",Risk factor for dementia progression
35931916,No,,,,
32497369,No,aggressive behaviour,AD/ADRD,"We identified the following four themes: (1) aggressive behaviour in the context of dementia, (2) triggering factors of aggressive behaviour in persons with dementia, (3) skills and educational needs and (4) hindrances to solving the problem of aggressive behaviour.",Entity refers to a behavioral symptom of dementia.
32497369,No,dementia,AD/ADRD,"Worldwide, around fifty million people are living with dementia.",Entity refers to the condition under study.
37488506,No,,,,
38344790,No,,,,
37624998,No,HARMONY,AD/ADRD,"HARMONY (Helping older Adults cReate & Manage OccupatioNs successfully), a telehealth intervention that applies principles of individualized guided discovery with environmental cueing for caregivers of persons with AD to promote activity participation and manage behavioral symptoms;",Intervention targeting behavioral symptoms in AD.
37624998,No,standardized training,AD/ADRD,(2) standardized training regarding the use of a sensory-based approach in dementia care;,Training method for dementia care.
37624998,No,control,AD/ADRD,"(3) a control, including home safety education and weekly monitoring of behaviors.",Control group for behavioral monitoring.
37603383,No,,,,
37561955,No,Alzheimer disease,ADRD,"Emotion recognition was assessed with Ekman 60 Faces Test (EFT-total, 6 separate emotions) in patients (n = 31 AD; n = 37 aMCI) and healthy controls (n = 60 HCs).",Study focus on Alzheimer disease as the primary condition.
37561955,No,amnestic mild cognitive impairment,ADRD,"Emotion recognition was assessed with Ekman 60 Faces Test (EFT-total, 6 separate emotions) in patients (n = 31 AD; n = 37 aMCI) and healthy controls (n = 60 HCs).",Study focus on amnestic mild cognitive impairment as a precursor to ADRD.
37561937,No,Alzheimer disease,ADRD,Disparities in Alzheimer disease (AD) and differences in help seeking (HS) across sociodemographic groups warrant public health concern.,Central focus of the study on ADRD disparities.
37561937,No,subjective cognitive decline (SCD),ADRD,"Subjective cognitive decline (SCD), a risk state for AD, provides an important context in which to examine sociodemographic-related disparities in HS.",Identified as a risk state for ADRD.
37354755,No,Alzheimer's disease and related dementias (ADRD),AD/ADRD,This project aimed to reduce agitation in patients with Alzheimer's disease and related dementias (ADRD) by implementing an individualized music listening program.,Directly refers to the target population of the study.
37354755,No,agitation in patients with ADRD,AD/ADRD,The findings demonstrate that implementing an individualized music listening program reduces agitation in patients with ADRD.,Describes a behavioral outcome associated with ADRD.
37163244,No,Alzheimer disease,AD/ADRD,Subjective memory concern was not associated with any Alzheimer disease risk measures.,Mentions Alzheimer disease risk measures in the context of study outcomes.
37163244,No,APOE genotype,AD/ADRD,Measures included ... APOE genotype; and parental history of dementia.,APOE genotype is a genetic risk factor for Alzheimer's disease.
37163244,No,Polygenic risk scores (PRSs) for Alzheimer disease,AD/ADRD,"Measures included ... polygenic risk scores (PRSs) for neuroticism, depression, and Alzheimer disease;",Directly references Alzheimer disease genetic risk assessment.
37146892,Yes,non-healthy dietary pattern,Food,Our results demonstrated that multiple behavioural risk exposures could independently or collectively influence diverse hierarchical levels of gene expression patterns through multiple biological mechanisms... thereby prodromally or intermediately impacting AD.,Documented as a behavioral risk linked to AD through gene expression.
37146892,Yes,Alzheimer's disease (AD),AD/ADRD,Our results demonstrated that multiple behavioural risk exposures could independently or collectively influence diverse hierarchical levels of gene expression patterns through multiple biological mechanisms... thereby prodromally or intermediately impacting AD.,Target outcome associated with non-healthy dietary patterns.
36997127,No,Alzheimer's disease,AD/ADRD,"Of MBI-affective dysregulation converters to dementia, 85.5 % developed Alzheimer's disease, which increased to 91.4 % in those with amnestic MCI.",Entity refers to a specific dementia type in study outcomes.
36997127,No,dementia,AD/ADRD,"MBI-affective dysregulation had lower dementia-free survival (p < 0.0001) and greater incidence of dementia (HR = 1.76, CI:1.48-2.08, p < 0.001) versus no NPS.",Entity represents the primary health outcome studied.
36990452,No,,,,
36976729,No,,,,
36843146,No,Alzheimer's disease,ADRD,This study investigated alterations of regional cerebral blood flow (rCBF) associated with high and low CR in different stages of Alzheimer's disease (AD) and examined whether rCBF alteration mediates the relationship between education and cognitive performance.,Directly refers to the primary focus of the study on Alzheimer's disease.
36843146,No,amnestic mild cognitive impairment,ADRD,Patients with AD or amnestic mild cognitive impairment (aMCI) and healthy controls were divided into low cognitive reserve (LCR) and high cognitive reserve (HCR) subgroups according to median of education years (≤ 9 vs. > 9 years).,aMCI is a precursor to Alzheimer's disease and related dementias.
36840622,No,Alzheimer's disease and related dementia (ADRD),AD/ADRD,The burden of Alzheimer's disease and related dementia (ADRD) is projected to disproportionally impact low-middle-income countries (LMICs).,Mentions the global health burden of ADRD.
36840622,No,ADRD clinical trials,AD/ADRD,We aimed to determine the global distribution of ADRD clinical trials and identify existing barriers for conducting clinical trials in LMICs.,Refers to clinical trial platforms for ADRD.
36738268,No,,,,
36637034,No,,,,
36591730,No,behavioral variant frontotemporal dementia (bvFTD),AD/ADRD,Empathy relies on fronto-cingular and temporal networks that are selectively vulnerable in behavioral variant frontotemporal dementia (bvFTD).,"bvFTD is a subtype of frontotemporal dementia, a related dementia."
36591730,No,empathy loss,AD/ADRD,Loss of empathy is an early and progressive symptom of bvFTD that is measurable by IRI informant ratings and can be used to monitor behavior in neuropsychiatry practice and treatment trials.,Empathy loss is a documented symptom of bvFTD.
32484120,No,Alzheimer's disease,AD/ADRD,"In total, 15,742 people with AD dementia and LBD/PDD were included, with 11,019 PwD having completed a first follow-up visit.",Study includes participants with Alzheimer's disease dementia.
32484120,No,Lewy body dementia,AD/ADRD,"In total, 15,742 people with AD dementia and LBD/PDD were included, with 11,019 PwD having completed a first follow-up visit.",Study includes participants with Lewy body dementia.
32484120,No,Parkinson's disease dementia,AD/ADRD,"In total, 15,742 people with AD dementia and LBD/PDD were included, with 11,019 PwD having completed a first follow-up visit.",Study includes participants with Parkinson's disease dementia.
37353780,No,,,,
37322073,No,,,,
37286970,Yes,alcohol consumption,Food,"Infrequent, light, and moderate alcohol consumption were inversely associated with mortality from all causes, CVD, chronic lower respiratory tract diseases, Alzheimer's disease, and influenza and pneumonia.",linked to lower Alzheimer's mortality risk
37286970,Yes,Alzheimer's disease,AD/ADRD,"Compared with lifetime abstainers, current infrequent, light, or moderate drinkers were at a lower risk of mortality from all causes [...] Alzheimer's disease [...] (0.82; 0.80 to 0.85).",mortality risk associated with alcohol consumption
37329227,No,,,,
37256757,No,,,,
36917885,No,,,,
36806992,No,,,,
36600106,No,,,,
36178374,No,Alzheimer's disease (AD),AD/ADRD,"The cohort included patients who had received a discharge register diagnosis of AD (N = 80,540), FTD (N = 1060), or LBD (N = 10,591) between 1998 and 2015.",Alzheimer's disease is a primary focus of the study as an ADRD subtype.
36178374,No,Frontotemporal dementia (FTD),AD/ADRD,"The cohort included patients who had received a discharge register diagnosis of AD (N = 80,540), FTD (N = 1060), or LBD (N = 10,591) between 1998 and 2015.",Frontotemporal dementia is an ADRD subtype analyzed in the study.
36178374,No,Lewy body dementias (LBD),AD/ADRD,"The cohort included patients who had received a discharge register diagnosis of AD (N = 80,540), FTD (N = 1060), or LBD (N = 10,591) between 1998 and 2015.",Lewy body dementias are an ADRD subtype included in the study cohort.
35930316,No,Alzheimer's disease,AD/ADRD,"The disclosure of an Alzheimer's disease diagnosis poses challenges for health care professionals, patients, and their families.",Central focus of the study on diagnostic disclosure.
35852376,No,dementia diagnosis,AD/ADRD,"the odds ratios of having dementia diagnosis are 12% lower if an ED visit patient lives in rural as opposed to an urban area (OR = 0.88, P<.0001).",Directly references dementia diagnosis in healthcare utilization.
35187991,No,,,,
37246215,No,,,,
37221495,No,Alzheimer's disease,AD/ADRD,This article reports a patient with dementia complicated with mental behavior disorder who was treated with repetitive transcranial magnetic stimulation (rTMS) in spite of poor drug response.,Primary focus of the study on Alzheimer's disease.
37221495,No,Behavioral And Psychological Symptoms Of Dementia,AD/ADRD,"Repetitive transcranial magnetic stimulation has a positive effect on cognitive function and Behavioral And Psychological Symptoms Of Dementia, and adverse reactions are inevitable.",Directly mentioned as a target of the intervention.
37189062,No,,,,
37173801,No,,,,
37138290,No,β-amyloid (Aβ),ADRD,We demonstrated that NREM SWA significantly moderates the effect of Aβ status on memory function.,Aβ is a key pathological marker in Alzheimer's disease.
37138290,No,NREM slow wave activity (SWA),ADRD,NREM SWA selectively supported superior memory function in individuals suffering high Aβ burden,NREM SWA is linked to cognitive resilience against Aβ pathology.
37138290,No,Body Mass Index,Food,"This interaction between NREM SWA and Aβ status predicting memory function was significant after correcting for age, sex, Body Mass Index, gray matter atrophy, and previously identified cognitive reserve factors",BMI is a proxy for dietary and metabolic health.
36310536,No,,,,
37144929,No,,,,
36895129,No,,,,
36788058,Yes,selective food intake,Food,Selective food intake and more outdoor exposures were associated with an increased risk of developing AD.,Dietary behavior linked to AD risk.
36788058,Yes,Alzheimer's disease (AD),AD/ADRD,"A Phenome-wide Association and Mendelian Randomization Study for Alzheimer's Disease: A Prospective Cohort Study of 502,493 Participants From the UK Biobank",Primary focus of the study on ADRD.
36576970,No,,,,
36469682,No,Alzheimer's disease and related dementia (ADRD),AD/ADRD,"To investigate how differences in income and education levels may contribute to disparities in incidence of Alzheimer's disease and related dementia (ADRD), we compared ADRD incidence in traditional Medicare claims for 11,132 Black and 7703 White participants aged 65 and over from a predominantly low-income cohort.",Study outcome variable for ADRD incidence.
36469682,No,incident ADRD diagnoses,AD/ADRD,"Based on 2015 incident ADRD diagnoses, Black and White participants had unadjusted incidence rates of 26.5 and 23.2 cases per 1000 person-years, respectively (rate ratio 1.14, 95% CI 1.05-1.25).",Primary ADRD diagnostic measure in the study.
36419201,No,preclinical Alzheimer's disease,AD/ADRD,We investigated the relationship between preclinical Alzheimer's disease (AD) biomarkers and adverse driving behaviors in a longitudinal analysis of naturalistic driving data.,Study focuses on preclinical AD biomarkers and their impact on driving behaviors.
36419201,No,adverse driving behaviors,AD/ADRD,CSF biomarkers predicted the longitudinal trajectory of the incidence of adverse driving behavior.,Adverse driving behaviors linked to preclinical AD progression.
36394262,No,dementia,AD/ADRD,"Communication difficulties are common in people with dementia, and often present from an early stage.","Study focuses on communication interventions for dementia, not Food factors."
36379419,No,,,,
36342454,No,Frontotemporal Dementia,AD/ADRD,This study aims to measure frequency and correlates of initial idiopathic psychiatric diagnosis in a cohort of 147 patients with Frontotemporal Dementia (FTD)-spectrum disorders.,Frontotemporal Dementia is a type of ADRD.
36193827,No,,,,
36055643,No,,,,
35943443,No,,,,
34991360,No,Alzheimer's Disease and AD-Related Dementias (ADRD),ADRD,Many older adults with diabetes (DM) have co-occurring Alzheimer's Disease (AD) and AD-Related Dementias (ADRD).,Study focus on ADRD co-morbidity with diabetes.
34991360,No,DM-AD/ADRD,ADRD,Caregivers (n = 33) of patients with DM-AD/ADRD participated in semi-structured interviews about their caregiver role and perceptions of treatment burden of DM-AD/ADRD management.,Direct reference to ADRD in study population.
37141452,No,,,,
36975746,No,Dementia with Lewy bodies,ADRD,Dementia with Lewy bodies is the second most common type of neurodegenerative dementia in older adults.,Mentioned as a type of neurodegenerative dementia.
36912325,No,,,,
36878098,No,,,,
36527582,Yes,nutrition,Food,"HC participants received personalized coaching from a health coach focusing on nutrition, physical activity, sleep, stress, social engagement, and cognitive activity.",Nutrition is a Food factor addressed in the intervention.
36527582,Yes,Alzheimer's disease and related dementias (ADRD),AD/ADRD,The effectiveness of an HC protocol was evaluated... in a sample of 216 adults... who were at-risk for developing ADRD.,The study explicitly focuses on ADRD risk reduction.
36511519,No,Alzheimer disease spectrum,ADRD,"We studied illusory responses on the Noise Pareidolia Task in 300 participants (38 cognitively impaired LB, 65 cognitively unimpaired LB, 51 Alzheimer disease spectrum [AD-s], 146 controls).",Directly refers to Alzheimer's disease spectrum as a study group.
35393916,No,Alzheimer's disease,AD/ADRD,Alzheimer's disease (AD) sensitivity training includes deficit-focused dementia tours that physically alter sensations.,The disease studied in the training context.
35338450,No,,,,
35229696,No,,,,
34994301,No,,,,
36997907,No,,,,
36208464,No,,,,
36915148,No,,,,
36893045,No,,,,
36450605,No,,,,
36149829,No,,,,
36827791,No,,,,
36473124,No,cognitive resilience,AD/ADRD,"Not all older adults with dementia-related neuropathology in their brains experience cognitive decline or impairment. Instead, some people maintain relatively normal cognitive functioning despite neuropathologic burden, a phenomenon called cognitive resilience.",Describes a key concept in dementia research.
36473124,No,dementia-related neuropathology,AD/ADRD,Not all older adults with dementia-related neuropathology in their brains experience cognitive decline or impairment.,Refers to pathological markers of dementia.
36398491,No,,,,
35727298,No,,,,
35430902,No,,,,
36901204,No,,,,
36904136,No,Mediterranean Diet (MD),Food,"The aim of this case-control study was to assess the dietary intake and habits of Cypriot HD patients, comparing them to gender and age-matched controls, using the Cyprus Food Frequency Questionnaire (CyFFQ) and to assess adherence to the MD by disease outcomes.",Mediterranean Diet (MD) is a food factor studied for its adherence in HD patients.
36904136,No,energy intake (kcal/day),Food,Statistically significant results were obtained for energy intake (kcal/day) (median (IQR): 4592 (3376) vs. 2488 (1917); p = 0.002) from cases and controls.,Energy intake (kcal/day) is a dietary measure compared between HD cases and controls.
36062452,No,,,,
36799057,No,,,,
36323521,No,Mild Behavioral Impairment (MBI),AD/ADRD,MBI status was derived from the Neuropsychiatric Inventory (NPI) using a published algorithm.,MBI is a behavioral construct linked to Alzheimer's risk.
36323521,No,Plasma phosphorylated tau at threonine 181 (p-tau181),AD/ADRD,"Plasma phosphorylated tau at threonine 181 (p-tau181), a well-validated marker of Alzheimer disease (AD) pathologic change, could be a more efficient way to diagnose AD than invasive or expensive biomarkers requiring CSF or PET.",p-tau181 is a biomarker for Alzheimer's pathology.
36323521,No,Neuropsychiatric Inventory (NPI),AD/ADRD,MBI status was derived from the Neuropsychiatric Inventory (NPI) using a published algorithm.,NPI assesses behavioral symptoms in Alzheimer's.
36750799,No,,,,
37118122,No,,,,
36794570,No,,,,
36745453,Yes,Alcohol consumption,Food,The impact of serial changes in alcohol consumption on dementia risk has rarely been investigated to date.,Alcohol consumption is a dietary behavior linked to dementia risk.
36745453,Yes,Mild drinking,Food,"Sustained mild (adjusted hazard ratio [aHR], 0.79; 95% CI, 0.77-0.81) and moderate (aHR, 0.83; 95% CI, 0.79-0.88) drinking were associated with a decreased risk of all-cause dementia.",Mild alcohol consumption is a dietary pattern associated with dementia risk.
36745453,Yes,Moderate drinking,Food,"Sustained mild (adjusted hazard ratio [aHR], 0.79; 95% CI, 0.77-0.81) and moderate (aHR, 0.83; 95% CI, 0.79-0.88) drinking were associated with a decreased risk of all-cause dementia.",Moderate alcohol consumption is a dietary pattern associated with dementia risk.
36745453,Yes,Heavy drinking,Food,"Sustained heavy drinking was associated with an increased risk of all-cause dementia (aHR, 1.08; 95% CI, 1.03-1.12).",Heavy alcohol consumption is a dietary behavior linked to dementia risk.
36745453,Yes,Alzheimer disease (AD),AD/ADRD,"The primary outcome was newly diagnosed AD, VaD, or other dementia.",AD is a specific type of dementia studied in the context of alcohol consumption.
36745453,Yes,Vascular dementia (VaD),AD/ADRD,"The primary outcome was newly diagnosed AD, VaD, or other dementia.",VaD is a specific type of dementia studied in the context of alcohol consumption.
36682958,No,,,,
36610230,No,,,,
36349415,No,,,,
