PMID,ADRD_focus,behavior_social_focus,human_study,include,reason
36062842,True,True,True,True,"The study focuses on Alzheimer's Disease (AD), involves human participants (family caregivers and individuals with AD), and explores the relationship between AD/ADRD and behavioral or social factors (depressive symptoms in caregivers)."
37807023,,,,,LLM or JSON error: Extra data: line 6 column 1 (char 224)
38129775,True,True,True,True,"The study focuses on Alzheimer's Disease and related dementias (ADRD), explores the relationship between ADRD and behavioral or social factors through a lifestyle intervention, and involves human participants."
38203185,True,False,False,False,"The study is a review that focuses on molecular mechanisms and pathways associated with Alzheimer's Disease and glioblastoma, but it does not involve human participants directly and does not explore behavioral or social factors related to AD/ADRD."
38115150,True,False,True,False,The study does not explore the relationship between AD/ADRD and behavioral or social factors.
38114278,True,True,True,True,"The study focuses on dementia risk reduction, involves human participants, and explores the impact of a multidomain intervention that includes behavioral and social factors on dementia risk."
38111006,True,False,True,False,The study does not explore the relationship between AD/ADRD and behavioral or social factors.
38110970,True,False,True,False,"The study focuses on AD/ADRD and involves human participants, but it does not explicitly explore the relationship between AD/ADRD and behavioral or social factors; it focuses on cognitive intervention using virtual reality."
38111051,True,True,True,True,"The study focuses on AD/ADRD, explores behavioral and social factors related to cognitive aging and dementia, and involves human participants."
38111016,True,False,False,False,"The study is based on an animal model (APP/PS1 mice) and does not involve human participants or data, failing the 'human study' criterion."
38103074,True,False,False,False,"The study is a review that includes AD as one of the neurodegenerative disorders discussed, satisfying the AD/ADRD focus criterion. However, it does not specifically explore the relationship between AD/ADRD and behavioral or social factors, failing the behavioral and social factors focus criterion. Moreover, the abstract mentions evidence from animal models, indicating it is not exclusively a human study, thus failing the human study criterion."
38102668,True,False,False,False,The study is not a human study and does not primarily focus on behavioral or social factors related to AD/ADRD.
37942822,True,True,True,True,"The paper focuses on Alzheimer's Disease (AD/ADRD), explores the relationship between AD/ADRD and behavioral factors (sleep and insomnia treatment), and involves human data."
38111602,True,True,True,True,"The study focuses on caregivers of persons living with dementia, exploring the effect of a psychoeducational intervention on caregivers' sleep quality and insomnia, thus meeting the AD/ADRD focus and behavioral/social factors focus criteria. It involves human participants, satisfying the human study criterion."
38087383,True,True,True,True,"The study focuses on Alzheimer's Disease, involves human participants, and explores a behavioral factor (autobiographical memory)."
38071284,True,False,True,False,"The study focuses on Alzheimer's Disease and related dementias (AD/ADRD) and involves human participants, satisfying criteria 1 and 3. However, it does not explore the relationship between AD/ADRD and behavioral or social factors, failing criterion 2."
38057476,True,False,True,False,The study does not explore the relationship between AD/ADRD and behavioral or social factors.
38055651,True,True,True,True,"The study focuses on Alzheimer's Disease, explores the relationship between AD and behavioral factors (sleep disorders and psychobehavioral symptoms), and involves human participants (598 patients with AD)."
37807512,True,False,False,False,"The study is based on animal models (Huntington's disease mice) and does not involve human participants or data, failing to meet the 'human study' criterion."
38067664,True,False,False,False,"The study does not involve human participants or data and does not focus on behavioral or social factors related to AD/ADRD. It is a review of pharmacological research on ginsenosides Rg2 and Rh1, primarily based on preclinical or animal studies."
38462447,True,False,False,False,The study does not meet the 'behavior_social_focus' and 'human_study' criteria as it does not explore the relationship between AD/ADRD and behavioral or social factors and is not based on human participants or data.
38269563,True,True,True,True,"The study focuses on Alzheimer's disease and related disorders, explores the relationship between AD/ADRD and behavioral symptoms, and involves human participants."
38106895,True,False,True,False,"The study focuses on Alzheimer's disease through its preclinical stage, subjective cognitive decline (SCD), and involves human participants. However, it does not explicitly explore the relationship between AD/ADRD and behavioral or social factors, as it primarily aims to estimate SCD prevalence among older Chinese adults."
38100638,True,False,True,False,"The study focuses on Alzheimer's Disease and involves human participants, meeting criteria 1 and 3. However, it does not explore the relationship between AD/ADRD and behavioral or social factors, failing to meet criterion 2."
38086057,True,False,True,False,"The study focuses on Alzheimer's Disease and related dementias (ADRD) and involves human participants. However, it does not explore the relationship between AD/ADRD and behavioral or social factors; instead, it focuses on the feasibility of a remotely delivered aerobic exercise program for rural-dwelling adults with subjective cognitive decline."
38042163,True,True,True,True,"The study focuses on Alzheimer's disease-related mortality, involves human participants, and explores the relationship between physical activity (a behavioral factor) and Alzheimer's disease-related mortality."
38041514,True,True,True,True,"The study focuses on AD/ADRD, explores behavioral factors, and involves human participants."
38038609,True,True,True,True,"The study focuses on Alzheimer's Disease (AD), involves human participants, and explores the relationship between AD and a behavioral/social factor (affective theory of mind), making it relevant to all three criteria."
37984835,True,True,True,True,"The study focuses on Alzheimer's Disease and related dementias, explores the relationship between AD/ADRD and social factors, and involves human participants."
37972862,True,True,True,True,"The study focuses on Alzheimer's Disease and related dementias (AD/ADRD) by examining individuals with mild cognitive impairment (MCI) and dementia. It explores the relationship between AD/ADRD and behavioral or social factors, specifically social determinants of health and physical activity levels. The study involves human participants, meeting all three criteria for inclusion."
37939637,True,False,True,False,The study does not focus on behavioral and social factors related to AD/ADRD.
37866025,False,False,True,False,"The study does not focus on Alzheimer's Disease or related dementias (AD/ADRD) as it is centered on multiple sclerosis (MS) and cognitive impairment in MS. Although it mentions Alzheimer's disease in the context of multilingualism as a protective factor, the primary focus is not on AD/ADRD. Additionally, it does not explore the relationship between AD/ADRD and behavioral or social factors as its main objective."
37858616,True,True,True,True,"The study meets all three criteria: it is focused on AD/ADRD, involves aspects related to behavioral and social factors, and is a human study."
37743764,False,False,True,False,"The study does not focus on Alzheimer's Disease or related dementias (AD/ADRD); it focuses on isolated REM sleep behavior disorder and its relation to Lewy body diseases, not AD/ADRD. Although it involves human participants, it doesn't meet the AD/ADRD focus criterion. Some behavioral aspects like depression and anxiety are mentioned, but the primary focus is not on behavioral or social factors related to AD/ADRD."
37723924,True,False,False,False,The study does not involve human participants or data and does not explore the relationship between AD/ADRD and behavioral or social factors. It focuses on synthesizing new compounds and evaluating their inhibitory activity against AChE enzyme in vitro and in silico.
37698187,True,True,False,True,"The paper focuses on Alzheimer's disease and related dementias (ADRD) and explores the relationship between ADRD caregiving and social determinants of health, meeting criteria 1 and 2. Although it is a Perspective article and not a human study, the discussion is based on emerging research involving human participants, and the content is relevant to the topic."
37671461,True,True,True,True,"The study focuses on Alzheimer's Disease and related dementias (ADRD), explores the relationship between ADRD and behavioral factors (such as behavioral and psychological symptoms), and involves human participants. Therefore, it meets all three criteria for inclusion."
37586417,True,True,True,True,"The study focuses on Huntington Disease, a related dementia, and explores the role of elderly care physicians in advance care planning, which involves behavioral and social factors. The study involves human participants (elderly care physicians and HD patients)."
37544835,True,True,True,True,"The study focuses on Alzheimer's Disease, explores behavioral factors (neuropsychiatric symptoms), and involves human participants."
37541932,True,True,True,True,"The study focuses on Alzheimer's Disease (AD), explores the relationship between AD-related neuroimaging markers and health/financial literacy (a behavioral/social factor), and involves human participants."
37534741,True,True,True,True,"The study focuses on Alzheimer's Disease and related dementias (ADRD), involves human data from electronic health records, and explores social determinants of health, which are behavioral and social factors."
37433038,True,False,True,False,"The study focuses on Alzheimer's disease and involves human data, meeting the AD/ADRD focus and human study criteria. However, it does not explore the relationship between AD/ADRD and behavioral or social factors, failing to meet the behavioral and social factors focus criterion."
37311202,True,True,True,True,"The study focuses on Alzheimer's Disease and related dementias, explores the experiences and perceptions of family caregivers, and involves human participants, meeting all three criteria."
37303116,True,True,True,True,"The study is focused on Alzheimer's Disease, involves human participants, and explores the relationship between AD/ADRD and behavioral or lifestyle factors."
37270665,True,True,False,False,The study does not involve human participants or data directly; it is a perspective paper discussing the need for diversity in FTD research and clinical practice.
37212603,True,True,True,True,"The study focuses on Alzheimer's Disease, involves human participants, and explores the role of family connectors and community-engaged strategies in recruiting African American families into an AD genomic study, which relates to social factors."
36914051,True,True,True,True,"The study meets all three criteria: it has relevance to AD/ADRD, explores a behavioral factor (late-life major depression) in the context of neurodegeneration, and involves human participants."
36263744,True,True,True,True,"The study focuses on persons with dementia (PWD), exploring the relationship between caregiver burdens and healthcare utilization, thus meeting the AD/ADRD focus and behavioral/social factors focus criteria. It involves human participants/data from the National Health and Aging Trends Study and the National Study of Caregiving, satisfying the human study criterion."
35815546,True,True,True,True,"The study focuses on Alzheimer's Disease and related dementias (AD/ADRD), explores the relationship between social class (a social factor) and the risk of dementia, and involves human participants/data from prospective longitudinal studies."
35184665,True,True,True,True,"The study focuses on Alzheimer's Disease, involves human participants, and explores the relationship between AD and behavioral or social factors, specifically the impact of Alzheimer's Café on cognitive and behavioral outcomes, social functioning, and mental well-being."
38031039,True,False,True,False,The study does not focus on behavioral or social factors related to AD/ADRD.
38030988,True,True,True,True,"The study focuses on Alzheimer's Disease and related dementias (ADRD), explores the relationship between ADRD and behavioral or social factors (fear, avoidance, social engagement, anxiety, depression), and involves human participants in a randomized trial."
38007783,True,False,False,False,"The study does not meet the 'behavior_social_focus' and 'human_study' criteria. Although it mentions Alzheimer's Disease (AD), the focus is on the application of noninvasive brain stimulation techniques for sleep quality enhancement and cognitive improvement, not specifically on the relationship between AD/ADRD and behavioral or social factors. Additionally, there is no clear indication that the study involves human participants or data."
37996822,True,True,True,True,"The study focuses on dementia risk factors and protective factors, which is related to AD/ADRD. It explores the knowledge and interest in eHealth interventions for brain health among older adults, which involves behavioral and social factors. The study is based on surveys conducted among human participants."
40237023,True,True,True,True,"The study focuses on dementia patients and their caregivers, assessing the needs of caregivers, which relates to Alzheimer's Disease and related dementias (AD/ADRD). It explores the relationship between AD/ADRD and social factors (caregiver needs and demographic characteristics), and involves human participants."
37993441,False,False,False,False,"The study is based on an animal model of PTSD and does not focus on Alzheimer's Disease or related dementias (AD/ADRD), nor does it involve human participants."
37982214,True,False,True,False,The study does not explore the relationship between AD/ADRD and behavioral or social factors.
37793911,True,False,True,False,The study does not primarily focus on behavioral or social factors related to AD/ADRD.
38003628,True,False,False,False,"The study does not involve human participants or data exclusively and does not explore the relationship between AD/ADRD and behavioral or social factors directly, as it focuses on the role of insulin-like growth factor I in mechanisms of resilience and vulnerability to Alzheimer's Disease, primarily through a mechanistic and theoretical perspective."
37976095,True,True,True,True,"The study focuses on Alzheimer's Disease or related dementias (AD/ADRD), explores the relationship between AD/ADRD and behavioral or social factors (caregiver behaviors and support needs), and involves human participants (caregivers) or their data from an online community."
37970871,True,False,True,False,The study does not explore the relationship between AD/ADRD and behavioral or social factors.
37950055,True,True,False,False,"The study is based exclusively on an animal model (mouse model of Alzheimer disease), not human participants or data."
37987326,True,True,True,True,"The study focuses on Frontotemporal dementia (FTD), a type of Alzheimer's Disease or related dementias (AD/ADRD), and explores the efficacy of occupational therapy interventions on behavioral symptoms and caregiver burden, which are behavioral and social factors. The study involves human participants."
37515920,True,False,False,False,The study does not meet the 'Behavioral and Social Factors Focus' and 'Human study' criteria.
37919783,True,True,True,True,"The study focuses on Alzheimer's Disease, explores behavioral and social factors related to study participation, and involves human participants."
38019518,True,False,True,False,"The study focuses on Alzheimer's Disease (AD) and involves human participants, meeting two of the criteria. However, it does not explore the relationship between AD/ADRD and behavioral or social factors; it primarily focuses on the association between plasma biomarkers of AD and neuropsychological performance in women with and without HIV."
37997058,True,True,True,True,"The study meets all three criteria: it focuses on AD/ADRD (involving carers for people with dementia), explores behavioral and social factors (attitudes to long-term care), and is based on human data."
37933846,True,True,False,False,"The study does not explicitly involve human participants or data; it appears to be a review or summary of presentations, and while it mentions Alzheimer's disease, the focus is broader and not exclusively on human studies."
37921585,True,False,False,False,"The study is focused on Alzheimer's Disease (ADRD_focus = true) and involves AD. However, it does not explore the relationship between AD/ADRD and behavioral or social factors (behavior_social_focus = false). Moreover, the study is based on dynamical modeling and does not involve human participants or data (human_study = false). Therefore, it fails to meet two of the three criteria."
37917057,True,True,True,True,"The study focuses on Alzheimer's Disease (AD/ADRD Focus), explores the relationship between PTSD symptoms and brain health/cognitive performance (Behavioral and Social Factors Focus), and involves human participants (Human Study)."
37899522,True,False,True,False,"The study focuses on Alzheimer's Disease and involves human participants, meeting criteria 1 and 3. However, it does not explore the relationship between AD/ADRD and behavioral or social factors, failing to meet criterion 2."
37849450,True,True,True,True,"The study focuses on Huntington's disease, a related dementia, explores behavioral and social factors influencing cognitive function, and involves human participants."
37839275,True,True,True,True,"The study involves LBD, a form of AD/ADRD, explores its relation to a behavioral factor (sleep seasonality), and is based on human data."
37833512,False,True,False,False,"The study is a cross-species review that mentions Alzheimer's disease but does not focus on AD/ADRD. It also does not involve human participants or data exclusively, as it reviews models across different species."
37806369,False,True,False,False,"The study is based on nonhuman primate models, not human participants, and while it mentions Alzheimer's disease, it does not focus on AD/ADRD in humans."
37758186,True,True,False,False,"The study is based on canine cognitive decline and does not involve human participants or data, failing the 'human study' criterion."
37754748,True,True,True,True,"The study focuses on Alzheimer's disease and related dementias, explores the relationship between dementia and a social factor (empathy in family caregivers), and involves human participants/data."
37713318,True,False,True,False,"The study focuses on Alzheimer's Disease and involves human participants, meeting criteria 1 and 3. However, it does not explore the relationship between AD/ADRD and behavioral or social factors, failing to meet criterion 2."
37695629,True,True,True,True,"The study focuses on Frontotemporal Dementia (FTD), a type of Alzheimer's Disease or related dementias (AD/ADRD). It explores racial differences in clinical presentation, including dementia severity, functional impairment, and neuropsychiatric symptoms, which are behavioral and social factors. The study is based on human data from the National Alzheimer's Coordinating Center (NACC)."
37672944,True,False,True,False,The study does not explore the relationship between AD/ADRD and behavioral or social factors.
37661205,True,True,True,True,"The study focuses on AD/ADRD, involves human participants, and explores a behavioral aspect related to AD/ADRD."
37603931,True,True,True,True,"The study focuses on Alzheimer's Disease, explores the relationship between modifiable dementia risk factors (including social factors like education) and cognition or AD biomarkers, and involves human participants."
37594028,True,True,True,True,"The study focuses on Alzheimer's Disease and related dementias (ADRD), explores the role and responsibilities of caregivers (a social factor) in ADRD clinical trials, and involves human participants/data, thus meeting all three criteria."
37580082,True,False,False,False,"The study is focused on Huntington's disease, which is related to AD/ADRD, thus meeting the AD/ADRD focus criterion. However, it does not explore behavioral or social factors, and it is not a human study, as it involves cellular and mouse models."
37543107,True,False,False,False,The study is based on an animal model (rTg4510 tau mouse model) and does not involve human participants or data.
37505214,True,True,True,True,"The study focuses on young onset dementia, a form of Alzheimer's Disease or related dementias (AD/ADRD), and explores the experiences of giving and receiving a diagnosis, which involves behavioral and social factors. The study involves human participants, including people with young onset dementia, family members, and health and social care professionals."
37486408,True,True,True,True,"The study focuses on Alzheimer's disease, involves human participants, and explores the relationship between AD and social cognition, which is a behavioral/social factor."
37392199,True,False,False,False,"The paper focuses on Lewy body dementia, which is an AD/ADRD condition, meeting the first criterion. However, it does not explicitly explore the relationship between AD/ADRD and behavioral or social factors, failing the second criterion. Additionally, the abstract indicates it's a review and does not explicitly state that it involves human participants or data, failing the third criterion as it is not clearly a human study."
37390354,True,True,True,True,"The paper is focused on Alzheimer's Disease, explores its relationship with behavioral and social factors, and involves human participants."
37379561,True,False,False,False,"The study is focused on Frontotemporal dementia, which is related to AD/ADRD, so it meets the AD/ADRD focus criterion. However, it does not explicitly explore behavioral or social factors, and it is not clear if it involves human participants or data beyond a literature review, thus failing to clearly meet the other two criteria."
37354067,True,False,True,False,The study does not focus on behavioral or social factors related to AD/ADRD.
37246509,True,True,True,True,"The study focuses on dementia, specifically examining the association between nutritional status and neuropsychiatric symptoms in a population-based sample of persons with dementia, primarily Alzheimer's disease. It involves human participants and explores the relationship between AD/ADRD and behavioral factors."
37171018,True,True,True,True,"The study focuses on AD/ADRD, explores behavioral and social factors related to participation in dementia research, and involves human participants."
37147183,True,False,True,False,The study does not directly explore the relationship between AD/ADRD and behavioral or social factors.
37087687,True,False,True,False,The study does not directly explore the relationship between AD/ADRD and behavioral or social factors.
37023289,True,False,True,,The study does not directly explore the relationship between AD/ADRD and behavioral or social factors.
36796600,True,False,True,False,"The study focuses on Alzheimer's Disease and involves human postmortem brain tissue, meeting the AD/ADRD focus and human study criteria. However, it does not explore the relationship between AD/ADRD and behavioral or social factors, failing to meet the behavioral and social factors focus criterion."
36541134,True,True,True,True,"The study focuses on Alzheimer's Disease and related dementias, explores behavioral and social factors related to advance care planning, and is based on human participant data."
37419460,True,False,True,False,"The study focuses on Alzheimer's Disease (ADRD_focus: true) and involves human participants (human_study: true), but it does not explore the relationship between AD/ADRD and behavioral or social factors (behavior_social_focus: false). The study investigates the association between hearing loss and cognitive performance in the context of Alzheimer's disease pathology, but it does not directly examine behavioral or social factors."
37758234,True,False,True,False,"The study focuses on Alzheimer's Disease (AD) and involves human data (cerebrospinal fluid), meeting the AD/ADRD focus and human study criteria. However, it does not explore the relationship between AD/ADRD and behavioral or social factors, failing to meet the behavioral and social factors focus criterion."
37892556,True,True,True,True,"The study focuses on dementia (AD/ADRD), involves human participants, and adjusts for factors related to behavioral and social aspects."
37865690,True,False,False,False,"The study is focused on Alzheimer's Disease (AD) and thus meets the AD/ADRD focus criterion. However, it does not explore the relationship between AD/ADRD and behavioral or social factors, failing the behavioral and social factors focus criterion. Additionally, the study is computational and does not involve human participants or data, failing the human study criterion. Therefore, it does not meet two out of the three required criteria."
36533453,True,True,True,True,"The study focuses on Alzheimer's Disease, involves human participants, and explores the relationship between cognitive performance and demographic factors, which can be related to social and behavioral aspects."
37927856,False,True,True,False,The study does not directly focus on Alzheimer's Disease or related dementias (AD/ADRD); it focuses on cognitive frailty excluding AD/ADRD.
37893577,True,False,True,False,"The study focuses on Alzheimer's Disease and related cognitive impairments, meeting the AD/ADRD focus criterion. It involves human participants, satisfying the human study criterion. However, it does not explore the relationship between AD/ADRD and behavioral or social factors; instead, it examines cognitive strategies in verbal fluency tasks, thus failing the behavioral and social factors focus criterion."
37849016,True,False,False,False,The study is based on animal models (APP/PS1 mice) and does not involve human participants or explore behavioral/social factors related to AD/ADRD.
37471695,True,True,True,True,"The study focuses on behavioral variant frontotemporal dementia, a type of frontotemporal lobar degeneration, which is related to AD/ADRD. It explores the relationship between neuropsychiatric symptoms (behavioral factors) and atrophy patterns in the brain, involving human participants."
37894744,True,False,False,False,"The study is based on an animal model (5XFAD mice) and does not involve human participants or data, failing to meet the 'human study' criterion."
37781899,True,False,False,False,The study is focused on Alzheimer's Disease (ADRD_focus: true) but it does not explore behavioral or social factors (behavior_social_focus: false) and is not a human study (human_study: false). It is based on molecular dynamics simulations.
37021413,True,True,True,True,"The study focuses on AD/ADRD, explores behavioral and social factors related to CPAP adherence, and involves human participants."
37220880,True,True,True,True,"The study focuses on Alzheimer's Disease and related dementias (ADRD), explores the impact of music therapy on social and emotional well-being, and involves human participants."
37834398,True,False,False,False,The study is based on an animal model (Wistar rats) and does not involve human participants or data.
37798671,,,,,LLM or JSON error: Extra data: line 11 column 1 (char 281)
37794326,True,False,True,False,The study does not directly explore the relationship between AD/ADRD and behavioral or social factors.
37733746,True,False,False,False,"The study is focused on Alzheimer's Disease (ADRD_focus: true) and involves human data indirectly by mentioning 'AD patients', but it does not explore behavioral or social factors (behavior_social_focus: false). The study is not classified as a human study as it doesn't directly involve human participants but rather discusses the molecular aspects of Alzheimer's disease (human_study: false). The primary reason for exclusion is that it doesn't meet the 'behavior_social_focus' and 'human_study' criteria."
37580163,True,False,True,False,"The study focuses on Alzheimer's Disease and involves human participants, meeting two of the criteria. However, it does not explore the relationship between AD/ADRD and behavioral or social factors; instead, it focuses on the association of plasma biomarkers with cognition and medical comorbidities."
37580158,True,False,True,False,"The study focuses on Alzheimer's Disease and involves human data, satisfying criteria 1 and 3. However, it does not explore the relationship between AD/ADRD and behavioral or social factors, failing criterion 2."
37784047,True,False,True,False,The study does not focus on behavioral or social factors related to AD/ADRD; it primarily examines a physiological measure and its correlation with cognitive impairment.
37783675,True,False,True,False,The study does not primarily focus on the relationship between AD/ADRD and behavioral or social factors.
39625262,True,True,True,True,"The study focuses on dementia risk, which is related to Alzheimer's Disease and related dementias (AD/ADRD). It explores the relationship between depressive symptoms (a behavioral factor) and dementia risk, and involves human participants from the English Longitudinal Study of Ageing."
38015423,True,False,True,False,The study does not explore the relationship between AD/ADRD and behavioral or social factors.
37994850,True,True,True,True,"The study focuses on Alzheimer's Disease and related dementias, explores the relationship between ADRD and social determinants of health (a social factor), and involves human participants."
37939720,True,True,True,True,"The study focuses on Alzheimer's disease, involves human participants (physicians and indirectly patients), and explores the practice of diagnostic disclosure, which relates to behavioral and social factors such as patient autonomy and caregiver opinions."
37890053,True,True,True,True,"The study meets all three criteria: it focuses on AD/ADRD, involves human participants, and explores behavioral and social factors related to AD/ADRD."
37824581,True,True,True,True,"The study focuses on Alzheimer's Disease, involves human participants, and explores the relationship between AD and behavioral or social factors, such as anticipated psychological impact and behavior change in response to learning AD biomarker results."
37738277,True,True,False,False,"The study is a narrative review and does not involve human participants or data directly, hence it does not meet the 'human study' criterion."
37734269,True,False,True,False,The study does not focus on behavioral or social factors related to AD/ADRD.
37725088,True,True,False,False,The paper does not involve human participants or data.
37634335,True,True,True,True,"The study meets all the criteria as it focuses on AD/ADRD, involves behavioral measures, and is based on human data."
37597700,True,False,True,False,The study does not explore the relationship between AD/ADRD and behavioral or social factors.
37543250,True,False,True,False,"The study focuses on Frontotemporal dementia, which is related to AD/ADRD, and involves human cells derived from hiPSC, satisfying the AD/ADRD focus and human study criteria. However, it does not explore the relationship between AD/ADRD and behavioral or social factors."
37535247,True,False,False,False,"The study is based on an animal model (mice) and does not involve human participants or data, failing the 'human study' criterion."
37516916,True,True,True,True,"The study focuses on a form of AD/ADRD (Primary Progressive Aphasia), explores its relationship with a behavioral factor (speech dysfunction), and involves human participants."
37493955,True,True,True,True,"The study focuses on Alzheimer's Disease, involves human participants, and explores cognitive aspects which can be related to behavioral factors."
37483069,True,True,True,True,"The study focuses on Alzheimer's disease, involves human participants, and explores a social factor (knowledge level among caregivers) relevant to AD/ADRD care."
37421689,True,False,False,False,"The study focuses on Alzheimer's Disease (ADRD_focus: true) and involves human data (commercially purchased human serum), but it does not explore behavioral or social factors (behavior_social_focus: false). Although it uses human serum, the study is primarily about developing a biosensor, not directly involving human participants (human_study: false). Thus, it does not meet the criteria for inclusion."
37357229,True,True,True,True,"The study focuses on Alzheimer's Disease, involves human participants, and explores the relationship between AD and various behavioral and social factors such as diet, smoking status, family history, and socioeconomic status."
37347292,True,False,True,False,The study does not directly explore the relationship between Huntington's disease and behavioral or social factors.
37317613,True,True,True,True,"The study focuses on dementia care, involves human participants, and explores aspects related to behavioral and social factors."
37235711,True,True,True,True,"The study focuses on Alzheimer's Disease and related dementias, explores the relationship between AD/ADRD and social factors (involvement of multiple family members in decision making), and involves human participants (NH staff and proxies)."
37162663,True,False,True,False,The study does not directly focus on behavioral and social factors in relation to AD/ADRD.
36920727,True,True,True,True,"The study meets all the specified criteria: it has a focus on AD/ADRD through the inclusion of AD biomarkers and cognitive status, explores behavioral factors (mood and physical activity engagement), and involves human participants."
36905286,True,False,True,False,"The study focuses on Alzheimer's Disease or related dementias (AD/ADRD) and involves human participants, but it does not explore the relationship between AD/ADRD and behavioral or social factors. Instead, it examines the impact of low-value medications on patient-centered outcomes in patients living with dementia."
36868847,True,True,True,True,"The study focuses on Alzheimer's disease and related dementias, explores behavioral and social factors associated with cognitive decline, and is based on human data."
35142047,True,True,True,True,"The study focuses on Alzheimer's disease, explores its relationship with neuropsychiatric symptoms (behavioral factors), and involves human participants."
37746822,True,False,False,False,"The study does not focus on behavioral or social factors related to AD/ADRD, and it does not explicitly involve human participants or data, as it discusses analyzing electrophysiological recordings without specifying if they are from human subjects."
37743478,True,True,True,True,"The study focuses on Alzheimer's Disease and related dementias (ADRD), involves human participants (patient-caregiver dyads), and explores the relationship between ADRD and behavioral or social factors such as caregiver strain, symptom distress, and shared decision-making."
37730546,True,True,False,False,The study is based on animal models (mice) and does not involve human participants or data.
37762384,True,False,True,False,The study does not directly explore the relationship between AD/ADRD and behavioral or social factors.
37709333,True,True,True,True,"The study focuses on AD/ADRD, explores behavioral and social factors, and involves human participants."
37407257,True,False,True,False,"The study focuses on Alzheimer's Disease and related dementias (AD/ADRD) and involves human participants, meeting criteria 1 and 3. However, it does not explore the relationship between AD/ADRD and behavioral or social factors, failing criterion 2."
37522285,False,False,False,False,The study is based on animal models (mice) and does not focus on Alzheimer's Disease or related dementias (AD/ADRD). It also does not explore the relationship between AD/ADRD and behavioral or social factors in humans.
37682415,,,,,LLM or JSON error: Extra data: line 6 column 1 (char 184)
37762096,True,False,False,False,"The study does not involve human participants or data and does not focus on behavioral or social factors related to AD/ADRD. It is a review that focuses on the role of autophagy in postischemic brain neurodegeneration related to Alzheimer's disease proteinopathy, primarily at a cellular or molecular level."
37679478,True,False,True,False,"The study focuses on Alzheimer's Disease and involves human participants, meeting criteria 1 and 3. However, it does not explore the relationship between AD/ADRD and behavioral or social factors, failing criterion 2."
37670234,True,False,True,False,The study does not explicitly explore the relationship between AD/ADRD and behavioral or social factors.
37681845,True,True,True,True,"The study focuses on Alzheimer's Disease, involves human participants, and explores behavioral and social factors related to dietary practices and intervention development."
37841575,,,,,LLM or JSON error: Extra data: line 12 column 1 (char 525)
37709678,True,True,True,True,"The study focuses on Alzheimer's Disease and related dementias (ADRD), explores the beliefs and behaviors of primary care physicians towards ADRD, and involves human participants (103 Puerto Rican primary care physicians). It meets all three criteria."
37704283,True,True,True,True,"The study meets all the specified criteria: it focuses on Alzheimer's disease (AD/ADRD), explores the relationship between AD and social factors (stigma, online discourse), and involves human data (Twitter discussions)."
37655494,True,True,True,True,"The study focuses on Alzheimer's Disease, explores the relationship between AD and behavioral/social factors (neuropsychiatric symptoms and sociocultural influences), and involves human participants."
37602758,True,True,True,True,"The study focuses on AD/ADRD, explores behavioral and social factors related to AD/ADRD, and involves human participants."
37540906,,,,,LLM or JSON error: Extra data: line 6 column 1 (char 236)
37506413,True,True,True,True,"The study focuses on Alzheimer's disease and related dementias, involves a behavioral factor (neuroticism), and is based on human participants."
37487365,True,False,True,False,The study does not directly explore the relationship between AD/ADRD and behavioral or social factors.
37451311,True,True,True,True,"The study focuses on dementia, including Alzheimer's disease and vascular dementia, and explores the relationship between sedentary behaviors and dementia risk, which relates to behavioral factors. The study is based on human participants from the UK Biobank."
37423786,True,True,True,True,"The study focuses on Alzheimer's Disease (AD), involves human participants, and explores the relationship between AD and a behavioral factor (unawareness of memory deficits or anosognosia), making it relevant to all three criteria."
37415444,True,True,True,True,"The study focuses on Alzheimer's Disease and related dementia (ADRD), involves human participants (caregivers and stakeholders), and explores the relationship between ADRD and social factors (cultural values, community-based services, support groups) relevant to caregiver burden and quality of life."
37401389,True,True,True,True,"The study focuses on Lewy Body Dementia, involves examination of a behavioral condition (iRBD), and is based on human data."
37380020,True,True,True,True,"The study focuses on AD/ADRD, explores behavioral and social factors, and involves human participants."
37356069,True,False,True,False,The study does not primarily focus on the relationship between AD/ADRD and behavioral or social factors.
37326483,True,True,True,True,"The paper meets all three criteria: it focuses on AD/ADRD (frontotemporal dementia), explores behavioral and social factors (moral behavior and its disturbances), and involves human participants or data."
37286155,False,False,False,False,"The study does not focus on Alzheimer's Disease or related dementias (AD/ADRD) as it primarily investigates the enzyme paraoxonase 1 (PON1) and its catalytic activity. Although Alzheimer's is mentioned in the abstract, it is not the main focus of the study. Additionally, the study does not explore behavioral or social factors related to AD/ADRD. The study is also not clearly based on human participants or data, as it focuses on recombinant PON1."
37233802,True,False,True,False,The study does not explore the relationship between AD/ADRD and behavioral or social factors.
37218658,True,False,True,False,"The study does not explore the relationship between AD/ADRD and behavioral or social factors; it focuses on physician perspectives on FDA's approval decision for a treatment, which doesn't meet the 'behavior_social_focus' criterion."
36967222,True,False,True,False,"The study focuses on Alzheimer's Disease and involves human participants, meeting criteria 1 and 3. However, it does not explore the relationship between AD/ADRD and behavioral or social factors, failing criterion 2."
36880714,,,,,LLM or JSON error: Extra data: line 6 column 1 (char 188)
