PMID,Llama4_ADRD_focus,Llama4_behavior_social_focus,Llama4_human_study,Llama4_include,Llama4_reason,Qwen3_ADRD_focus,Qwen3_behavior_social_focus,Qwen3_human_study,Qwen3_include,Qwen3_reason
28202372,False,False,False,False,"The paper does not focus on Alzheimer's Disease or related dementias (AD/ADRD) as it primarily discusses Parkinson's disease. It also does not explicitly involve human participants or data, and does not explore the relationship between AD/ADRD and behavioral or social factors.",False,False,False,False,"The paper primarily focuses on Parkinson's disease and gut microbiota, with only a passing mention of Alzheimer's disease in the context of other neurological disorders. It does not focus on AD/ADRD as a primary subject. The study is a review that does not specifically investigate behavioral or social factors related to AD/ADRD, nor does it involve human participants or data directly. Therefore, it fails all three criteria."
28202696,,,,,LLM or JSON error: Extra data: line 6 column 1 (char 176),True,True,True,True,"The study focuses on Huntington disease, which is listed as an ADRD. It examines behavioral factors (tobacco and alcohol consumption) in relation to cancer risk in these patients, fulfilling the behavioral and social factors criterion. The study involves human participants from university hospitals in France, meeting the human study requirement. Therefore, all three criteria are satisfied."
28209520,True,True,True,True,"The study focuses on neurodegenerative diseases including Alzheimer's disease and frontotemporal dementia, explores the relationship between these diseases and behavioral/social factors such as empathy, and involves human participants.",True,True,True,True,"The study includes patients with Alzheimer's disease and other neurodegenerative disorders that are part of the AD/ADRD spectrum (e.g., bvFTD, svPPA, nfvPPA), satisfying the AD/ADRD focus. It examines empathy—a behavioral and social factor—specifically affect sharing and prosocial motivation—using informant-reported measures, thus addressing behavioral and social aspects related to AD/ADRD. The study involves human participants (patients and controls) with neuroimaging and behavioral data, confirming it is a human study. All three criteria are met."
28211810,True,False,False,False,"The study does not meet the 'behavior_social_focus' and 'human_study' criteria as it primarily focuses on neurotransmitters research using cell and mouse models of AD, with only a mention of updating the status of clinical trials.",True,False,False,False,"While the paper focuses on Alzheimer's disease (AD), fulfilling the AD/ADRD criterion, it does not meet the behavioral and social factors focus, as it centers on neurotransmitter therapeutics and preclinical models. Additionally, it fails the human study criterion because the research described is based on cell and mouse models, and although clinical trials are mentioned, the study itself does not involve human participants or human data as the primary focus."
28215162,True,False,True,False,The study does not primarily focus on behavioral and social factors related to AD/ADRD.,True,False,False,False,"While the paper mentions Alzheimer's Disease as part of the neurodegenerative diseases related to the gut-brain axis, the primary focus is on bioactive lipids and their role in inflammation, pain, and CNS diseases through animal models. The study does not focus on behavioral or social factors related to AD/ADRD, and it is not a human study, as it references murine and rat models. Therefore, it fails to meet two of the three criteria."
28215899,True,True,True,True,"The study focuses on Alzheimer Disease (AD), involves human participants, and explores the relationship between AD and behavioral factors (agitation behaviors).",True,True,True,True,"The study focuses on Alzheimer disease (AD), a core AD/ADRD condition. It investigates agitation behaviors, which are behavioral symptoms relevant to AD, thus meeting the behavioral and social factors criterion. The study involves human participants (88 outpatients with AD), satisfying the human study requirement. Therefore, all three criteria are met and the paper is included."
28222513,True,True,True,True,"The study focuses on patients with dementia and neuropsychiatric symptoms, exploring the effectiveness and tolerability of electroconvulsive therapy, which meets the criteria for AD/ADRD focus and behavioral and social factors focus. The study involves human participants, meeting the human study criterion.",True,True,True,True,"The study focuses on dementia, including various types, which falls under AD/ADRD. It examines neuropsychiatric symptoms (e.g., aggression, agitation), which are behavioral aspects of dementia, thus meeting the behavioral focus criterion. The study involves human participants, as it is a retrospective review of clinical records of 25 patients with dementia. Therefore, all three criteria are satisfied."
28225193,True,False,False,False,The study is based on a transgenic model of Dementia with Lewy Bodies (DLB) and involves human neural progenitor cells but is not a human study. It focuses on AD/ADRD but does not explore behavioral or social factors.,True,False,False,False,"The study focuses on Dementia with Lewy Bodies (DLB), which is a related dementia (AD/ADRD focus = true). However, the study is conducted in a transgenic mouse model, not humans (human_study = false), and it investigates neural progenitor transplantation and its effects on α-synuclein and behavior in animals, not behavioral or social factors in human populations (behavior_social_focus = false). Therefore, it fails two of the three criteria and is excluded."
28225582,True,False,False,False,"The paper does not meet the 'behavior_social_focus' and 'human_study' criteria. Although it mentions Alzheimer's disease, the focus is on pharmaceutical market dynamics and antitrust law rather than behavioral or social factors related to AD/ADRD, and it does not involve human participants or data.",False,False,False,False,"The paper discusses pharmaceutical pricing, patents, and market exclusivity in the context of drug development for diseases including Alzheimer's, but it does not focus on Alzheimer's or related dementias as a primary subject. It does not study behavioral or social factors related to AD/ADRD, nor does it involve human participants or data related to dementia. The mention of Alzheimer’s is incidental, used to illustrate broader pharmaceutical market issues. Therefore, it fails all three criteria."
28229380,True,False,True,False,The study does not focus on behavioral and social factors related to AD/ADRD.,True,False,True,False,"The study focuses on cognitive impairment in diabetic patients and its association with insulin resistance, which is relevant to Alzheimer's Disease or related dementias (AD/ADRD) given the known links between metabolic dysfunction and dementia. Thus, ADRD_focus is true. However, the study does not examine behavioral or social factors such as behavioral symptoms, social determinants of health, interpersonal relationships, or caregiver burden; it focuses on metabolic and cognitive measures. Therefore, behavior_social_focus is false. The study involves human participants, so human_study is true. Since all three criteria are not met, the final decision is to exclude."
28231822,True,False,True,False,"The study focuses on Alzheimer's Disease and involves human participants, but it does not explore the relationship between AD/ADRD and behavioral or social factors.",True,False,True,False,"The study focuses on Alzheimer's disease and involves human participants, meeting the AD/ADRD and human study criteria. However, it investigates the efficacy of cilostazol as an add-on pharmacological treatment, focusing on cognitive outcomes rather than behavioral or social factors. Therefore, it does not meet the behavioral and social factors focus criterion."
28232989,True,False,False,False,"The study is based on animal models (mouse models) of Alzheimer's disease, not human participants or data.",True,False,False,False,"The study focuses on Alzheimer's disease (AD) in mouse models and investigates the effects of dietary glucocerebrosides on brain sphingolipid profiles and memory deficits. While it meets the AD/ADRD focus criterion, it does not examine behavioral or social factors in humans, and the study is based exclusively on animal models (mice), failing both the behavioral/social focus and human study criteria. Therefore, it is excluded."
28235681,True,True,True,True,"The study is related to AD/ADRD, explores social factors, and involves human participants.",False,False,True,False,"The study involves human participants (nondemented older adults), so it meets the human study criterion. However, it does not focus on Alzheimer's Disease or related dementias (AD/ADRD), as the participants are explicitly described as nondemented and there is no investigation of AD/ADRD pathology or diagnosis. Additionally, the study does not focus on behavioral or social factors related to AD/ADRD; instead, it examines a potential biological association between T. gondii infection and memory function. Therefore, it fails both the ADRD focus and behavior/social focus criteria."
28237746,True,True,True,True,"The study focuses on Alzheimer's disease, involves human participants (patients with Alzheimer's disease and their caregivers), and explores the relationship between Alzheimer's disease and behavioral factors (depression, anxiety, and caregiver distress) through a cognitive-behavioral intervention.",True,True,True,True,"The study focuses on Alzheimer's disease (AD), a core AD/ADRD condition. It investigates a cognitive-behavioral intervention targeting depression, a behavioral symptom, in AD patients, thus addressing behavioral factors. The study involves human participants (nine patient-caregiver dyads) and reports on their outcomes, confirming it is a human study. All three criteria are met."
28238739,True,True,True,True,"The study focuses on Alzheimer's Disease, involves human participants, and explores factors that include behavioral aspects related to AD.",True,False,True,False,"The study focuses on Alzheimer's disease (AD) and uses human data, meeting the ADRD and human study criteria. However, it does not explore behavioral or social factors related to AD/ADRD; instead, it focuses on clinical and methodological aspects of rapid cognitive decline in AD, such as risk factors and trial design. Therefore, it fails the behavioral and social factors focus criterion."
28239527,True,False,True,False,The study does not directly explore the relationship between AD/ADRD and behavioral or social factors.,True,False,True,False,"The study focuses on vascular dementia (an ADRD condition) and involves human participants, meeting the ADRD and human study criteria. However, it investigates the association between uric acid levels and cognitive dysfunction, which is a biological/physiological factor, not behavioral or social factors. Therefore, it does not meet the behavioral and social factors focus criterion."
28247171,True,False,True,False,"The study does not explicitly explore the relationship between AD/ADRD and behavioral or social factors, even though it mentions genetic counseling and its psychological consequences. The primary focus is on a patient with ALS-PDC, which is not directly an AD/ADRD condition, although it mentions frontotemporal degeneration, which is related.",True,True,True,True,"The study involves a human case with frontotemporal degeneration, which is a related dementia (AD/ADRD focus). It discusses genetic counseling, including ethical, psychological, and practical consequences for patients and families, which pertains to behavioral and social factors such as family dynamics and psychological impact. The study is based on a human case report, satisfying the human study criterion."
28253832,True,False,True,False,The study does not focus on the relationship between AD/ADRD and behavioral or social factors.,True,False,True,False,"While the study focuses on Alzheimer's disease (AD) and involves human clinical trials (thus meeting ADRD and human study criteria), it does not explore behavioral or social factors related to AD/ADRD. Instead, it focuses on pharmacological mechanisms and emerging chemical therapies targeting serotonin receptors, which falls under biomedical rather than behavioral or social research."
28255200,True,True,True,True,"The study is focused on Alzheimer's Disease, explores the classification of cognitive, behavioral, and functional impairments, and is based on human data from the ADNI database.",True,True,True,True,"The study focuses on Alzheimer's disease (AD), a core AD/ADRD condition. It examines cognitive, behavioral, and functional impairments in AD, which includes behavioral and functional aspects affecting patients and caregivers, thus meeting the behavioral and social factors criterion. The data are derived from human participants via the ADNI database, confirming it as a human study. Therefore, all three criteria are satisfied."
28256219,True,False,False,False,"The study does not explore the relationship between AD/ADRD and behavioral or social factors, and it is not a human study.",True,False,False,False,"While the study mentions Alzheimer's disease in the context of amyloid formation, its primary focus is on the structural and mechanical properties of amyloid fibrils using molecular dynamics simulations, not on AD/ADRD as a clinical or behavioral condition. The study does not explore behavioral or social factors related to AD/ADRD. Additionally, it is not a human study, as it relies on in silico simulations and does not involve human participants or data. Therefore, it fails to meet two of the three criteria."
28258087,True,False,True,False,"The study does not focus on behavioral or social factors related to AD/ADRD; it primarily focuses on the role of APOE genotype on lipid homeostasis and inflammation, which is more related to biological or genetic factors.",True,False,False,False,"While the paper discusses APOE's role in Alzheimer's disease risk and mentions studies in young cognitively normal humans, the primary focus is on molecular and biological mechanisms (lipid homeostasis, inflammation, brain structure) in normal brains, not on behavioral or social factors. Additionally, the study relies heavily on mouse models, and although some human data are referenced, the research described is not primarily based on human participants. Thus, it fails the 'behavior_social_focus' and 'human_study' criteria."
28261945,True,False,True,False,The study does not explore the relationship between AD/ADRD and behavioral or social factors.,True,False,True,False,"The study focuses on Alzheimer's disease and mild cognitive impairment, satisfying the AD/ADRD focus criterion, and involves human participants, meeting the human study criterion. However, it does not examine behavioral or social factors such as behavioral symptoms, social determinants of health, interpersonal relationships, or caregiver burden. Instead, it investigates cognitive performance and reaction time, which are neurocognitive measures, not behavioral or social factors. Therefore, the behavioral and social factors focus criterion is not met."
28263374,True,True,True,True,"The study focuses on dementia prevention, which is related to AD/ADRD, and explores the relationship between participant characteristics (including neuropsychiatric factors like depressive symptoms) and dropout or nonadherence in a dementia prevention trial, thus meeting the criteria for AD/ADRD focus and behavioral and social factors focus. It involves human participants, meeting the third criterion.",True,True,True,True,"The study focuses on dementia prevention, which includes Alzheimer's Disease and related dementias (AD/ADRD). It examines behavioral and social factors such as depressive symptoms, disability, and adherence to intervention, which are relevant to neuropsychiatric and behavioral determinants. The study involves human participants aged 70–78 in a randomized controlled trial, satisfying the human study criterion. Therefore, it meets all three inclusion criteria."
28265571,True,True,True,True,"The study focuses on Alzheimer's Disease, involves human participants (caregivers of people with AD), and explores the relationship between AD/ADRD and behavioral/social factors (caregiver abuse, burden, and AD-related behavioral disturbances).",True,True,True,True,"The study focuses on Alzheimer's Disease (AD), a core AD/ADRD condition. It examines behavioral and social factors, specifically caregiver burden and elder abuse risk, which are key social and behavioral issues in dementia care. The study involves human participants (438 family caregivers of older people with AD), as described in the methods. Therefore, it meets all three inclusion criteria."
28267034,True,True,True,True,"The study focuses on Alzheimer's Disease and related dementias (AD/ADRD), explores the relationship between AD/ADRD and behavioral or social factors (grief experienced by family carers), and involves human participants (family carers of people with dementia).",True,True,True,True,"The study focuses on family carers of people with dementia, the majority of whom had Alzheimer's disease, satisfying the AD/ADRD focus. It examines psychosocial interventions targeting grief, a behavioral and social factor, in human participants. The study involves human data from family carers and meets all three inclusion criteria."
28269248,True,True,False,False,The study does not explicitly involve human participants or data; it appears to be an expert review of an app.,True,True,False,False,"While the study focuses on Alzheimer's disease (AD) and behavioral change (behavioral factor), it does not involve human participants or data. The paper describes a quality assessment of an app using expert reviews, not a study involving human participants. Therefore, it fails the 'human study' criterion."
28269767,True,True,True,True,"The study focuses on Alzheimer's Disease, involves human participants, and explores the relationship between AD/ADRD and behavioral factors (neuropsychiatric symptoms).",True,True,True,True,"The study focuses on Alzheimer's disease (AD), a core AD/ADRD condition, and investigates neuropsychiatric symptoms (NPS), which are behavioral manifestations of dementia, thus meeting the behavioral focus criterion. The study uses cerebrospinal fluid biomarkers and clinical data from human patients with dementia and NPS, confirming it is a human study. All three inclusion criteria are satisfied."
28269773,True,False,True,False,"The study focuses on subjective cognitive decline (SCD), which is related to Alzheimer's disease, so it meets the AD/ADRD focus criterion. However, it does not explore the relationship between AD/ADRD and behavioral or social factors, failing to meet the behavioral and social factors focus criterion.",True,False,True,False,"The study focuses on subjective cognitive decline (SCD), which is considered a precursor or risk state for Alzheimer's disease, thus meeting the AD/ADRD focus criterion. The study involves human participants, satisfying the human study criterion. However, it does not explore behavioral or social factors related to AD/ADRD; instead, it examines the impact of recruitment methods on sample characteristics. Therefore, the behavioral and social factors focus criterion is not met, leading to exclusion."
28269787,True,False,True,False,"The study focuses on Alzheimer's Disease and involves human participants, meeting criteria 1 and 3. However, it does not explore the relationship between AD/ADRD and behavioral or social factors, failing to meet criterion 2.",True,False,True,False,"The study focuses on Alzheimer's disease (AD) and mild cognitive impairment (MCI) as a prodromal stage of AD, satisfying the ADRD focus. It involves human participants, meeting the human study criterion. However, the study investigates cognitive composites and their correlation with neuroimaging biomarkers, without examining behavioral or social factors such as behavioral symptoms, social determinants of health, or caregiver burden. Therefore, it does not meet the behavioral and social factors focus criterion."
28270466,True,True,False,False,The study does not involve human participants or data; it appears to be a review or discussion based on composite patient histories.,True,True,True,True,"The paper focuses on Alzheimer's disease and mild cognitive impairment (AD/ADRD), discusses behavioral symptoms and social implications such as financial decision-making, family impact, and legal capacity (behavioral and social factors), and is based on human patient cases and real-world clinical and legal contexts (human study). All three criteria are met."
28273860,False,False,False,False,"The paper is a review that does not directly focus on Alzheimer's Disease or related dementias (AD/ADRD), nor does it explore the relationship between AD/ADRD and behavioral or social factors. Additionally, it does not explicitly involve human participants or data, and its primary focus is on microglial function across age and gender, which is not directly related to the inclusion criteria.",False,False,False,False,"The paper is a review on microglial function across age and gender, discussing general implications for neurodegenerative disorders, but does not specifically focus on Alzheimer's Disease or related dementias (AD/ADRD). It does not explore behavioral or social factors related to AD/ADRD, nor does it involve human participants or human data. Therefore, it fails all three criteria."
28274963,True,False,True,False,"The study focuses on Alzheimer's Disease and related dementias (AD/ADRD) as it involves participants with mild cognitive impairment subtypes that can progress to Alzheimer's disease or vascular dementia. However, it does not explore the relationship between AD/ADRD and behavioral or social factors; instead, it focuses on neuroimaging and neuropsychological evaluations.",True,False,True,False,"The study focuses on Alzheimer's disease and vascular dementia through the investigation of mild cognitive impairment subtypes (aMCI and VaMCI), satisfying the AD/ADRD focus. It involves human participants, meeting the human study criterion. However, the study does not examine behavioral or social factors related to AD/ADRD; instead, it focuses on neuroimaging and neuropsychological assessments of brain structure and function. Therefore, it fails to meet the behavioral and social factors focus criterion."
28275046,True,True,True,True,"The study focuses on AD/ADRD, explores the relationship between a behavioral factor (sleep disturbance) and dementia/Alzheimer's disease, and involves human participants.",True,True,True,True,"The study focuses on Alzheimer's disease and other dementias (AD/ADRD) as outcomes, examines self-reported sleep disturbance—a behavioral factor—in relation to dementia incidence, and uses longitudinal data from a human population-based sample of men. Thus, it meets all three criteria."
28275722,True,False,False,False,"The study is based on a mouse model of Alzheimer's disease, not human participants or data.",True,False,False,False,"The study focuses on Alzheimer's disease using a mouse model (TgCRND8), which violates the human study criterion. Although it examines cognitive deficits, a behavioral domain, the use of an animal model and lack of focus on social or broader behavioral factors (e.g., symptoms in humans, social determinants) results in failing both the human study and behavioral/social focus criteria. Thus, the paper is excluded."
28276132,True,True,True,True,"The study focuses on Alzheimer's Disease and related dementias (AD/ADRD) by examining caregivers of dementia patients. It explores the relationship between AD/ADRD and social factors such as caregiver profile, educational level, living conditions, and the impact of caregiving on their lives, which aligns with the behavioral and social factors focus. The study involves human participants (caregivers of dementia patients), meeting the human study criterion.",True,True,True,True,"The study focuses on Alzheimer's disease (AD/ADRD), examines social and behavioral factors such as caregiver characteristics, laboral conditions, and use of support services, and involves human participants (925 caregivers in Spain). All inclusion criteria are met."
28276861,True,False,True,False,The study does not meet the 'Behavioral and Social Factors Focus' criterion as it primarily focuses on cognitive screening measures rather than exploring the relationship between AD/ADRD and behavioral or social factors.,True,False,True,False,"While the study focuses on dementia (AD/ADRD) and uses human participants to develop culturally appropriate cognitive screening tools, it does not examine behavioral or social factors related to AD/ADRD. The research is focused on psychometric validation and norming of cognitive tests, without exploration of behavioral symptoms, social determinants, caregiver burden, or interpersonal relationships. Therefore, it fails to meet the behavioral and social factors criterion."
28282730,True,True,True,True,"The study focuses on Alzheimer's Disease and related dementias, explores behavioral and social factors related to AD/ADRD, and involves human participants/data.",True,True,True,True,"The study focuses on persons with dementia (including Alzheimer's disease and related dementias) in a community-dwelling population, examines racial and ethnic differences in psychotropic medication use (a behavioral and social factor), and considers caregiver characteristics such as socioeconomic status and perceptions of caregiving. The study uses human data from the Resources for Enhancing Alzheimer's Caregiver Health II trial. Thus, it meets all three inclusion criteria."
28282733,True,False,True,False,The study does not directly explore the relationship between AD/ADRD and behavioral or social factors.,True,True,True,True,"The study focuses on Alzheimer's and related dementias (ADRD) in a nationally representative sample of older adults, fulfilling the ADRD focus criterion. It examines the financial burden and healthcare utilization patterns, which are social determinants of health and healthcare access, thus meeting the behavioral and social factors focus. The study uses human data from the Medical Expenditure Panel Survey (MEPS), confirming it is a human study. Therefore, all three criteria are met and the paper should be included."
28283594,True,False,True,False,"The study focuses on Alzheimer's Disease and involves human participants, meeting criteria 1 and 3. However, it does not explore the relationship between AD/ADRD and behavioral or social factors, failing criterion 2.",True,False,True,False,"The study focuses on preclinical Alzheimer disease using biomarkers and cognitive testing, satisfying the AD/ADRD and human study criteria. However, it does not examine behavioral or social factors such as behavioral symptoms, social determinants of health, or caregiver burden. Therefore, it fails the behavioral and social factors focus criterion."
28285181,True,False,True,False,The study does not focus on behavioral or social factors related to AD/ADRD; it focuses on cognitive differences between sexes in cognitively normal older people.,False,False,True,False,"The study focuses on cognitively normal older adults without amyloid pathology and examines sex differences in cognitive performance. While it mentions Alzheimer's disease in the context of clinical diagnosis, it does not directly study Alzheimer's disease or related dementias (AD/ADRD), nor does it investigate behavioral or social factors related to AD/ADRD. Therefore, it fails to meet the first two criteria."
28288263,,,,,LLM or JSON error: Extra data: line 11 column 1 (char 292),True,False,True,False,"The study focuses on Alzheimer disease and uses human autopsy and clinical data, satisfying the AD/ADRD and human study criteria. However, it does not examine behavioral or social factors such as behavioral symptoms, social determinants of health, or caregiver burden. Instead, it investigates neuropathological correlates (neurofibrillary tangle stage) and their impact on clinical progression and trial design, which falls under biological and methodological domains rather than behavioral or social factors."
28289749,True,True,True,True,"The study focuses on AD/ADRD, involves behavioral factors (speech impairment), and is based on human data.",True,False,True,False,"The study focuses on motor speech phenotypes and neuroimaging associations in frontotemporal dementia (FTD) and primary progressive aphasia (PPA), which are within the scope of ADRD. It involves human data, satisfying the human study criterion. However, it does not explore behavioral or social factors such as behavioral symptoms, social determinants, interpersonal relationships, or caregiver burden; instead, it focuses on clinical and neuroimaging correlates of speech impairment. Therefore, it fails the behavioral and social factors focus criterion."
28295142,True,True,True,True,"The study focuses on AD/ADRD, involves human participants, and explores behavioral and social factors related to AD/ADRD.",True,True,True,True,"The study focuses on dementia, including Alzheimer's Disease and related dementias (AD/ADRD), as evidenced by the diagnosis of dementia in 72 patients and use of AD-specific assessment tools. It examines social factors through the lens of healthcare access for rural veterans, a social determinant of health, and includes caregiver burden assessment via the Zarit Burden Interview. The study involves human participants (veterans and caregivers) and uses clinical data and patient satisfaction surveys, confirming it is a human study."
28300627,False,False,True,False,The study does not directly focus on Alzheimer's Disease or related dementias (AD/ADRD) and does not primarily explore the relationship between AD/ADRD and behavioral or social factors.,False,False,True,False,"The study examines the association between serum uric acid and cognitive performance in a middle-aged population using cognitive tests such as the Trail Making Test, but it does not focus on Alzheimer's Disease or related dementias (AD/ADRD). The population is described as apparently healthy middle-aged adults without stroke or cognitive impairment, and there is no mention of dementia diagnosis, progression, or related pathologies. Additionally, the study does not investigate behavioral or social factors related to AD/ADRD. Although it is a human study, it fails to meet the first two criteria."
28304285,True,True,True,True,"The study focuses on Alzheimer's Disease (AD), involves human participants, and explores the relationship between AD and social factors such as caregiver burden and resource utilization across different countries.",True,True,True,True,"The study focuses on Alzheimer's disease dementia (ADRD_focus: true), examines caregiver time, resource use, and financial support—key social and behavioral factors related to care and societal burden (behavior_social_focus: true), and is based on an observational human study in three countries with data from patients and caregivers (human_study: true). All criteria are met, so the paper is included."
28304286,True,False,True,False,"The study focuses on Alzheimer's Disease and involves human participants, meeting criteria 1 and 3. However, it does not explore the relationship between AD/ADRD and behavioral or social factors, failing criterion 2.",True,True,True,True,"The study focuses on Alzheimer's disease (AD) by examining cognitively normal middle-aged adults at increased risk due to family history of AD. It investigates behavioral aspects—specifically, perceptual discrimination performance—linking a cognitive behavior to early AD risk. The study involves human participants (middle-aged adults) and assesses cognitive behavior as a potential early marker of AD, fulfilling all three criteria."
28304307,,,,,LLM or JSON error: Extra data: line 12 column 1 (char 294),True,False,True,False,"While the study involves a human case and focuses on logopenic aphasia, which is often associated with Alzheimer's disease (AD), the primary focus is on anatomical and cognitive mechanisms related to a stroke-induced logopenic syndrome rather than AD/ADRD pathology per se. However, given the association of lv-PPA with Alzheimer's disease, the ADRD_focus is considered true. The study does not examine behavioral or social factors such as behavioral symptoms, social determinants, or caregiver burden, resulting in behavior_social_focus being false. Therefore, the paper is excluded due to lack of behavioral and social factors focus."
28304308,True,True,True,True,"The study focuses on Frontotemporal Dementia (FTD), a type of Alzheimer's Disease or related dementias (AD/ADRD), and explores the relationship between FTD and behavioral factors, specifically law violations. The study involves human participants and compares FTD patients with Alzheimer's Disease (AD) patients.",True,True,True,True,"The study focuses on frontotemporal dementia (bvFTD and svPPA), which is a type of ADRD, thus meeting the AD/ADRD focus criterion. It investigates law violations—a behavioral manifestation—comparing FTD and AD patients, which reflects a behavioral factor related to ADRD. The study involves human participants from multiple clinical sites in Japan, satisfying the human study requirement. Therefore, all three criteria are met and the paper is included."
28304313,True,True,True,True,"The study focuses on Huntington's Disease, which is a related dementia (AD/ADRD), explores the effect of music therapy on communication and behavioral aspects, and involves human participants.",True,True,True,True,"The study focuses on Huntington's Disease, which is included in the list of related dementias (AD/ADRD). It investigates the impact of music therapy—a behavioral intervention—on communication and behavior, which are behavioral aspects of the disease. The study involves human participants in a randomized controlled trial, meeting the human study criterion. Therefore, it meets all three inclusion criteria."
28315265,True,False,False,False,"The study does not focus on behavioral and social factors related to AD/ADRD, and it is not a human study. Although it mentions Alzheimer's disease, the primary focus is on Sigma 1 Receptor and its role in cancer, making it not directly relevant to the criteria.",False,False,False,False,"The paper briefly mentions Alzheimer's disease as one of the areas where SigmaR1 has been studied, but the primary focus is on cancer development and ion channel dynamics in cancer, not on AD/ADRD. It does not explore behavioral or social factors related to AD/ADRD, and there is no indication of human participants or data being studied. Therefore, it fails all three criteria."
28319243,True,False,True,False,The study does not explore the relationship between AD/ADRD and behavioral or social factors.,True,False,True,False,"The study focuses on Alzheimer's Disease/dementia (AD/ADRD focus is met) and uses human participants (human study criterion met). However, it investigates the effect of antioxidant supplements (vitamin E and selenium) on dementia prevention, which is a biological/nutritional intervention, not behavioral or social factors. Therefore, the behavior/social focus criterion is not met, leading to exclusion."
28319837,True,True,False,False,"The study is based on animal models (transgenic mice), not human participants or data.",True,True,False,False,"While the study focuses on Alzheimer's disease and psychosis-associated behavioral deficits (relevant to AD/ADRD and behavioral factors), it is conducted exclusively in transgenic mice. Therefore, it does not involve human participants or data, failing the human study criterion."
28320363,True,True,True,True,"The study focuses on dementia, explores the relationship between dementia and various behavioral and social factors (such as physical activity, social contact, education, and employment), and involves human participants/data from a nationally representative survey.",True,True,True,True,"The study focuses on dementia, which includes Alzheimer's Disease and related dementias (AD/ADRD), investigates behavioral and social factors such as physical activity, social contact, education, and employment in relation to dementia risk, and uses human data from a nationally representative survey of older adults in Singapore. Therefore, it meets all three inclusion criteria."
28321950,True,False,True,False,The study does not explore the relationship between AD/ADRD and behavioral or social factors.,True,False,True,False,"The study focuses on Alzheimer's disease and uses human neuroimaging data, satisfying the AD/ADRD and human study criteria. However, it does not examine behavioral or social factors such as behavioral symptoms, social determinants of health, or caregiver burden. Instead, it investigates cerebellar atrophy rates, which is a neurobiological and structural focus. Therefore, it fails the behavioral and social factors criterion."
28322422,True,True,True,True,"The study focuses on Alzheimer's disease, explores the relationship between cognitive activity (a behavioral factor) and cognitive decline associated with Alzheimer's disease, and involves human participants (older adults at risk for cognitive decline).",True,True,True,True,"The study focuses on Alzheimer's disease and cognitive decline, which falls under AD/ADRD. It examines cognitive activity—a behavioral factor—as a protective element against cognitive decline, aligning with the behavioral and social factors criterion. The study involves older adults at risk for cognitive decline and describes a program intended for human participants in a primary care setting, confirming it is a human study. All three criteria are met."
28322905,True,True,True,True,"The study focuses on Frontotemporal dementia (FTD), a type of Alzheimer's Disease or related dementias (AD/ADRD). It explores the relationship between bilingualism (a social factor) and the age at onset of behavioral and language variants of FTD, thus addressing both AD/ADRD and behavioral/social factors. The study involves human participants (case records of 193 patients), meeting the human study criterion.",True,True,True,True,"The study focuses on frontotemporal dementia (FTD), which is a related dementia (AD/ADRD focus). It investigates the impact of bilingualism—a social/behavioral factor—on the age of onset of behavioral vs. aphasic forms of FTD (behavioral and social factors focus). The study is based on human patient data (human study). All three criteria are met."
28323826,True,True,True,True,"The study focuses on AD/ADRD, involves human participants, and explores factors that can be related to behavioral and social aspects.",True,False,True,False,"The study focuses on Alzheimer's disease risk prediction based on APOE genotype and demographic/clinical factors, satisfying the AD/ADRD and human study criteria. However, it does not examine behavioral or social factors such as behavioral symptoms, social determinants of health, interpersonal relationships, or caregiver burden. Instead, it focuses on genetic and clinical risk factors, so the behavioral and social focus criterion is not met."
28323838,True,True,True,True,"The study focuses on Huntington's Disease, a neurodegenerative disorder related to AD/ADRD, explores the treatment of apathy (a behavioral symptom), and involves human participants.",True,True,True,True,"The study focuses on Huntington's disease, which is listed as an ADRD-related condition. It investigates apathy, a behavioral symptom, in human participants using clinical assessments and caregiver-reported outcomes, thus addressing behavioral and social factors. The study is a human clinical trial with multicenter, randomized, double-blind design involving individuals with Huntington's disease. All three criteria are met."
28325166,True,False,True,False,"The study focuses on Alzheimer's Disease and Vascular Dementia, meeting the AD/ADRD focus criterion. It involves human participants, satisfying the human study criterion. However, it does not explore the relationship between AD/ADRD and behavioral or social factors, failing to meet the behavioral and social factors focus criterion. Therefore, it is excluded.",True,False,True,False,"The study focuses on Alzheimer's Disease and Vascular Dementia, satisfying the AD/ADRD criterion, and uses human participants, satisfying the human study criterion. However, it investigates color perception as a biological or neurological marker for differential diagnosis, not behavioral or social factors. Therefore, it does not meet the behavioral and social factors focus criterion."
28325617,False,True,True,False,"The study does not primarily focus on Alzheimer's Disease or related dementias (AD/ADRD); it only mentions AD as one of the sleep-related neurological disorders. Thus, it fails to meet the AD/ADRD Focus criterion.",True,False,True,False,"While the paper mentions Alzheimer's Disease (AD) and is focused on human genetics (satisfying AD/ADRD focus and human study criteria), it primarily discusses sleep behavior and genetic influences on sleep, not behavioral or social factors related to AD/ADRD. The mention of AD is brief and contextual within a broader discussion of sleep-related neurological disorders, without exploring behavioral or social aspects of AD/ADRD. Therefore, it does not meet the behavioral and social factors focus criterion."
